Выборы Президента Российской Федерации																																																																																
Дата голосования: 18.03.2018																																																																																
																																																																																
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №23																																																																																
																																																																																
Сводная таблица итогов голосования																																																																																
																																																																																
	Число участковых избирательных комиссий	69																																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	69																																																																														
																																																																																
		Сумма	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103									
1	"Число избирателей, включенных в список избирателей"	133708	1968	2199	2430	2165	1200	1834	1639	1959	1484	1678	1739	1935	2196	1373	2408	2192	2257	2448	2322	2465	1796	2100	1911	2246	2174	1371	1723	2064	1923	2068	2275	2023	2312	2033	2015	1598	1672	1804	1886	1668	1489	1599	2321	2397	2546	2683	1783	2045	1841	1837	2176	2038	2826	1927	1835	2101	1981	1863	1937	1981	2278	1779	2310	2036	2151	2046	665	148	536									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	117370	1500	2000	2000	2000	1000	1500	1500	1500	1100	1500	1500	1500	2000	1100	2000	2000	2000	2000	2000	2000	1500	2000	1500	2000	2000	1500	1500	2000	1500	2000	2000	1500	2000	1500	1500	1500	1500	1500	1500	1500	1500	1500	2000	2500	2500	2500	1500	2000	1500	1500	2000	2000	2500	1500	1500	2000	1500	1500	1500	2000	2000	1500	2000	1500	2000	2000	1000	170	1000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	79931	1164	1207	1575	1457	705	920	1370	1054	832	965	1007	1301	1271	865	1394	1400	1312	1384	1317	1503	1222	1452	1255	1320	1167	1030	1058	1250	1003	1121	1212	1148	1238	1191	1114	843	1086	1225	1175	1046	1205	989	1323	1520	1541	1503	1157	1132	1074	1049	1282	1254	1448	1204	969	1360	1107	1130	1115	1116	1314	1128	1305	1158	1198	1180	329	146	536									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2834	38	27	26	80	62	20	33	11	10	33	22	55	18	34	47	32	48	26	47	40	32	27	62	48	51	34	10	46	46	41	55	37	45	31	42	28	36	37	51	47	14	25	39	65	35	43	47	28	35	33	35	70	63	47	35	34	43	45	39	53	37	29	32	38	39	44	270	2	0									
6	Число погашенных избирательных бюллетеней	34605	298	766	399	463	233	560	97	435	258	502	471	144	711	201	559	568	640	590	636	457	246	521	183	632	782	436	432	704	451	838	733	315	717	278	344	629	378	238	274	407	281	486	638	915	924	954	296	840	391	418	683	676	989	249	496	606	350	325	346	831	649	343	663	304	763	776	401	22	464									
