Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Мысковская городская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551					
1	"Число избирателей, внесенных в списки избирателей"	36712	186	279	2358	1185	1204	2031	2056	2670	1674	2025	1469	435	1646	1150	2214	1397	927	315	1577	1870	1529	1425	1839	1917	1334					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	30400	200	300	2000	1000	1000	1500	1500	2200	1500	1700	1200	500	1500	1000	2000	1000	1000	300	1200	1500	1100	1100	1500	1500	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22674	112	204	1421	743	806	1160	1379	1670	860	1451	999	285	845	725	1412	690	549	209	975	1212	876	967	1221	984	919					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1552	0	12	40	79	47	99	88	99	127	63	37	24	109	58	76	111	79	15	38	36	82	44	56	71	62					
6	Число погашенных избирательных бюллетеней	6174	88	84	539	178	147	241	33	431	513	186	164	191	546	217	512	199	372	76	187	252	142	89	223	445	119					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1552	0	12	40	79	47	99	88	99	127	63	37	24	109	58	76	111	79	15	38	36	82	44	56	71	62					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22658	112	204	1421	737	806	1160	1379	1670	860	1448	999	285	845	725	1412	690	549	209	975	1209	874	967	1221	982	919					
9	Число недействительных избирательных бюллетеней	194	1	0	13	11	4	16	10	9	9	10	15	1	7	7	17	6	3	1	7	0	12	10	13	6	6					
10	Число действительных избирательных бюллетеней	24016	111	216	1448	805	849	1243	1457	1760	978	1501	1021	308	947	776	1471	795	625	223	1006	1245	944	1001	1264	1047	975					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	457	10	15	15	8	20	22	20	25	10	30	20	15	17	10	27	15	14	1	25	25	20	15	20	28	30					
