Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Быковская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642					
1	"Число избирателей, внесенных в список"	19784	1201	1649	1388	979	577	288	250	438	104	1144	128	497	549	1100	1071	1011	740	1283	573	1027	1271	328	952	1236					
2	Число полученных избирательных бюллетеней	20032	1306	1664	1408	990	576	291	256	450	107	1159	132	482	556	1125	1085	1019	741	1276	546	1033	1290	342	955	1243					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10161	558	812	704	514	303	164	157	234	68	676	58	250	321	497	448	564	401	611	338	476	642	181	468	716					
5	"Число избирательных бюллетеней, выданных вне помещения"	1195	66	56	41	32	15	15	0	8	5	56	42	58	37	60	139	57	22	67	15	80	59	18	183	64					
6	Число погашенных избирательных бюллетеней	8676	682	796	663	444	258	112	99	208	34	427	32	174	198	568	498	398	318	598	193	477	589	143	304	463					
7	Число избирательных бюллетеней в переносных ящиках	1195	66	56	41	32	15	15	0	8	5	56	42	58	37	60	139	57	22	67	15	80	59	18	183	64					
8	Число бюллетеней в стационарных ящиках для голосования	10161	558	812	704	514	303	164	157	234	68	676	58	250	321	497	448	564	401	611	338	476	642	181	468	716					
9	Число недействительных избирательных бюллетеней	121	5	7	2	1	3	0	3	10	0	6	0	9	1	5	3	15	12	3	7	6	7	3	7	6					
10	Число действительных избирательных бюллетеней	11235	619	861	743	545	315	179	154	232	73	726	100	299	357	552	584	606	411	675	346	550	694	196	644	774					
11	Число полученных открепительных  удостоверений	285	18	23	19	13	8	5	4	6	4	16	5	7	8	15	15	14	11	18	7	14	15	10	11	19					
12	Число выданных открепительных удостоверений	96	6	8	11	8	2	1	4	1	0	8	0	4	5	1	3	0	0	3	2	0	4	9	0	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	7	6	4	0	0	3	0	2	2	3	1	4	2	0	1	4	3	3	0	0	6	1	0	6					
14	Число неиспользованных открепительных удостоверений	189	12	15	8	5	6	4	0	5	4	8	5	3	3	14	12	14	11	15	5	14	11	1	11	3					
15	"Число открепительных удостоверений, выданных в ТИК"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	330	15	30	41	15	17	6	3	3	0	17	3	5	11	20	8	13	20	24	6	21	26	2	5	19					
		2.91%	2.40%	3.46%	5.50%	2.75%	5.35%	3.35%	1.91%	1.24%	0.00%	2.32%	3.00%	1.62%	3.07%	3.59%	1.36%	2.09%	4.73%	3.54%	1.70%	3.78%	3.71%	1.01%	0.77%	2.44%					
19	. Малышкин Олег Александрович	269	15	16	24	13	10	2	3	5	1	20	4	8	8	14	11	9	6	22	14	11	18	4	20	11					
		2.37%	2.40%	1.84%	3.22%	2.38%	3.14%	1.12%	1.91%	2.07%	1.37%	2.73%	4.00%	2.60%	2.23%	2.51%	1.87%	1.45%	1.42%	3.24%	3.97%	1.98%	2.57%	2.01%	3.07%	1.41%					
