Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    Мантуровская																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392					
1	"Число избирателей, внесенных в список"	5328	417	463	434	138	447	208	317	362	395	393	377	204	1173					
2	Число полученных избирательных бюллетеней	5300	414	458	436	136	446	208	315	355	395	388	377	204	1168					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	2379	257	212	186	84	149	119	90	161	204	183	136	114	484					
5	"Число избирательных бюллетеней, выданных вне помещения"	1040	69	55	113	11	114	59	113	67	48	88	130	29	144					
6	Число погашенных избирательных бюллетеней	1881	88	191	137	41	183	30	112	127	143	117	111	61	540					
7	Число избирательных бюллетеней в переносных ящиках	1040	69	55	113	11	114	59	113	67	48	88	130	29	144					
8	Число бюллетеней в стационарных ящиках для голосования	2379	257	212	186	84	149	119	90	161	204	183	136	114	484					
9	Число недействительных избирательных бюллетеней	18	0	3	1	0	1	1	3	2	4	2	1	0	0					
10	Число действительных избирательных бюллетеней	3401	326	264	298	95	262	177	200	226	248	269	265	143	628					
11	Число полученных открепительных  удостоверений	70	5	5	5	5	5	5	5	5	5	5	5	5	10					
12	Число выданных открепительных удостоверений	12	0	1	4	2	1	0	0	0	0	1	1	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	14	3	4	1	2	1	0	0	0	0	0	0	1	2					
14	Число неиспользованных открепительных удостоверений	58	5	4	1	3	4	5	5	5	5	4	4	4	9					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	65	8	3	5	2	8	7	4	2	7	5	6	2	6					
		1.90%	2.45%	1.12%	1.67%	2.11%	3.04%	3.93%	1.97%	0.88%	2.78%	1.85%	2.26%	1.40%	0.96%					
19	. Малышкин Олег Александрович	52	4	3	4	1	6	1	3	4	4	4	4	4	10					
		1.52%	1.23%	1.12%	1.34%	1.05%	2.28%	0.56%	1.48%	1.75%	1.59%	1.48%	1.50%	2.80%	1.59%					
20	. Миронов Сергей Михайлович	26	7	2	2	0	0	3	1	2	1	0	0	1	7					
		0.76%	2.15%	0.75%	0.67%	0.00%	0.00%	1.69%	0.49%	0.88%	0.40%	0.00%	0.00%	0.70%	1.11%					
21	. Путин Владимир Владимирович	2124	213	171	191	60	166	122	124	156	136	156	146	79	404					
		62.12%	65.34%	64.04%	63.88%	63.16%	63.12%	68.54%	61.08%	68.42%	53.97%	57.56%	54.89%	55.24%	64.33%					
22	. Хакамада Ирина Муцуовна	48	9	0	4	0	3	0	4	3	4	6	2	3	10					
		1.40%	2.76%	0.00%	1.34%	0.00%	1.14%	0.00%	1.97%	1.32%	1.59%	2.21%	0.75%	2.10%	1.59%					
23	. Харитонов Николай Михайлович	1041	80	81	87	29	77	42	60	55	92	96	106	47	189					
		30.45%	24.54%	30.34%	29.10%	30.53%	29.28%	23.60%	29.56%	24.12%	36.51%	35.42%	39.85%	32.87%	30.10%					
																				
24	Против всех	45	5	4	5	3	2	2	4	4	4	2	1	7	2					
		1.32%	1.53%	1.50%	1.67%	3.16%	0.76%	1.12%	1.97%	1.75%	1.59%	0.74%	0.38%	4.90%	0.32%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
