Выборы Президента Российской Федерации																																																													
Дата голосования: 04.03.2012																																																													
																																																													
Наименование Избирательной комиссии:    Магаданская городская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	50																																																											
																																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №104	УИК №105	УИК №110	УИК №111									
1	Число избирателей, включенных в список избирателей	76681	2952	2867	2492	3051	1216	808	792	2690	2586	2573	2677	2724	2914	1121	1721	2494	2576	2818	2820	2597	1801	912	2975	2736	2080	635	2061	2816	2900	2450	951	967	1028	396	997	929	2564	323	261	90	28	28	23	23	50	38	23	24	64	19									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	74097	2600	2800	2400	2900	1200	800	700	2600	2500	2500	2600	2700	2900	1100	1700	2400	2500	2800	2800	2600	1700	800	2900	2700	2000	600	2000	2700	2700	2400	900	900	1000	300	1000	900	2500	327	260	90	28	28	23	23	50	38	23	24	64	19									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	42707	1904	1565	1439	1565	767	316	356	1543	1433	1384	1583	1475	1746	581	1055	1464	1438	1613	1604	1451	974	395	1682	1592	1118	242	1140	1608	1532	1301	540	451	570	162	518	478	1445	144	125	90	28	28	23	23	50	38	23	24	63	18									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1528	24	54	38	49	22	21	79	42	31	40	29	42	27	5	17	19	50	26	18	42	39	39	21	14	10	7	41	31	128	20	6	14	23	102	16	28	24	169	121	0	0	0	0	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	29837	672	1181	923	1286	411	463	265	1015	1036	1076	988	1183	1127	514	628	917	1012	1161	1178	1107	662	366	1197	1094	872	351	819	1061	1040	1079	354	435	407	36	466	394	1031	14	14	0	0	0	0	0	0	0	0	0	1	1									
