Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Саргатская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507					
1	"Число избирателей, внесенных в список избирателей"	14917	1101	1359	989	1612	142	185	817	983	531	142	394	171	564	320	59	66	263	57	1026	699	163	462	48	73	324	66	39	66	571	134	48	89	51	439	67	82	65	472	88	90					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15414	1000	1300	1000	1550	160	182	850	1000	600	160	412	220	550	300	70	70	260	60	1000	800	200	560	60	80	350	80	50	80	600	130	70	100	80	460	100	120	80	450	100	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8532	475	625	579	784	86	82	386	585	310	101	207	117	350	192	48	44	183	42	639	387	95	298	37	55	232	52	27	41	313	90	42	54	50	308	64	54	57	302	70	69					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	781	39	70	38	43	23	16	18	24	51	18	50	8	31	22	0	0	20	3	39	22	3	32	7	6	14	3	4	9	49	10	1	8	0	48	0	10	4	28	0	10					
6	Число погашенных избирательных бюллетеней	6101	486	605	383	723	51	84	446	391	239	41	155	95	169	86	22	26	57	15	322	391	102	230	16	19	104	25	19	30	238	30	27	38	30	104	36	56	19	120	30	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	781	39	70	38	43	23	16	18	24	51	18	50	8	31	22	0	0	20	3	39	22	3	32	7	6	14	3	4	9	49	10	1	8	0	48	0	10	4	28	0	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8480	475	625	579	784	86	82	386	585	310	101	207	117	349	192	48	44	183	42	637	387	95	298	36	55	232	52	27	41	313	90	42	54	50	260	64	54	57	302	70	69					
9	Число недействительных избирательных бюллетеней	216	17	12	13	15	2	2	4	11	4	3	6	4	13	4	0	0	8	1	13	12	1	13	1	2	6	4	0	1	15	4	0	1	2	5	0	5	2	7	0	3					
10	Число действительных избирательных бюллетеней	9045	497	683	604	812	107	96	400	598	357	116	251	121	367	210	48	44	195	44	663	397	97	317	42	59	240	51	31	49	347	96	43	61	48	303	64	59	59	323	70	76					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	369	15	15	15	32	5	5	15	15	10	5	10	5	15	10	5	5	7	5	15	15	5	15	5	5	10	5	5	5	15	5	5	5	5	15	5	5	5	15	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	130	6	11	9	24	2	1	9	9	8	3	1	1	7	1	0	1	2	3	9	4	2	4	0	0	0	0	0	0	5	0	0	1	0	4	0	0	0	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	130	2	6	13	5	2	2	8	6	3	6	5	1	6	3	2	1	1	1	16	4	2	4	1	3	6	1	2	1	1	1	1	2	1	2	1	0	2	2	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	239	9	4	6	8	3	4	6	6	2	2	9	4	8	9	5	4	5	2	6	11	3	11	5	5	10	5	5	5	10	5	5	4	5	11	5	5	5	12	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	917	47	71	88	97	9	5	62	70	39	5	23	7	31	20	0	0	23	2	68	66	4	17	2	3	24	2	1	0	31	2	2	10	2	30	4	4	5	29	7	5					
		9.90%	9.14%	10.22%	14.26%	11.73%	8.26%	5.10%	15.35%	11.49%	10.80%	4.20%	8.95%	5.60%	8.16%	9.35%	0.00%	0.00%	11.33%	4.44%	10.06%	16.14%	4.08%	5.15%	4.65%	4.92%	9.76%	3.64%	3.23%	0.00%	8.56%	2.00%	4.65%	16.13%	4.00%	9.74%	6.25%	6.25%	8.20%	8.79%	10.00%	6.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1328	82	135	95	106	10	12	72	66	45	7	34	28	52	21	10	9	26	6	102	50	19	39	2	14	38	1	2	16	32	9	12	8	16	46	11	13	14	45	11	12					
		14.34%	15.95%	19.42%	15.40%	12.82%	9.17%	12.24%	17.82%	10.84%	12.47%	5.88%	13.23%	22.40%	13.68%	9.81%	20.83%	20.45%	12.81%	13.33%	15.09%	12.22%	19.39%	11.82%	4.65%	22.95%	15.45%	1.82%	6.45%	32.00%	8.84%	9.00%	27.91%	12.90%	32.00%	14.94%	17.19%	20.31%	22.95%	13.64%	15.71%	15.19%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	72	5	3	8	2	0	2	2	2	2	3	2	0	2	2	2	1	4	0	2	3	0	2	2	2	2	1	1	2	3	0	1	1	2	0	1	0	1	3	0	1					
