Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Саргатская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535					
1	"Число избирателей, внесенных в списки избирателей"	15642	957	1183	1127	1287	164	157	963	1160	620	159	432	217	580	292	63	64	275	49	1012	844	190	563	61	70	402	88	45	65	676	131	74	110	72	488	93	107	74	511	103	114					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15340	970	1120	1120	1260	160	145	930	1120	630	155	440	220	550	285	65	60	255	50	1000	835	190	550	65	85	385	85	45	75	655	130	70	105	75	450	95	125	75	500	95	115					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9989	529	600	706	702	102	83	572	718	388	122	256	130	420	219	60	52	229	47	716	462	173	394	44	55	260	83	41	59	408	107	61	49	69	302	70	92	54	370	87	98					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	954	39	110	52	38	21	15	28	35	75	9	39	33	34	30	0	0	15	2	82	62	6	27	8	6	25	2	2	6	60	7	0	11	0	49	0	5	7	14	0	0					
6	Число погашенных избирательных бюллетеней	4397	402	410	362	520	37	47	330	367	167	24	145	57	96	36	5	8	11	1	202	311	11	129	13	24	100	0	2	10	187	16	9	45	6	99	25	28	14	116	8	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	954	39	110	52	38	21	15	28	35	75	9	39	33	34	30	0	0	15	2	82	62	6	27	8	6	25	2	2	6	60	7	0	11	0	49	0	5	7	14	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9987	529	600	706	701	102	83	572	718	388	122	256	130	420	219	60	52	229	47	715	462	173	394	44	55	260	83	41	59	408	107	61	49	69	302	70	92	54	370	87	98					
9	Число недействительных избирательных бюллетеней	167	12	4	14	4	6	1	9	5	3	0	2	0	6	10	0	2	3	2	13	8	0	16	0	6	4	2	1	0	18	0	3	1	1	4	1	0	1	4	1	0					
10	Число действительных избирательных бюллетеней	10774	556	706	744	735	117	97	591	748	460	131	293	163	448	239	60	50	241	47	784	516	179	405	52	55	281	83	42	65	450	114	58	59	68	347	69	97	60	380	86	98					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	293	7	10	16	12	1	1	12	16	10	5	7	5	16	5	5	5	5	5	10	20	5	10	5	5	5	5	5	5	10	5	5	5	5	10	5	5	5	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	153	5	10	15	11	1	0	12	16	5	0	5	4	15	1	0	0	2	0	10	15	0	1	0	2	4	1	0	0	6	0	1	3	0	5	0	1	0	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	100	2	3	7	2	3	5	8	9	0	4	4	2	9	3	2	1	4	1	4	1	1	0	0	1	3	1	1	1	0	1	1	1	0	2	0	0	1	7	1	4					
