Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Ивановская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352					
1	"Число избирателей, внесенных в списки избирателей"	20730	2629	2951	129	172	639	379	193	292	252	168	399	472	802	262	121	97	604	78	1306	1166	1257	630	343	396	79	544	1543	1029	512	465	821					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20180	2500	3000	130	180	660	400	200	300	260	160	450	460	800	300	140	90	600	80	1200	1200	1080	600	350	400	90	500	1450	1000	500	450	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14028	1513	1769	109	129	470	273	145	233	206	148	347	341	555	206	106	66	460	47	752	665	1035	442	246	345	76	417	1044	621	437	297	528					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1069	165	62	10	10	94	33	5	14	28	4	31	59	50	17	15	1	32	0	31	56	40	25	43	13	0	39	46	47	23	21	55					
6	Число погашенных избирательных бюллетеней	5083	822	1169	11	41	96	94	50	53	26	8	72	60	195	77	19	23	108	33	417	479	5	133	61	42	14	44	360	332	40	132	67					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1069	165	62	10	10	94	33	5	14	28	4	31	59	50	17	15	1	32	0	31	56	40	25	43	13	0	39	46	47	23	21	55					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14025	1513	1769	109	129	470	273	145	233	206	148	347	341	554	206	106	66	460	47	752	665	1035	442	246	345	76	415	1044	621	437	297	528					
9	Число недействительных избирательных бюллетеней	105	8	9	3	1	2	1	0	4	3	1	3	1	9	4	0	0	7	0	6	13	9	1	2	0	0	3	5	4	1	2	3					
10	Число действительных избирательных бюллетеней	14989	1670	1822	116	138	562	305	150	243	231	151	375	399	595	219	121	67	485	47	777	708	1066	466	287	358	76	451	1085	664	459	316	580					
