Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Порховская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	18556	1349	1102	2017	1461	2038	1048	323	108	438	113	509	520	172	171	670	221	441	481	98	148	243	500	1433	313	549	886	771	433									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14015	1000	800	1400	1000	1400	800	300	100	400	100	450	450	150	150	500	200	350	350	90	125	200	450	1000	250	450	700	550	300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5368	404	286	720	392	681	252	93	42	149	45	105	106	42	35	177	45	133	140	36	43	79	178	435	77	77	225	258	113									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1948	26	28	14	17	11	18	97	33	68	43	206	164	74	54	137	84	81	60	32	50	68	64	15	84	150	69	98	103									
6	Число погашенных избирательных бюллетеней	6699	570	486	666	591	708	530	110	25	183	12	139	180	34	61	186	71	136	150	22	32	53	208	550	89	223	406	194	84									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1948	26	28	14	17	11	18	97	33	68	43	206	164	74	54	137	84	81	60	32	50	68	64	15	84	150	69	98	103									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5362	403	286	720	387	681	252	93	42	149	45	105	106	42	35	177	45	133	140	36	43	79	178	435	77	77	225	258	113									
9	Число недействительных избирательных бюллетеней	95	5	3	17	7	16	5	0	0	1	0	5	2	0	1	2	0	2	1	0	0	2	0	13	0	3	4	3	3									
10	Число действительных избирательных бюллетеней	7215	424	311	717	397	676	265	190	75	216	88	306	268	116	88	312	129	212	199	68	93	145	242	437	161	224	290	353	213									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	286	15	15	15	15	15	15	7	7	10	7	10	10	7	7	10	7	10	10	7	7	10	10	10	10	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	26	2	1	2	3	3	0	0	0	2	0	0	1	0	1	0	0	8	0	0	0	1	0	1	0	0	1	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	103	6	1	6	5	4	2	3	0	2	0	1	8	0	0	1	0	1	0	0	1	0	5	1	0	3	5	48	0									
14	Число погашенных неиспользованных открепительных удостоверений	260	13	14	13	12	12	15	7	7	8	7	10	9	7	6	10	7	2	10	7	7	9	10	9	10	10	9	10	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	94	7	7	5	8	6	0	1	0	1	1	5	2	0	0	6	4	2	0	1	0	2	5	9	1	2	2	7	10									
		1.29%	1.63%	2.23%	0.68%	1.98%	0.87%	0.00%	0.53%	0.00%	0.46%	1.14%	1.61%	0.74%	0.00%	0.00%	1.91%	3.10%	0.93%	0.00%	1.47%	0.00%	1.36%	2.07%	2.00%	0.62%	0.88%	0.68%	1.97%	4.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	200	12	9	29	11	22	6	2	1	7	0	6	2	3	2	11	6	4	5	3	2	3	3	14	7	4	15	7	4									
		2.74%	2.80%	2.87%	3.95%	2.72%	3.18%	2.22%	1.05%	1.33%	3.23%	0.00%	1.93%	0.74%	2.59%	2.25%	3.50%	4.65%	1.87%	2.50%	4.41%	2.15%	2.04%	1.24%	3.11%	4.35%	1.76%	5.10%	1.97%	1.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	148	11	8	26	11	15	8	2	0	3	2	3	1	0	0	5	1	6	2	0	3	3	8	9	2	2	7	7	3									
		2.02%	2.56%	2.55%	3.54%	2.72%	2.17%	2.96%	1.05%	0.00%	1.38%	2.27%	0.96%	0.37%	0.00%	0.00%	1.59%	0.78%	2.80%	1.00%	0.00%	3.23%	2.04%	3.31%	2.00%	1.24%	0.88%	2.38%	1.97%	1.39%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3662	171	142	328	175	315	117	139	51	94	55	194	180	75	35	161	76	120	120	32	37	89	157	187	90	103	133	184	102									
		50.10%	39.86%	45.22%	44.69%	43.32%	45.52%	43.33%	73.16%	68.00%	43.32%	62.50%	62.38%	66.67%	64.66%	39.33%	51.27%	58.91%	56.07%	60.00%	47.06%	39.78%	60.54%	64.88%	41.56%	55.90%	45.37%	45.24%	51.69%	47.22%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	0	0	1	1	7	1	0	0	1	0	0	0	0	0	2	0	1	2	0	0	0	1	3	0	1	2	3	0									
		0.36%	0.00%	0.00%	0.14%	0.25%	1.01%	0.37%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.47%	1.00%	0.00%	0.00%	0.00%	0.41%	0.67%	0.00%	0.44%	0.68%	0.84%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	2	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0									
		0.12%	0.00%	0.64%	0.00%	0.00%	0.14%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.25%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1002	86	71	91	76	78	41	19	5	26	15	49	29	17	15	47	17	30	16	12	10	16	29	61	13	29	44	37	23									
