Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Ракитянская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882					
1	"Число избирателей, внесенных в списки избирателей"	26593	406	1096	589	210	429	221	929	209	514	833	325	790	662	310	584	435	377	409	2328	2436	2555	542	1447	2241	1887	2840	336	653					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24714	409	1094	545	200	420	220	900	210	516	800	300	790	650	300	570	420	370	390	2100	2150	2300	530	1300	2000	1700	2600	310	620					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19534	321	907	434	120	244	179	540	72	459	698	253	702	511	254	473	298	261	244	1706	1733	1851	352	1117	1668	1475	1892	244	526					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3071	72	158	111	78	131	24	245	129	52	73	47	84	82	45	96	116	86	97	49	97	109	120	111	192	204	303	66	94					
6	Число погашенных избирательных бюллетеней	2109	16	29	0	2	45	17	115	9	5	29	0	4	57	1	1	6	23	49	345	320	340	58	72	140	21	405	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3071	72	158	111	78	131	24	245	129	52	73	47	84	82	45	96	116	86	97	49	97	109	120	111	192	204	303	66	94					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19424	321	907	434	120	244	179	540	72	458	698	253	702	511	254	473	298	261	244	1706	1733	1742	352	1117	1668	1475	1892	244	526					
9	Число недействительных избирательных бюллетеней	242	6	12	5	2	3	4	7	1	35	19	3	19	24	5	5	8	0	3	8	10	9	1	5	29	6	12	0	1					
10	Число действительных избирательных бюллетеней	22253	387	1053	540	196	372	199	778	200	475	752	297	767	569	294	564	406	347	338	1747	1820	1842	471	1223	1831	1673	2183	310	619					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	230	6	10	7	0	3	3	5	0	1	5	3	6	10	3	6	3	5	5	27	25	15	3	14	26	16	15	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	212	4	9	6	0	2	0	5	0	1	4	3	6	10	3	4	3	2	2	27	25	15	3	14	25	16	15	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	66	1	0	0	0	2	0	6	0	0	1	1	4	1	0	1	2	0	1	7	12	2	3	4	10	3	3	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	18	2	1	1	0	1	3	0	0	0	1	0	0	0	0	2	0	3	3	0	0	0	0	0	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	334	3	7	18	1	2	4	21	1	7	6	5	16	16	7	6	2	0	3	20	28	28	4	22	31	27	39	4	6					
		1.48%	0.76%	0.66%	3.30%	0.51%	0.53%	1.97%	2.68%	0.50%	1.37%	0.78%	1.67%	2.04%	2.70%	2.34%	1.05%	0.48%	0.00%	0.88%	1.14%	1.53%	1.51%	0.85%	1.79%	1.67%	1.61%	1.78%	1.29%	0.97%					
19	2.Всероссийская политическая партия «Гражданская Сила»	56	2	1	1	0	0	0	5	0	0	3	0	0	1	0	0	0	0	0	10	10	3	0	4	10	3	3	0	0					
		0.25%	0.51%	0.09%	0.18%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.39%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.55%	0.16%	0.00%	0.33%	0.54%	0.18%	0.14%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	2	0	1	0	0					
		0.05%	0.00%	0.09%	0.00%	0.51%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.11%	0.05%	0.00%	0.00%	0.11%	0.00%	0.05%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2354	35	89	68	15	41	19	111	14	42	50	23	45	23	36	26	24	13	27	244	276	209	47	124	198	209	284	19	43					
		10.46%	8.91%	8.36%	12.48%	7.58%	10.93%	9.36%	14.14%	6.97%	8.24%	6.49%	7.67%	5.73%	3.88%	12.04%	4.57%	5.80%	3.75%	7.92%	13.90%	15.08%	11.29%	9.96%	10.10%	10.65%	12.45%	12.94%	6.13%	6.94%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	3	4	0	1	0	1					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.06%	0.11%	0.11%	0.00%	0.24%	0.22%	0.00%	0.05%	0.00%	0.16%					
23	6.Политическая партия «Партия социальной справедливости»	22	1	3	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	2	1	1	0	4	0	3	1	0	1					
		0.10%	0.25%	0.28%	0.18%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.13%	0.00%	0.00%	0.17%	0.00%	0.18%	0.00%	0.00%	0.00%	0.11%	0.05%	0.05%	0.00%	0.33%	0.00%	0.18%	0.05%	0.00%	0.16%					
24	7.Политическая партия «Либерально-демократическая партия России»	1273	22	36	37	7	13	19	30	2	28	25	14	24	19	10	11	11	18	16	126	158	145	30	71	109	97	150	12	33					
		5.66%	5.60%	3.38%	6.79%	3.54%	3.47%	9.36%	3.82%	0.99%	5.49%	3.24%	4.67%	3.05%	3.20%	3.34%	1.93%	2.66%	5.19%	4.69%	7.18%	8.63%	7.83%	6.36%	5.78%	5.86%	5.78%	6.83%	3.87%	5.32%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1134	13	69	28	9	20	6	33	10	12	18	15	22	15	5	11	14	10	6	110	123	131	24	84	136	84	100	9	17					
		5.04%	3.31%	6.48%	5.14%	4.55%	5.33%	2.96%	4.20%	4.98%	2.35%	2.33%	5.00%	2.80%	2.53%	1.67%	1.93%	3.38%	2.88%	1.76%	6.27%	6.72%	7.08%	5.08%	6.84%	7.31%	5.00%	4.56%	2.90%	2.74%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	98	2	2	2	4	2	4	6	0	0	2	0	4	2	0	0	3	1	0	10	4	7	1	7	14	4	14	0	3					
		0.44%	0.51%	0.19%	0.37%	2.02%	0.53%	1.97%	0.76%	0.00%	0.00%	0.26%	0.00%	0.51%	0.34%	0.00%	0.00%	0.72%	0.29%	0.00%	0.57%	0.22%	0.38%	0.21%	0.57%	0.75%	0.24%	0.64%	0.00%	0.48%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16893	309	839	383	159	294	147	565	173	386	647	240	654	489	236	509	352	305	284	1218	1204	1309	363	901	1323	1243	1585	266	510					
		75.10%	78.63%	78.78%	70.28%	80.30%	78.40%	72.41%	71.97%	86.07%	75.69%	83.92%	80.00%	83.21%	82.46%	78.93%	89.46%	85.02%	87.90%	83.28%	69.40%	65.79%	70.72%	76.91%	73.37%	71.13%	74.03%	72.21%	85.81%	82.26%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	63	0	6	2	0	0	0	5	0	0	0	0	2	3	0	0	0	0	1	4	12	6	2	3	4	3	5	0	5					
