Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Ракитянская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915					
1	"Число избирателей, внесенных в список избирателей"	27161	454	1138	651	202	428	228	837	306	526	867	341	812	699	305	609	408	366	422	2425	2495	2459	552	1675	2287	1894	2725	360	690					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27803	455	1156	669	202	439	229	841	319	541	899	343	827	709	310	616	404	365	428	2505	2564	2533	554	1733	2374	1941	2773	371	703					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22017	386	934	507	104	345	186	624	101	430	747	264	593	588	261	489	292	276	276	2041	2341	2077	372	1369	2066	1496	1985	284	583					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3011	60	187	120	94	70	34	135	190	53	96	48	88	85	37	86	98	78	130	60	87	109	152	134	111	319	201	49	100					
6	Число погашенных избирательных бюллетеней	2775	9	35	42	4	24	9	82	28	58	56	31	146	36	12	41	14	11	22	404	136	347	30	230	197	126	587	38	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3011	60	187	120	94	70	34	135	190	53	96	48	88	85	37	86	98	78	130	60	87	109	152	134	111	319	201	49	100					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22017	386	934	507	104	345	186	624	101	430	747	264	593	588	261	489	292	276	276	2041	2341	2077	372	1369	2066	1496	1985	284	583					
9	Число недействительных избирательных бюллетеней	301	5	2	9	0	5	11	19	20	0	13	6	16	7	11	3	8	0	1	29	5	24	7	14	21	47	14	0	4					
10	Число действительных избирательных бюллетеней	24727	441	1119	618	198	410	209	740	271	483	830	306	665	666	287	572	382	354	405	2072	2423	2162	517	1489	2156	1768	2172	333	679					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	320	5	10	10	5	4	5	10	5	5	5	5	8	10	5	5	5	12	5	27	30	22	5	20	39	20	30	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	244	2	5	8	1	4	3	5	4	5	5	4	1	10	3	5	4	11	5	24	24	22	1	12	39	12	18	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	161	4	4	11	3	2	5	8	1	1	6	4	2	6	3	4	6	7	3	7	15	10	3	7	12	4	18	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	76	3	5	2	4	0	2	5	1	0	0	1	7	0	2	0	1	1	0	3	6	0	4	8	0	8	12	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1461	13	17	14	8	26	11	42	5	21	10	19	46	40	9	20	17	9	5	150	125	170	28	120	190	126	193	13	14					
		5.84%	2.91%	1.52%	2.23%	4.04%	6.27%	5.00%	5.53%	1.72%	4.35%	1.19%	6.09%	6.75%	5.94%	3.02%	3.48%	4.36%	2.54%	1.23%	7.14%	5.15%	7.78%	5.34%	7.98%	8.73%	6.94%	8.83%	3.90%	2.05%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1275	5	9	8	3	2	8	8	8	26	12	3	31	33	5	5	4	4	4	181	160	183	30	95	177	29	207	25	10					
		5.09%	1.12%	0.80%	1.28%	1.52%	0.48%	3.64%	1.05%	2.75%	5.38%	1.42%	0.96%	4.55%	4.90%	1.68%	0.87%	1.03%	1.13%	0.99%	8.61%	6.59%	8.37%	5.73%	6.32%	8.13%	1.60%	9.47%	7.51%	1.46%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	106	0	1	2	0	1	0	0	0	1	7	0	1	0	1	2	0	1	4	14	13	7	5	8	13	10	13	0	2					
		0.42%	0.00%	0.09%	0.32%	0.00%	0.24%	0.00%	0.00%	0.00%	0.21%	0.83%	0.00%	0.15%	0.00%	0.34%	0.35%	0.00%	0.28%	0.99%	0.67%	0.54%	0.32%	0.95%	0.53%	0.60%	0.55%	0.59%	0.00%	0.29%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3454	34	91	42	10	17	16	33	16	49	97	53	70	66	15	54	15	9	17	392	381	379	66	163	481	312	511	16	49					
		13.80%	7.62%	8.12%	6.70%	5.05%	4.10%	7.27%	4.35%	5.50%	10.14%	11.51%	16.99%	10.28%	9.81%	5.03%	9.39%	3.85%	2.54%	4.19%	18.66%	15.69%	17.34%	12.60%	10.84%	22.09%	17.19%	23.38%	4.80%	7.17%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	151	1	1	2	0	1	0	5	0	3	9	1	4	2	2	1	0	1	1	22	14	16	7	11	17	20	9	0	1					
		0.60%	0.22%	0.09%	0.32%	0.00%	0.24%	0.00%	0.66%	0.00%	0.62%	1.07%	0.32%	0.59%	0.30%	0.67%	0.17%	0.00%	0.28%	0.25%	1.05%	0.58%	0.73%	1.34%	0.73%	0.78%	1.10%	0.41%	0.00%	0.15%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18227	386	1000	550	177	362	174	646	242	383	695	230	513	520	254	489	346	329	373	1307	1725	1400	378	1087	1271	1271	1237	279	603					
		72.83%	86.55%	89.21%	87.72%	89.39%	87.23%	79.09%	85.11%	83.16%	79.30%	82.44%	73.72%	75.33%	77.27%	85.23%	85.04%	88.72%	92.94%	91.87%	62.21%	71.05%	64.04%	72.14%	72.32%	58.38%	70.03%	56.59%	83.78%	88.29%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	53	2	0	0	0	1	0	6	0	0	0	0	0	5	1	1	0	1	1	6	5	7	3	5	7	0	2	0	0					
		0.21%	0.45%	0.00%	0.00%	0.00%	0.24%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.34%	0.17%	0.00%	0.28%	0.25%	0.29%	0.21%	0.32%	0.57%	0.33%	0.32%	0.00%	0.09%	0.00%	0.00%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
