Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Ордынская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836					
1	"Число избирателей, внесенных в списки"	30339	2397	2449	1353	1510	1639	1083	1760	1019	303	877	701	211	536	127	544	172	1188	1046	1069	77	48	1625	131	1025	629	646	413	1211	590	297	670	263	581	263	908	380	515	83					
2	"Число бюллетеней, полученных участковыми комиссиями"	29133	2359	2299	1254	1363	1571	1000	1603	926	285	861	684	222	537	127	543	163	1196	1014	1005	65	39	1583	135	1013	604	644	413	1198	569	287	638	241	586	261	896	375	492	82					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17648	1419	1380	726	821	902	480	1271	565	195	574	419	150	358	88	365	126	643	570	654	54	36	744	90	573	376	359	264	770	357	178	353	185	331	183	531	211	287	60					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1167	86	45	41	39	31	34	54	46	19	21	12	4	28	0	10	0	49	30	24	5	3	105	18	13	34	48	27	57	41	41	21	10	40	22	39	45	21	4					
6	Число погашенных бюллетеней	10318	854	874	487	503	638	486	278	315	71	266	253	68	151	39	168	37	504	414	327	6	0	734	27	427	194	237	122	371	171	68	264	46	215	56	326	119	184	18					
7	Число бюллетеней в переносных ящиках для голосования	1167	86	45	41	39	31	34	54	46	19	21	12	4	28	0	10	0	49	30	24	5	3	105	18	13	34	48	27	57	41	41	21	10	40	22	39	45	21	4					
8	Число бюллетеней в стационарных ящиках для голосования	17525	1415	1379	726	821	902	480	1271	565	195	574	419	150	358	88	365	126	643	570	654	54	36	639	90	573	376	359	264	769	357	178	353	184	330	183	524	211	284	60					
9	Число недействительных бюллетеней	400	25	11	7	12	8	9	41	12	6	4	13	0	11	4	2	2	11	17	28	2	2	10	0	19	19	3	8	39	3	7	20	5	15	8	0	8	9	0					
10	Число действительных бюллетеней	18292	1476	1413	760	848	925	505	1284	599	208	591	418	154	375	84	373	124	681	583	650	57	37	734	108	567	391	404	283	787	395	212	354	189	355	197	563	248	296	64					
