Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																			
Дата голосования: 02.12.2007																			
																			
Наименование Избирательной комиссии:    Нижегородский район																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490					
1	"Число избирателей, внесенных в списки избирателей"	24659	1129	2878	2684	1925	990	1584	2859	2248	2615	1594	1636	2517					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19900	850	2250	2100	1500	1300	1250	2300	1800	2100	1200	1250	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13634	525	1429	1307	1112	956	909	1555	1311	1330	796	1083	1321					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	605	88	79	42	43	34	34	62	36	29	35	56	67					
6	Число погашенных избирательных бюллетеней	5661	237	742	751	345	310	307	683	453	741	369	111	612					
7	Число избирательных бюллетеней в переносных ящиках для голосования	605	88	79	42	43	34	34	62	36	29	35	56	67					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13620	524	1429	1303	1112	956	909	1555	1311	1324	796	1080	1321					
9	Число недействительных избирательных бюллетеней	177	13	20	23	11	17	10	8	7	20	3	21	24					
10	Число действительных избирательных бюллетеней	14048	599	1488	1322	1144	973	933	1609	1340	1333	828	1115	1364					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	626	30	50	50	91	50	45	50	60	50	30	50	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	483	17	44	46	79	29	34	39	50	39	22	32	52					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	424	26	82	60	16	18	20	30	51	28	46	16	31					
14	Число погашенных неиспользованных открепительных удостоверений	143	13	6	4	12	21	11	11	10	11	8	18	18					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	2	0	0	4	0	0	3	5	2	2	2	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	1.Политическая партия «Аграрная партия России»	406	12	48	33	36	18	26	37	30	38	22	43	63					
		2.85%	1.96%	3.18%	2.45%	3.12%	1.82%	2.76%	2.29%	2.23%	2.81%	2.65%	3.79%	4.54%					
19	2.Всероссийская политическая партия «Гражданская Сила»	289	12	29	37	21	16	23	38	22	30	10	25	26					
		2.03%	1.96%	1.92%	2.75%	1.82%	1.62%	2.44%	2.35%	1.63%	2.22%	1.20%	2.20%	1.87%					
20	3.Политическая партия «Демократическая партия России»	21	2	4	0	3	1	0	4	0	2	0	2	3					
		0.15%	0.33%	0.27%	0.00%	0.26%	0.10%	0.00%	0.25%	0.00%	0.15%	0.00%	0.18%	0.22%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1724	65	156	151	111	97	135	159	218	199	95	131	207					
		12.12%	10.62%	10.34%	11.23%	9.61%	9.80%	14.32%	9.83%	16.18%	14.71%	11.43%	11.53%	14.91%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	205	5	29	19	14	18	9	38	16	22	8	9	18					
		1.44%	0.82%	1.92%	1.41%	1.21%	1.82%	0.95%	2.35%	1.19%	1.63%	0.96%	0.79%	1.30%					
23	6.Политическая партия «Партия социальной справедливости»	45	4	10	6	4	2	2	4	4	2	1	2	4					
		0.32%	0.65%	0.66%	0.45%	0.35%	0.20%	0.21%	0.25%	0.30%	0.15%	0.12%	0.18%	0.29%					
24	7.Политическая партия «Либерально-демократическая партия России»	1055	47	104	93	105	66	56	86	98	118	75	78	129					
		7.42%	7.68%	6.90%	6.91%	9.09%	6.67%	5.94%	5.32%	7.28%	8.72%	9.03%	6.87%	9.29%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1053	38	120	110	103	51	81	134	90	89	69	50	118					
		7.40%	6.21%	7.96%	8.18%	8.92%	5.15%	8.59%	8.29%	6.68%	6.58%	8.30%	4.40%	8.50%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	195	12	22	22	22	12	14	25	6	18	11	12	19					
		1.37%	1.96%	1.46%	1.64%	1.90%	1.21%	1.48%	1.55%	0.45%	1.33%	1.32%	1.06%	1.37%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8492	368	909	792	683	660	552	998	816	755	494	735	730					
		59.70%	60.13%	60.28%	58.88%	59.13%	66.67%	58.54%	61.72%	60.58%	55.80%	59.45%	64.70%	52.59%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	563	34	57	59	42	32	35	86	40	60	43	28	47					
		3.96%	5.56%	3.78%	4.39%	3.64%	3.23%	3.71%	5.32%	2.97%	4.43%	5.17%	2.46%	3.39%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
