Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Шарьинская городская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561					
1	"Число избирателей, внесенных в списки избирателей"	30911	1845	1139	1462	1640	2057	1220	2061	1229	1455	1285	1829	1980	1076	2148	2684	2755	1936	1110					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	30610	1850	1150	1400	1600	2050	1200	2000	1200	1450	1250	1850	1890	1110	2150	2700	2750	1900	1110					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16139	763	493	664	751	1236	605	992	593	718	697	1083	1080	724	1090	1505	1628	994	523					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1012	72	88	42	42	34	39	52	26	44	34	60	149	11	39	67	95	46	72					
6	Число погашенных избирательных бюллетеней	13459	1015	569	694	807	780	556	956	581	688	519	707	661	375	1021	1128	1027	860	515					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1012	72	88	42	42	34	39	52	26	44	34	60	149	11	39	67	95	46	72					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16130	763	493	664	751	1236	605	989	593	718	697	1083	1080	724	1090	1505	1628	988	523					
9	Число недействительных избирательных бюллетеней	98	7	2	2	4	10	3	7	0	2	1	8	6	7	12	6	9	9	3					
10	Число действительных избирательных бюллетеней	17044	828	579	704	789	1260	641	1034	619	760	730	1135	1223	728	1117	1566	1714	1025	592					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	358	14	14	14	14	17	18	18	14	32	16	22	27	45	17	30	18	14	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	210	7	0	4	10	13	9	8	7	30	3	17	13	36	7	17	16	9	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	194	5	5	11	7	12	13	32	6	7	4	10	23	5	12	16	17	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	148	7	14	10	4	4	9	10	7	2	13	5	14	9	10	13	2	5	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	1	0	2	0	1	1	0	1	1	2	0	1	2	2	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	726	36	13	26	31	41	24	33	28	43	39	64	63	34	47	80	70	42	12					
		4.24%	4.31%	2.24%	3.68%	3.91%	3.23%	3.73%	3.17%	4.52%	5.64%	5.34%	5.60%	5.13%	4.63%	4.16%	5.09%	4.06%	4.06%	2.02%					
19	2.Всероссийская политическая партия «Гражданская Сила»	139	6	3	9	4	10	2	8	5	3	7	10	14	5	11	17	18	6	1					
		0.81%	0.72%	0.52%	1.27%	0.50%	0.79%	0.31%	0.77%	0.81%	0.39%	0.96%	0.87%	1.14%	0.68%	0.97%	1.08%	1.04%	0.58%	0.17%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.08%	0.00%	0.18%	0.06%	0.06%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2873	108	83	107	116	213	85	149	78	113	99	239	290	130	171	314	322	180	76					
		16.76%	12.93%	14.29%	15.16%	14.63%	16.77%	13.20%	14.31%	12.60%	14.83%	13.54%	20.91%	23.60%	17.69%	15.15%	19.97%	18.69%	17.41%	12.77%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	110	1	6	4	7	20	4	4	2	3	4	7	8	2	7	16	7	6	2					
		0.64%	0.12%	1.03%	0.57%	0.88%	1.57%	0.62%	0.38%	0.32%	0.39%	0.55%	0.61%	0.65%	0.27%	0.62%	1.02%	0.41%	0.58%	0.34%					
23	6.Политическая партия «Партия социальной справедливости»	42	3	0	1	1	6	0	3	1	1	1	3	3	0	6	7	2	3	1					
		0.25%	0.36%	0.00%	0.14%	0.13%	0.47%	0.00%	0.29%	0.16%	0.13%	0.14%	0.26%	0.24%	0.00%	0.53%	0.45%	0.12%	0.29%	0.17%					
24	7.Политическая партия «Либерально-демократическая партия России»	1743	100	64	79	90	109	74	110	68	62	83	114	118	72	106	151	165	96	82					
		10.17%	11.98%	11.02%	11.19%	11.35%	8.58%	11.49%	10.57%	10.99%	8.14%	11.35%	9.97%	9.60%	9.80%	9.39%	9.61%	9.58%	9.28%	13.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1987	87	61	74	67	163	69	124	75	106	118	118	164	110	125	189	184	117	36					
		11.59%	10.42%	10.50%	10.48%	8.45%	12.83%	10.71%	11.91%	12.12%	13.91%	16.14%	10.32%	13.34%	14.97%	11.07%	12.02%	10.68%	11.32%	6.05%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	116	8	3	9	2	5	6	7	7	5	6	7	7	2	10	10	10	7	5					
		0.68%	0.96%	0.52%	1.27%	0.25%	0.39%	0.93%	0.67%	1.13%	0.66%	0.82%	0.61%	0.57%	0.27%	0.89%	0.64%	0.58%	0.68%	0.84%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9167	472	342	391	462	683	369	589	352	419	368	564	547	368	623	766	919	561	372					
		53.48%	56.53%	58.86%	55.38%	58.26%	53.78%	57.30%	56.58%	56.87%	54.99%	50.34%	49.34%	44.51%	50.07%	55.18%	48.73%	53.34%	54.26%	62.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	135	7	4	4	9	10	8	7	3	5	5	8	8	5	9	15	16	7	5					
		0.79%	0.84%	0.69%	0.57%	1.13%	0.79%	1.24%	0.67%	0.48%	0.66%	0.68%	0.70%	0.65%	0.68%	0.80%	0.95%	0.93%	0.68%	0.84%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
