Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Ельниковская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197					
1	"Число избирателей, внесенных в списки избирателей"	9674	1265	2034	1277	427	263	147	276	254	321	234	217	196	115	346	126	183	267	188	299	661	313	265					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9490	1206	1931	1241	421	266	147	279	252	321	234	220	196	115	356	128	181	271	184	300	661	314	266					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8644	1171	1911	1197	362	263	147	231	203	274	166	209	121	99	204	126	160	246	169	266	617	313	189					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	803	35	20	44	59	0	0	45	49	44	68	8	71	16	139	0	21	21	15	33	43	0	72					
6	Число погашенных избирательных бюллетеней	43	0	0	0	0	3	0	3	0	3	0	3	4	0	13	2	0	4	0	1	1	1	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	803	35	20	44	59	0	0	45	49	44	68	8	71	16	139	0	21	21	15	33	43	0	72					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8644	1171	1911	1197	362	263	147	231	203	274	166	209	121	99	204	126	160	246	169	266	617	313	189					
9	Число недействительных избирательных бюллетеней	11	2	0	0	2	0	0	0	0	0	0	0	2	0	4	0	1	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	9436	1204	1931	1241	419	263	147	276	252	318	234	217	190	115	339	126	180	267	184	299	660	313	261					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	283	30	30	30	10	10	10	10	10	10	10	10	10	10	13	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	121	25	25	22	9	4	0	1	2	7	0	0	1	0	11	0	0	0	3	0	6	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	77	5	4	22	2	1	1	4	1	5	1	1	1	1	4	1	1	0	4	13	2	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	162	5	5	8	1	6	10	9	8	3	10	10	9	10	2	10	10	10	7	10	4	8	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	9	4	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0					
		0.10%	0.33%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%					
