Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Бежецкая																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75					
1	"Число избирателей, внесенных в списки"	34841	163	1020	894	1309	904	2089	1295	1845	2118	1494	2194	2012	1313	2172	2213	793	510	286	542	382	488	354	564	173	376	305	111	372	394	970	494	348	303	135	328	450	473	356	431	897	245	225	344	157					
2	"Число бюллетеней, полученных участковыми комиссиями"	33913	178	1000	873	1283	873	2045	1258	1773	2059	1431	2135	1956	1283	2125	2107	785	515	285	526	368	476	316	557	175	357	294	114	360	382	947	468	346	294	137	318	437	469	352	427	874	237	222	343	153					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18385	130	606	509	801	503	1352	714	1037	1275	818	1143	1042	669	1377	1373	472	213	196	261	223	165	130	240	61	144	100	57	174	160	491	176	133	135	44	132	163	192	154	176	277	106	84	112	65					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2821	31	23	16	18	13	32	10	53	35	32	20	22	23	28	26	2	152	31	110	58	122	118	184	72	67	95	19	57	104	13	144	84	85	50	91	115	88	81	108	125	35	88	95	46					
6	Число погашенных бюллетеней	12707	17	371	348	464	357	661	534	683	749	581	972	892	591	720	708	311	150	58	155	87	189	68	133	42	146	99	38	129	118	443	148	129	74	43	95	159	189	117	143	472	96	50	136	42					
7	Число бюллетеней в переносных ящиках для голосования	2821	31	23	16	18	13	32	10	53	35	32	20	22	23	28	26	2	152	31	110	58	122	118	184	72	67	95	19	57	104	13	144	84	85	50	91	115	88	81	108	125	35	88	95	46					
8	Число бюллетеней в стационарных ящиках для голосования	18379	130	606	509	801	503	1352	714	1036	1272	818	1143	1042	669	1377	1372	472	213	196	261	223	165	130	240	61	144	100	57	174	160	491	176	133	135	44	132	163	191	154	176	277	106	84	112	65					
9	Число недействительных бюллетеней	341	8	13	12	7	17	11	14	5	20	14	18	12	10	16	19	4	9	2	13	10	2	5	3	2	7	7	8	9	10	10	7	0	6	1	4	0	0	2	4	8	8	2	0	2					
10	Число действительных бюллетеней	20859	153	616	513	812	499	1373	710	1084	1287	836	1145	1052	682	1389	1379	470	356	225	358	271	285	243	421	131	204	188	68	222	254	494	313	217	214	93	219	278	279	233	280	394	133	170	207	109					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	658	0	25	25	25	25	25	25	25	25	25	25	25	25	25	28	25	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	216	0	10	6	11	5	11	7	10	10	9	14	10	6	19	25	9	5	5	0	0	2	4	5	0	1	2	1	0	0	4	3	5	1	0	2	4	5	2	0	2	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	174	40	6	1	4	6	12	5	2	4	3	2	3	2	10	5	0	2	3	3	1	2	2	3	1	2	2	1	2	3	1	1	3	5	4	0	4	1	3	2	7	6	2	1	2					
14	Число погашенных открепительных удостоверений	442	0	15	19	14	20	14	18	15	15	16	11	15	19	6	3	16	5	5	10	10	8	6	5	10	9	8	9	10	10	6	7	5	9	10	8	6	5	8	10	8	10	10	9	10					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	351	8	7	11	19	10	17	7	10	14	13	14	9	10	15	23	3	7	3	9	8	7	3	7	2	5	4	1	8	5	13	5	4	8	1	13	4	5	8	9	8	5	5	1	3					
		1.65%	4.96%	1.11%	2.09%	2.31%	1.93%	1.22%	0.96%	0.91%	1.07%	1.52%	1.20%	0.84%	1.44%	1.06%	1.64%	0.63%	1.91%	1.32%	2.42%	2.84%	2.43%	1.20%	1.65%	1.50%	2.36%	2.05%	1.31%	3.46%	1.89%	2.57%	1.56%	1.84%	3.63%	1.06%	5.82%	1.43%	1.79%	3.40%	3.16%	1.99%	3.54%	2.90%	0.48%	2.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	262	2	5	8	7	6	22	11	21	16	12	15	13	12	24	16	11	0	0	1	2	2	4	1	2	1	1	0	5	1	6	1	0	5	0	0	4	5	3	4	3	5	2	2	1					
		1.23%	1.24%	0.79%	1.52%	0.85%	1.16%	1.58%	1.51%	1.92%	1.22%	1.41%	1.28%	1.22%	1.73%	1.70%	1.14%	2.32%	0.0%	0.0%	0.26%	0.71%	0.69%	1.61%	0.23%	1.50%	0.47%	0.51%	0.0%	2.16%	0.37%	1.19%	0.31%	0.0%	2.27%	0.0%	0.0%	1.43%	1.79%	1.27%	1.40%	0.74%	3.54%	1.16%	0.96%	0.90%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	576	5	14	16	18	15	34	16	18	33	24	24	38	29	44	36	19	7	5	4	7	13	4	10	10	3	5	1	11	6	16	11	3	13	3	0	10	3	2	10	14	4	5	11	2					
		2.71%	3.10%	2.22%	3.04%	2.19%	2.90%	2.45%	2.20%	1.65%	2.52%	2.82%	2.06%	3.57%	4.19%	3.13%	2.57%	4.00%	1.91%	2.20%	1.07%	2.49%	4.52%	1.61%	2.35%	7.51%	1.42%	2.56%	1.31%	4.76%	2.27%	3.17%	3.43%	1.38%	5.90%	3.19%	0.0%	3.59%	1.07%	0.85%	3.52%	3.48%	2.83%	2.90%	5.31%	1.80%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	499	4	15	12	23	14	44	13	37	42	19	34	28	14	40	38	10	10	0	5	4	4	2	5	5	2	1	0	6	3	8	4	5	4	4	4	4	6	4	3	10	4	2	0	3					
		2.35%	2.48%	2.38%	2.28%	2.80%	2.71%	3.17%	1.79%	3.39%	3.21%	2.23%	2.92%	2.63%	2.02%	2.84%	2.71%	2.10%	2.73%	0.0%	1.34%	1.42%	1.39%	0.80%	1.17%	3.75%	0.94%	0.51%	0.0%	2.59%	1.13%	1.58%	1.25%	2.30%	1.81%	4.25%	1.79%	1.43%	2.15%	1.70%	1.05%	2.48%	2.83%	1.16%	0.0%	2.70%					
22	"5. ""За Русь Святую"""	144	0	2	4	6	2	8	4	11	4	7	3	6	8	11	7	5	2	1	3	0	0	3	3	3	3	2	0	3	2	1	5	0	2	0	0	2	7	1	4	1	1	2	5	0					
		0.67%	0.0%	0.31%	0.76%	0.73%	0.38%	0.57%	0.55%	1.01%	0.30%	0.82%	0.25%	0.56%	1.15%	0.78%	0.50%	1.05%	0.54%	0.44%	0.80%	0.0%	0.0%	1.20%	0.70%	2.25%	1.42%	1.02%	0.0%	1.29%	0.75%	0.19%	1.56%	0.0%	0.90%	0.0%	0.0%	0.71%	2.50%	0.42%	1.40%	0.24%	0.70%	1.16%	2.41%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	73	0	1	5	2	1	2	4	3	7	4	3	3	1	5	3	0	1	2	4	0	2	0	0	0	0	1	0	4	0	3	1	1	1	0	1	2	0	0	2	1	2	0	1	0					
		0.34%	0.0%	0.15%	0.95%	0.24%	0.19%	0.14%	0.55%	0.27%	0.53%	0.47%	0.25%	0.28%	0.14%	0.35%	0.21%	0.0%	0.27%	0.88%	1.07%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	1.73%	0.0%	0.59%	0.31%	0.46%	0.45%	0.0%	0.44%	0.71%	0.0%	0.0%	0.70%	0.24%	1.41%	0.0%	0.48%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	209	0	2	5	10	6	16	10	18	17	12	7	19	3	14	16	6	1	5	5	0	0	0	0	0	2	3	1	0	0	4	4	2	0	2	5	2	2	1	3	4	0	1	1	0					
		0.98%	0.0%	0.31%	0.95%	1.22%	1.16%	1.15%	1.38%	1.65%	1.30%	1.41%	0.60%	1.78%	0.43%	0.99%	1.14%	1.26%	0.27%	2.20%	1.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.94%	1.53%	1.31%	0.0%	0.0%	0.79%	1.25%	0.92%	0.0%	2.12%	2.24%	0.71%	0.71%	0.42%	1.05%	0.99%	0.0%	0.58%	0.48%	0.0%					
25	"8. ""Народно-республиканская партия России"""	38	0	2	1	0	1	4	2	0	3	2	1	0	0	3	2	0	1	0	1	2	0	1	0	1	2	0	0	0	0	1	1	3	0	0	1	0	1	0	0	1	1	0	0	0					
		0.17%	0.0%	0.31%	0.19%	0.0%	0.19%	0.28%	0.27%	0.0%	0.22%	0.23%	0.08%	0.0%	0.0%	0.21%	0.14%	0.0%	0.27%	0.0%	0.26%	0.71%	0.0%	0.40%	0.0%	0.75%	0.94%	0.0%	0.0%	0.0%	0.0%	0.19%	0.31%	1.38%	0.0%	0.0%	0.44%	0.0%	0.35%	0.0%	0.0%	0.24%	0.70%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	63	1	0	2	2	1	5	2	11	7	2	1	1	0	7	4	0	0	0	3	0	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	2	1					
		0.29%	0.62%	0.0%	0.38%	0.24%	0.19%	0.36%	0.27%	1.01%	0.53%	0.23%	0.08%	0.09%	0.0%	0.49%	0.28%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	0.40%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.19%	0.31%	0.0%	0.45%	1.06%	0.0%	0.0%	0.35%	0.0%	0.35%	0.24%	0.70%	0.0%	0.96%	0.90%					
27	"10. ""Аграрная партия России"""	1948	16	27	24	41	24	76	38	38	87	37	62	60	26	92	106	41	74	72	64	58	48	34	170	9	27	26	3	10	54	67	44	36	19	9	46	36	62	46	20	29	22	15	28	25					
		9.18%	9.93%	4.29%	4.57%	5.00%	4.65%	5.49%	5.24%	3.48%	6.65%	4.35%	5.33%	5.63%	3.75%	6.54%	7.58%	8.64%	20.27%	31.71%	17.25%	20.64%	16.72%	13.70%	40.09%	6.76%	12.79%	13.33%	3.94%	4.32%	20.45%	13.29%	13.75%	16.58%	8.63%	9.57%	20.62%	12.94%	22.22%	19.57%	7.04%	7.21%	15.60%	8.72%	13.52%	22.52%					
28	"11. ""Истинные патриоты России"""	23	0	0	0	0	0	0	3	2	1	1	1	0	2	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	2	0	0	0	1	0	0	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.18%	0.07%	0.11%	0.08%	0.0%	0.28%	0.0%	0.14%	0.21%	0.0%	0.0%	0.53%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.90%	0.0%	0.0%	0.35%	0.71%	0.0%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	271	2	8	5	11	5	18	6	13	22	12	16	17	11	18	12	4	2	3	4	5	2	2	2	4	5	1	0	5	3	8	3	4	3	0	3	4	5	2	5	3	0	3	7	3					
		1.27%	1.24%	1.27%	0.95%	1.34%	0.96%	1.30%	0.82%	1.19%	1.68%	1.41%	1.37%	1.59%	1.58%	1.28%	0.85%	0.84%	0.54%	1.32%	1.07%	1.77%	0.69%	0.80%	0.47%	3.00%	2.36%	0.51%	0.0%	2.16%	1.13%	1.58%	0.93%	1.84%	1.36%	0.0%	1.34%	1.43%	1.79%	0.85%	1.76%	0.74%	0.0%	1.74%	3.38%	2.70%					
30	"13. ""Демократическая партия России"""	66	0	3	2	1	3	5	2	4	3	6	1	6	4	3	2	0	0	1	1	1	0	2	1	1	0	0	0	3	3	2	0	0	1	0	0	1	0	1	1	1	0	0	1	0					
		0.31%	0.0%	0.47%	0.38%	0.12%	0.58%	0.36%	0.27%	0.36%	0.22%	0.70%	0.08%	0.56%	0.57%	0.21%	0.14%	0.0%	0.0%	0.44%	0.26%	0.35%	0.0%	0.80%	0.23%	0.75%	0.0%	0.0%	0.0%	1.29%	1.13%	0.39%	0.0%	0.0%	0.45%	0.0%	0.0%	0.35%	0.0%	0.42%	0.35%	0.24%	0.0%	0.0%	0.48%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	40	0	1	0	1	2	2	3	2	2	3	2	1	2	0	3	1	0	1	0	0	1	2	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	3	1	1	1	0	0					
		0.18%	0.0%	0.15%	0.0%	0.12%	0.38%	0.14%	0.41%	0.18%	0.15%	0.35%	0.17%	0.09%	0.28%	0.0%	0.21%	0.21%	0.0%	0.44%	0.0%	0.0%	0.34%	0.80%	0.0%	0.0%	0.0%	0.0%	1.31%	0.43%	0.0%	0.19%	0.31%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	1.05%	0.24%	0.70%	0.58%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	31	0	1	1	0	1	1	1	3	1	0	3	1	0	0	1	2	1	0	1	0	0	2	0	2	2	0	0	2	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0					
		0.14%	0.0%	0.15%	0.19%	0.0%	0.19%	0.07%	0.13%	0.27%	0.07%	0.0%	0.25%	0.09%	0.0%	0.0%	0.07%	0.42%	0.27%	0.0%	0.26%	0.0%	0.0%	0.80%	0.0%	1.50%	0.94%	0.0%	0.0%	0.86%	0.75%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.24%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2232	23	89	66	110	44	198	67	134	187	92	124	135	90	233	162	65	36	16	17	11	18	21	16	7	9	14	2	7	20	26	13	7	18	7	10	17	30	10	20	29	6	10	14	2					
		10.52%	14.28%	14.14%	12.57%	13.43%	8.52%	14.30%	9.25%	12.30%	14.30%	10.82%	10.66%	12.68%	13.00%	16.58%	11.58%	13.71%	9.86%	7.04%	4.58%	3.91%	6.27%	8.46%	3.77%	5.26%	4.26%	7.17%	2.63%	3.03%	7.57%	5.15%	4.06%	3.22%	8.18%	7.44%	4.48%	6.11%	10.75%	4.25%	7.04%	7.21%	4.25%	5.81%	6.76%	1.80%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	83	0	1	3	10	1	5	1	5	2	3	1	2	1	2	3	3	1	1	4	6	3	0	0	4	1	0	0	1	4	2	0	0	2	0	0	1	0	0	3	2	0	2	3	0					
		0.39%	0.0%	0.15%	0.57%	1.22%	0.19%	0.36%	0.13%	0.45%	0.15%	0.35%	0.08%	0.18%	0.14%	0.14%	0.21%	0.63%	0.27%	0.44%	1.07%	2.13%	1.04%	0.0%	0.0%	3.00%	0.47%	0.0%	0.0%	0.43%	1.51%	0.39%	0.0%	0.0%	0.90%	0.0%	0.0%	0.35%	0.0%	0.0%	1.05%	0.49%	0.0%	1.16%	1.44%	0.0%					
35	"18. ""ЛДПР"""	2355	10	59	30	101	53	148	92	223	137	96	147	118	86	122	168	53	37	22	46	24	34	29	41	16	22	18	3	23	18	51	27	23	18	15	21	29	27	23	36	43	10	18	28	10					
		11.10%	6.21%	9.37%	5.71%	12.33%	10.27%	10.69%	12.70%	20.47%	10.48%	11.29%	12.63%	11.09%	12.42%	8.68%	12.01%	11.18%	10.13%	9.69%	12.39%	8.54%	11.84%	11.69%	9.66%	12.03%	10.42%	9.23%	3.94%	9.95%	6.81%	10.11%	8.43%	10.59%	8.18%	15.95%	9.41%	10.43%	9.67%	9.78%	12.67%	10.69%	7.09%	10.46%	13.52%	9.00%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	595	2	23	20	31	16	33	21	26	46	35	35	38	19	32	38	16	4	1	5	2	9	13	1	3	8	1	1	11	4	22	9	3	6	1	5	12	10	2	7	6	6	4	6	2					
