Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Красноярская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256					
1	"Число избирателей, внесенных в список избирателей"	25198	539	1895	861	1329	1258	1408	1089	892	404	899	401	803	374	653	184	294	798	509	316	401	259	532	502	679	846	770	310	234	1080	106	1289	137	587	450	1459	651					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26524	500	1844	883	1100	1140	1436	1100	770	756	935	426	846	317	661	200	319	840	524	324	419	398	873	453	1310	857	782	318	240	1084	107	1318	149	621	467	1497	710					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15087	229	852	457	658	615	661	547	462	393	523	219	505	201	274	154	221	640	357	277	284	240	515	396	644	480	415	176	107	672	65	717	113	347	292	759	620					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	800	7	40	23	16	10	31	15	39	11	51	30	16	0	1	10	15	41	37	18	9	19	17	1	35	37	24	16	15	51	6	47	4	57	14	37	0					
6	Число погашенных избирательных бюллетеней	10637	264	952	403	426	515	744	538	269	352	361	177	325	116	386	36	83	159	130	29	126	139	341	56	631	340	343	126	118	361	36	554	32	217	161	701	90					
7	Число избирательных бюллетеней в переносных ящиках для голосования	800	7	40	23	16	10	31	15	39	11	51	30	16	0	1	10	15	41	37	18	9	19	17	1	35	37	24	16	15	51	6	47	4	57	14	37	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15086	229	852	457	657	615	661	547	462	393	523	219	505	201	274	154	221	640	357	277	284	240	515	396	644	480	415	176	107	672	65	717	113	347	292	759	620					
9	Число недействительных избирательных бюллетеней	405	7	14	6	15	18	14	7	2	5	13	10	23	7	8	8	8	16	7	4	8	8	19	11	21	16	7	6	4	17	0	28	4	11	6	20	27					
10	Число действительных избирательных бюллетеней	15481	229	878	474	658	607	678	555	499	399	561	239	498	194	267	156	228	665	387	291	285	251	513	386	658	501	432	186	118	706	71	736	113	393	300	776	593					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	596	8	21	23	16	22	30	18	20	18	18	2	18	10	27	10	30	45	20	10	10	6	25	7	20	18	16	10	6	20	1	25	10	10	11	30	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	571	5	21	22	16	21	30	16	20	15	18	2	18	10	27	10	30	45	20	7	10	6	22	4	18	18	16	10	6	20	1	25	10	10	11	30	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	491	2	13	6	6	6	8	9	2	5	2	5	4	68	22	2	6	7	7	4	4	4	6	240	4	4	1	5	1	5	1	10	1	2	4	6	9					
14	Число погашенных неиспользованных открепительных удостоверений	25	3	0	1	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	4					
