Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Красноярская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270					
1	"Число избирателей, внесенных в списки избирателей"	25464	524	1809	822	1455	1097	1305	967	817	713	831	408	748	465	621	158	257	746	496	262	389	353	785	1497	1041	838	764	364	176	977	94	1193	132	599	422	1339					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22765	475	1557	712	1273	958	1129	850	650	618	762	350	675	504	685	177	274	764	430	258	358	314	709	1153	1070	724	640	308	145	864	88	1088	124	539	381	1159					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17782	328	1065	529	913	661	798	594	501	471	583	252	620	290	386	137	235	689	399	244	314	279	592	1122	914	523	495	239	124	790	85	826	90	454	330	910					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1193	14	65	41	34	20	46	17	76	27	58	42	37	5	8	13	12	36	31	11	19	20	56	5	59	40	54	43	12	42	3	91	11	60	29	56					
6	Число погашенных избирательных бюллетеней	3722	133	427	142	326	277	285	239	73	120	121	56	18	209	291	27	27	39	0	3	25	15	61	26	29	161	91	26	9	32	0	171	23	25	22	193					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1261	14	65	41	34	20	46	17	76	27	58	42	37	5	8	13	12	36	31	11	19	20	56	5	127	40	54	43	12	42	3	91	11	60	29	56					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17782	328	1065	529	913	661	798	594	501	471	583	252	620	290	386	137	235	689	399	244	314	279	592	1122	914	523	495	239	124	790	85	826	90	454	330	910					
9	Число недействительных избирательных бюллетеней	353	3	10	11	17	7	9	6	8	6	12	10	19	6	8	2	2	43	3	3	6	11	14	27	22	7	8	10	1	25	1	4	3	8	7	14					
10	Число действительных избирательных бюллетеней	18690	339	1120	559	930	674	835	605	569	492	629	284	638	289	386	148	245	682	427	252	327	288	634	1100	1019	556	541	272	135	807	87	913	98	506	352	952					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	767	7	20	10	22	23	22	18	17	16	58	2	25	47	24	18	24	103	35	10	5	7	19	25	66	13	8	5	0	15	10	20	10	11	22	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	756	7	18	10	22	23	22	17	16	15	57	2	25	47	22	18	24	103	35	10	5	7	19	24	64	13	8	5	0	15	10	20	10	11	22	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	627	14	17	8	11	9	17	5	21	6	9	2	11	38	12	7	6	53	23	8	13	8	14	199	18	13	15	10	1	6	4	13	3	5	17	11					
14	Число погашенных неиспользованных открепительных удостоверений	11	0	2	0	0	0	0	1	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	233	4	12	6	15	11	10	6	17	4	11	0	4	4	11	1	3	9	0	2	2	4	6	10	19	5	6	0	0	5	1	12	2	9	8	14					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	137	0	7	4	9	5	11	7	5	7	9	2	4	0	0	1	1	2	4	0	1	1	0	6	2	5	3	2	0	3	1	18	2	7	5	3					
		0.72%	0.00%	0.62%	0.70%	0.95%	0.73%	1.30%	1.15%	0.87%	1.41%	1.40%	0.68%	0.61%	0.00%	0.00%	0.67%	0.40%	0.28%	0.93%	0.00%	0.30%	0.33%	0.00%	0.53%	0.19%	0.89%	0.55%	0.71%	0.00%	0.36%	1.14%	1.96%	1.98%	1.36%	1.39%	0.31%					
19	2.Всероссийская политическая партия «Гражданская Сила»	91	2	5	2	9	2	4	2	8	10	0	2	2	0	4	2	0	2	1	0	0	1	1	7	8	0	0	1	0	7	0	1	0	3	1	4					
		0.48%	0.58%	0.44%	0.35%	0.95%	0.29%	0.47%	0.33%	1.39%	2.01%	0.00%	0.68%	0.30%	0.00%	1.02%	1.33%	0.00%	0.28%	0.23%	0.00%	0.00%	0.33%	0.15%	0.62%	0.77%	0.00%	0.00%	0.35%	0.00%	0.84%	0.00%	0.11%	0.00%	0.58%	0.28%	0.41%					
20	3.Политическая партия «Демократическая партия России»	22	0	0	0	0	1	6	0	1	1	0	0	5	1	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0					
		0.12%	0.00%	0.00%	0.00%	0.00%	0.15%	0.71%	0.00%	0.17%	0.20%	0.00%	0.00%	0.76%	0.34%	0.00%	1.33%	0.00%	0.14%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1924	33	136	66	110	66	103	70	64	66	53	13	63	33	35	5	21	62	43	16	41	19	77	105	109	74	40	28	8	84	5	79	7	55	19	116					
		10.10%	9.65%	12.04%	11.58%	11.62%	9.69%	12.20%	11.46%	11.09%	13.25%	8.27%	4.42%	9.59%	11.19%	8.88%	3.33%	8.50%	8.55%	10.00%	6.27%	12.31%	6.35%	11.88%	9.32%	10.47%	13.14%	7.29%	9.93%	5.88%	10.10%	5.68%	8.62%	6.93%	10.70%	5.29%	12.01%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	0	1	3	2	0	3	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	2	0	2					
		0.13%	0.00%	0.09%	0.53%	0.21%	0.00%	0.36%	0.33%	0.35%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.19%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.11%	0.00%	0.39%	0.00%	0.21%					
23	6.Политическая партия «Партия социальной справедливости»	28	2	1	0	1	0	0	1	1	1	0	3	1	0	1	0	0	1	0	0	0	1	0	0	5	1	1	0	0	1	0	0	1	0	2	3					
		0.15%	0.58%	0.09%	0.00%	0.11%	0.00%	0.00%	0.16%	0.17%	0.20%	0.00%	1.02%	0.15%	0.00%	0.25%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.48%	0.18%	0.18%	0.00%	0.00%	0.12%	0.00%	0.00%	0.99%	0.00%	0.56%	0.31%					
24	7.Политическая партия «Либерально-демократическая партия России»	750	21	73	42	90	32	39	41	29	14	7	1	6	7	22	2	2	18	11	3	3	5	14	79	11	39	33	10	7	12	8	24	0	10	4	31					
		3.94%	6.14%	6.46%	7.37%	9.50%	4.70%	4.62%	6.71%	5.03%	2.81%	1.09%	0.34%	0.91%	2.37%	5.58%	1.33%	0.81%	2.48%	2.56%	1.18%	0.90%	1.67%	2.16%	7.01%	1.06%	6.93%	6.01%	3.55%	5.15%	1.44%	9.09%	2.62%	0.00%	1.95%	1.11%	3.21%					
