Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Большесолдатская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305					
1	"Число избирателей, внесенных в список"	11276	1511	670	237	214	322	90	314	164	320	192	1181	181	362	294	583	255	461	88	345	111	125	581	496	404	266	465	89	50	344	435	126					
2	Число полученных избирательных бюллетеней	10684	1350	638	227	200	312	92	299	164	303	193	1080	180	347	274	560	244	443	88	328	114	128	554	476	390	250	439	89	51	330	412	129					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6893	890	527	166	136	155	79	232	128	174	84	670	101	218	147	312	121	207	37	217	72	101	305	325	272	163	258	57	25	271	340	103					
5	"Число избирательных бюллетеней, выданных вне помещения"	1488	91	58	38	41	78	8	21	23	68	59	59	44	74	87	82	77	35	24	61	16	14	134	50	30	28	93	18	15	34	16	12					
6	Число погашенных избирательных бюллетеней	2303	369	53	23	23	79	5	46	13	61	50	351	35	55	40	166	46	201	27	50	26	13	115	101	88	59	88	14	11	25	56	14					
7	Число избирательных бюллетеней в переносных ящиках	1488	91	58	38	41	78	8	21	23	68	59	59	44	74	87	82	77	35	24	61	16	14	134	50	30	28	93	18	15	34	16	12					
8	Число бюллетеней в стационарных ящиках для голосования	6888	890	527	166	136	155	79	232	128	174	84	670	101	218	147	311	121	207	37	217	72	101	305	321	272	163	258	57	25	271	340	103					
9	Число недействительных избирательных бюллетеней	96	2	2	0	3	3	0	1	5	1	2	10	3	1	1	9	4	7	1	7	1	0	5	1	8	4	1	0	1	4	8	1					
10	Число действительных избирательных бюллетеней	8280	979	583	204	174	230	87	252	146	241	141	719	142	291	233	384	194	235	60	271	87	115	434	370	294	187	350	75	39	301	348	114					
11	Число полученных открепительных  удостоверений	155	15	10	4	4	5	3	5	4	5	4	6	5	5	5	5	5	5	3	5	4	4	5	5	5	5	5	3	3	5	5	3					
12	Число выданных открепительных удостоверений	30	11	4	1	0	0	0	0	0	0	1	3	2	0	1	2	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	27	2	4	1	2	0	0	1	2	0	0	5	2	0	1	0	0	0	2	1	1	0	1	0	0	0	0	1	1	0	0	0					
14	Число неиспользованных открепительных удостоверений	125	4	6	3	4	5	3	5	4	5	3	3	3	5	4	3	5	4	3	4	4	4	4	5	5	5	5	3	3	3	5	3					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	150	27	12	0	6	9	1	5	0	7	1	11	0	1	3	2	3	5	0	2	0	0	4	6	7	6	11	0	2	1	16	2					
		1.79%	2.75%	2.05%	0.00%	3.39%	3.86%	1.15%	1.98%	0.00%	2.89%	0.70%	1.51%	0.00%	0.34%	1.28%	0.51%	1.52%	2.07%	0.00%	0.72%	0.00%	0.00%	0.91%	1.62%	2.32%	3.14%	3.13%	0.00%	5.00%	0.33%	4.49%	1.74%					
19	. Малышкин Олег Александрович	172	18	15	0	6	8	5	1	8	5	1	23	12	7	2	6	3	3	0	5	1	1	13	1	5	2	11	2	0	2	5	1					
		2.05%	1.83%	2.56%	0.00%	3.39%	3.43%	5.75%	0.40%	5.30%	2.07%	0.70%	3.16%	8.28%	2.40%	0.85%	1.53%	1.52%	1.24%	0.00%	1.80%	1.14%	0.87%	2.96%	0.27%	1.66%	1.05%	3.13%	2.67%	0.00%	0.66%	1.40%	0.87%					
20	. Миронов Сергей Михайлович	62	10	1	2	1	2	1	5	0	3	0	10	1	0	0	1	2	0	1	4	0	1	4	2	0	2	4	0	0	1	1	3					
		0.74%	1.02%	0.17%	0.98%	0.56%	0.86%	1.15%	1.98%	0.00%	1.24%	0.00%	1.37%	0.69%	0.00%	0.00%	0.25%	1.01%	0.00%	1.64%	1.44%	0.00%	0.87%	0.91%	0.54%	0.00%	1.05%	1.14%	0.00%	0.00%	0.33%	0.28%	2.61%					
21	. Путин Владимир Владимирович	5583	708	430	148	109	110	31	188	105	169	92	451	81	216	164	296	107	153	41	168	62	66	239	319	211	137	224	33	26	159	254	86					
		66.65%	72.17%	73.50%	72.55%	61.58%	47.21%	35.63%	74.31%	69.54%	69.83%	64.34%	61.87%	55.86%	73.97%	70.09%	75.32%	54.04%	63.22%	67.21%	60.43%	70.45%	57.39%	54.44%	85.98%	69.87%	71.73%	63.82%	44.00%	65.00%	52.13%	71.35%	74.78%					
22	. Хакамада Ирина Муцуовна	124	11	10	5	2	7	1	3	2	7	2	20	1	2	5	3	2	0	2	3	0	0	8	1	2	5	2	1	1	6	8	2					
		1.48%	1.12%	1.71%	2.45%	1.13%	3.00%	1.15%	1.19%	1.32%	2.89%	1.40%	2.74%	0.69%	0.68%	2.14%	0.76%	1.01%	0.00%	3.28%	1.08%	0.00%	0.00%	1.82%	0.27%	0.66%	2.62%	0.57%	1.33%	2.50%	1.97%	2.25%	1.74%					
23	. Харитонов Николай Михайлович	2052	182	105	48	45	90	48	46	30	50	45	178	35	63	57	71	76	67	16	88	24	45	161	40	67	29	91	36	9	129	62	19					
		24.50%	18.55%	17.95%	23.53%	25.42%	38.63%	55.17%	18.18%	19.87%	20.66%	31.47%	24.42%	24.14%	21.58%	24.36%	18.07%	38.38%	27.69%	26.23%	31.65%	27.27%	39.13%	36.67%	10.78%	22.19%	15.18%	25.93%	48.00%	22.50%	42.30%	17.42%	16.52%					
																																						
24	Против всех	137	23	10	1	5	4	0	4	1	0	0	26	12	2	2	5	1	7	0	1	0	2	5	1	2	6	7	3	1	3	2	1					
		1.64%	2.34%	1.71%	0.49%	2.82%	1.72%	0.00%	1.58%	0.66%	0.00%	0.00%	3.57%	8.28%	0.68%	0.85%	1.27%	0.51%	2.89%	0.00%	0.36%	0.00%	1.74%	1.14%	0.27%	0.66%	3.14%	1.99%	4.00%	2.50%	0.98%	0.56%	0.87%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
