Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Поныровская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870					
1	"Число избирателей, внесенных в списки"	10697	2595	1430	318	345	534	522	1052	278	107	246	488	498	368	348	486	629	123	330					
2	"Число бюллетеней, полученных участковыми комиссиями"	9809	2410	1325	285	324	480	480	963	252	95	221	450	456	330	318	443	571	106	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5819	1459	724	221	210	309	178	702	206	63	133	181	334	233	146	170	290	67	193					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	820	34	33	37	48	85	76	58	20	11	44	76	45	59	48	26	72	11	37					
6	Число погашенных бюллетеней	3170	917	568	27	66	86	226	203	26	21	44	193	77	38	124	247	209	28	70					
7	Число бюллетеней в переносных ящиках для голосования	820	34	33	37	48	85	76	58	20	11	44	76	45	59	48	26	72	11	37					
8	Число бюллетеней в стационарных ящиках для голосования	5819	1459	724	221	210	309	178	702	206	63	133	181	334	233	146	170	290	67	193					
9	Число недействительных бюллетеней	301	29	26	33	15	36	13	23	13	4	10	2	12	20	1	14	21	13	16					
10	Число действительных бюллетеней	6338	1464	731	225	243	358	241	737	213	70	167	255	367	272	193	182	341	65	214					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	120	45	20	4	4	4	5	8	3	2	4	4	0	4	4	4	0	2	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	61	34	11	4	0	0	0	8	0	0	2	0	0	0	0	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	4	3	4	1	2	1	3	3	2	3	1	0	2	1	2	3	4	2					
14	Число погашенных открепительных удостоверений	59	11	9	0	4	4	5	0	3	2	2	4	0	4	4	4	0	0	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	155	24	10	8	5	21	3	20	12	1	2	9	12	7	4	4	11	2	0					
		2.33%	1.60%	1.32%	3.10%	1.93%	5.32%	1.18%	2.63%	5.30%	1.35%	1.12%	3.50%	3.16%	2.39%	2.06%	2.04%	3.03%	2.56%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	68	21	5	0	4	1	4	15	0	1	0	2	6	2	1	1	0	1	4					
		1.02%	1.40%	0.66%	0.0%	1.55%	0.25%	1.57%	1.97%	0.0%	1.35%	0.0%	0.77%	1.58%	0.68%	0.51%	0.51%	0.0%	1.28%	1.73%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	151	21	16	6	4	13	12	16	5	1	4	3	12	4	1	4	10	4	15					
		2.27%	1.40%	2.11%	2.32%	1.55%	3.29%	4.72%	2.10%	2.21%	1.35%	2.25%	1.16%	3.16%	1.36%	0.51%	2.04%	2.76%	5.12%	6.52%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	86	24	14	2	3	12	2	6	7	1	1	3	1	0	0	2	7	0	1					
		1.29%	1.60%	1.84%	0.77%	1.16%	3.04%	0.78%	0.78%	3.09%	1.35%	0.56%	1.16%	0.26%	0.0%	0.0%	1.02%	1.93%	0.0%	0.43%					
22	"5. ""За Русь Святую"""	46	10	7	4	4	0	0	5	0	1	1	1	3	3	0	2	4	0	1					
		0.69%	0.66%	0.92%	1.55%	1.55%	0.0%	0.0%	0.65%	0.0%	1.35%	0.56%	0.38%	0.79%	1.02%	0.0%	1.02%	1.10%	0.0%	0.43%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	4	0	2	0	1	1	2	3	0	0	2	1	0	1	2	2	2	1					
		0.36%	0.26%	0.0%	0.77%	0.0%	0.25%	0.39%	0.26%	1.32%	0.0%	0.0%	0.77%	0.26%	0.0%	0.51%	1.02%	0.55%	2.56%	0.43%					
24	"7. ""Новый курс - Автомобильная Россия"""	47	20	7	2	2	2	1	3	1	0	0	1	2	1	0	1	4	0	0					
		0.70%	1.33%	0.92%	0.77%	0.77%	0.50%	0.39%	0.39%	0.44%	0.0%	0.0%	0.38%	0.52%	0.34%	0.0%	0.51%	1.10%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	29	1	2	2	1	4	1	5	0	0	1	2	2	4	0	0	2	2	0					
		0.43%	0.06%	0.26%	0.77%	0.38%	1.01%	0.39%	0.65%	0.0%	0.0%	0.56%	0.77%	0.52%	1.36%	0.0%	0.0%	0.55%	2.56%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	20	6	1	0	1	1	0	2	1	0	1	0	1	2	0	0	1	0	3					
		0.30%	0.40%	0.13%	0.0%	0.38%	0.25%	0.0%	0.26%	0.44%	0.0%	0.56%	0.0%	0.26%	0.68%	0.0%	0.0%	0.27%	0.0%	1.30%					
27	"10. ""Аграрная партия России"""	881	120	72	52	37	68	44	55	30	3	21	58	78	97	19	19	55	11	42					
		13.27%	8.03%	9.51%	20.15%	14.34%	17.25%	17.32%	7.23%	13.27%	4.05%	11.86%	22.56%	20.58%	33.21%	9.79%	9.69%	15.19%	14.10%	18.26%					
28	"11. ""Истинные патриоты России"""	11	0	2	0	0	1	1	1	5	0	0	1	0	0	0	0	0	0	0					
		0.16%	0.0%	0.26%	0.0%	0.0%	0.25%	0.39%	0.13%	2.21%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	93	25	10	6	2	4	3	10	3	0	3	6	3	3	5	0	5	1	4					
		1.40%	1.67%	1.32%	2.32%	0.77%	1.01%	1.18%	1.31%	1.32%	0.0%	1.69%	2.33%	0.79%	1.02%	2.57%	0.0%	1.38%	1.28%	1.73%					
30	"13. ""Демократическая партия России"""	24	8	0	0	4	3	0	3	0	1	1	0	0	0	1	1	0	0	2					
		0.36%	0.53%	0.0%	0.0%	1.55%	0.76%	0.0%	0.39%	0.0%	1.35%	0.56%	0.0%	0.0%	0.0%	0.51%	0.51%	0.0%	0.0%	0.86%					
31	"14. ""Великая Россия - Евразийский Союз"""	39	10	2	0	4	5	1	5	2	0	1	1	0	2	1	0	1	1	3					
		0.58%	0.66%	0.26%	0.0%	1.55%	1.26%	0.39%	0.65%	0.88%	0.0%	0.56%	0.38%	0.0%	0.68%	0.51%	0.0%	0.27%	1.28%	1.30%					
32	"15. ""Партия СЛОН"""	10	4	0	0	0	0	0	1	0	0	1	0	2	0	0	2	0	0	0					
		0.15%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.56%	0.0%	0.52%	0.0%	0.0%	1.02%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	414	141	66	8	10	13	14	66	12	7	12	12	15	5	9	7	11	3	3					
		6.23%	9.44%	8.71%	3.10%	3.87%	3.29%	5.51%	8.68%	5.30%	9.45%	6.77%	4.66%	3.95%	1.71%	4.63%	3.57%	3.03%	3.84%	1.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	26	5	2	0	2	2	2	3	0	0	2	0	2	2	0	1	1	0	2					
		0.39%	0.33%	0.26%	0.0%	0.77%	0.50%	0.78%	0.39%	0.0%	0.0%	1.12%	0.0%	0.52%	0.68%	0.0%	0.51%	0.27%	0.0%	0.86%					
35	"18. ""ЛДПР"""	892	196	117	46	48	37	33	119	15	3	33	30	47	38	29	37	41	6	17					
		13.43%	13.12%	15.45%	17.82%	18.60%	9.39%	12.99%	15.65%	6.63%	4.05%	18.64%	11.67%	12.40%	13.01%	14.94%	18.87%	11.32%	7.69%	7.39%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	97	24	11	3	8	4	6	12	2	0	5	3	4	5	3	3	4	0	0					
		1.46%	1.60%	1.45%	1.16%	3.10%	1.01%	2.36%	1.57%	0.88%	0.0%	2.82%	1.16%	1.05%	1.71%	1.54%	1.53%	1.10%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	2210	526	257	56	55	112	76	259	76	37	56	79	137	76	87	84	153	29	55					
