Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Печенгская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392					
1	"Число избирателей, внесенных в список"	37428	1840	1381	2098	1612	1890	1630	1418	920	86	1562	1301	1498	2296	2382	1318	1373	1410	1577	37	432	539	271	1057	929	1416	1762	2228	896	85	184					
2	Число полученных избирательных бюллетеней	34953	1700	1300	1900	1500	1800	1500	1300	830	85	1400	1200	1400	2100	2200	1280	1300	1300	1450	40	420	535	280	975	900	1490	1770	1920	830	98	150					
3	"Число избирательных бюллетеней, выданных  досрочно"	950	0	0	0	0	0	0	0	129	0	0	0	0	0	0	255	0	0	0	0	139	427	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	22347	979	702	1128	872	985	904	766	609	83	883	729	942	1181	1331	578	802	823	907	37	213	23	161	863	737	1190	1400	1692	634	60	133					
5	"Число избирательных бюллетеней, выданных вне помещения"	294	14	7	4	10	14	12	4	4	0	7	10	1	14	8	8	6	10	4	0	0	0	2	0	25	32	26	71	0	1	0					
6	Число погашенных избирательных бюллетеней	11362	707	591	768	618	801	584	530	88	2	510	461	457	905	861	439	492	467	539	3	68	85	117	112	138	268	344	157	196	37	17					
7	Число избирательных бюллетеней в переносных ящиках	1244	14	7	4	10	14	12	4	133	0	7	10	1	14	8	263	6	10	4	0	139	427	2	0	25	32	26	71	0	1	0					
8	Число бюллетеней в стационарных ящиках для голосования	22324	979	702	1128	872	985	904	766	608	83	883	729	942	1179	1331	574	791	823	907	37	213	23	161	861	737	1190	1399	1690	634	60	133					
9	Число недействительных избирательных бюллетеней	121	3	6	12	7	0	2	7	1	0	3	7	3	3	9	5	8	5	3	0	0	0	1	9	4	13	3	4	2	1	0					
10	Число действительных избирательных бюллетеней	23447	990	703	1120	875	999	914	763	740	83	887	732	940	1190	1330	832	789	828	908	37	352	450	162	852	758	1209	1422	1757	632	60	133					
11	Число полученных открепительных  удостоверений	815	20	20	20	20	20	20	20	40	0	20	20	20	35	30	20	30	30	20	0	30	20	20	40	20	80	150	20	20	10	0					
12	Число выданных открепительных удостоверений	568	9	15	15	16	17	13	15	40	0	13	9	12	21	27	8	16	18	11	0	11	7	9	21	4	66	147	15	6	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	242	3	2	1	3	1	4	2	3	78	3	7	4	2	4	4	3	2	2	37	5	1	6	4	2	3	40	3	12	1	0					
14	Число неиспользованных открепительных удостоверений	247	11	5	5	4	3	7	5	0	0	7	11	8	14	3	12	14	12	9	0	19	13	11	19	16	14	3	5	14	3	0					
15	"Число открепительных удостоверений, выданных в ТИК"	25	1	0	6	0	6	2	6	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	596	30	20	34	30	39	26	39	1	3	35	13	36	54	54	20	28	32	40	3	6	2	4	5	4	9	8	21	0	0	0					
		2.53%	3.02%	2.82%	3.00%	3.40%	3.90%	2.84%	5.06%	0.13%	3.61%	3.93%	1.76%	3.82%	4.53%	4.03%	2.39%	3.51%	3.84%	4.39%	8.11%	1.70%	0.44%	2.45%	0.58%	0.52%	0.74%	0.56%	1.19%	0.00%	0.00%	0.00%					
19	. Малышкин Олег Александрович	655	24	30	34	31	29	30	22	18	2	27	29	24	35	51	15	29	26	34	0	5	4	5	22	19	20	41	31	9	5	4					
		2.78%	2.42%	4.23%	3.00%	3.51%	2.90%	3.28%	2.86%	2.43%	2.41%	3.03%	3.92%	2.55%	2.93%	3.81%	1.79%	3.64%	3.12%	3.73%	0.00%	1.42%	0.89%	3.07%	2.56%	2.49%	1.64%	2.88%	1.76%	1.42%	8.20%	3.01%					
20	. Миронов Сергей Михайлович	214	10	7	14	16	15	14	6	5	1	7	7	15	11	8	3	13	7	16	0	2	1	3	4	3	3	9	11	3	0	0					
		0.91%	1.01%	0.99%	1.24%	1.81%	1.50%	1.53%	0.78%	0.67%	1.20%	0.79%	0.95%	1.59%	0.92%	0.60%	0.36%	1.63%	0.84%	1.76%	0.00%	0.57%	0.22%	1.84%	0.46%	0.39%	0.25%	0.63%	0.62%	0.47%	0.00%	0.00%					
21	. Путин Владимир Владимирович	19000	715	533	828	654	753	678	559	657	70	685	549	735	893	1006	688	588	628	669	30	318	421	118	783	711	1138	1270	1588	577	43	115					
		80.62%	72.00%	75.18%	73.14%	74.15%	75.38%	74.02%	72.60%	88.66%	84.34%	76.97%	74.29%	77.94%	74.85%	75.13%	82.20%	73.78%	75.39%	73.44%	81.08%	90.34%	93.56%	72.39%	90.94%	93.31%	93.13%	89.12%	90.18%	91.01%	70.49%	86.47%					
22	. Хакамада Ирина Муцуовна	698	57	26	38	28	32	29	33	14	1	34	35	39	44	56	29	27	29	37	0	11	4	10	16	3	8	11	31	11	4	1					
		2.96%	5.74%	3.67%	3.36%	3.17%	3.20%	3.17%	4.29%	1.89%	1.20%	3.82%	4.74%	4.14%	3.69%	4.18%	3.46%	3.39%	3.48%	4.06%	0.00%	3.12%	0.89%	6.13%	1.86%	0.39%	0.65%	0.77%	1.76%	1.74%	6.56%	0.75%					
23	. Харитонов Николай Михайлович	1360	107	63	113	81	94	92	70	14	4	58	61	49	96	87	29	61	68	62	3	4	6	16	13	11	9	26	30	18	7	8					
		5.77%	10.78%	8.89%	9.98%	9.18%	9.41%	10.04%	9.09%	1.89%	4.82%	6.52%	8.25%	5.20%	8.05%	6.50%	3.46%	7.65%	8.16%	6.81%	8.11%	1.14%	1.33%	9.82%	1.51%	1.44%	0.74%	1.82%	1.70%	2.84%	11.48%	6.02%					
																																					
24	Против всех	924	47	24	59	35	37	45	34	31	2	41	38	42	57	68	48	43	38	50	1	6	12	6	9	7	22	57	45	14	1	5					
		3.92%	4.73%	3.39%	5.21%	3.97%	3.70%	4.91%	4.42%	4.18%	2.41%	4.61%	5.14%	4.45%	4.78%	5.08%	5.73%	5.40%	4.56%	5.49%	2.70%	1.70%	2.67%	3.68%	1.05%	0.92%	1.80%	4.00%	2.56%	2.21%	1.64%	3.76%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
