Выборы Президента Российской Федерации																													
																													
Наименование Избирательной комиссии:    Ярославский район																													
																													
Итоги голосования 																													
																													
		Сумма	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848					
1	"Число избирателей, внесенных в список"	55311	2548	2212	2654	2730	2211	2525	2527	2517	2312	2194	2145	2328	2492	2003	2626	2765	2808	2745	2697	2791	2786	2695					
2	Число полученных избирательных бюллетеней	52400	2600	2000	2500	2500	2200	2500	2200	2500	2100	2000	2000	2200	2500	2000	2500	2500	2600	2600	2600	2600	2600	2600					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	29929	1516	1175	1416	1492	1429	1547	1333	1310	1362	1100	1057	1186	1386	1032	1404	1375	1344	1577	1471	1403	1527	1487					
5	"Число избирательных бюллетеней, выданных вне помещения"	968	56	97	56	34	30	28	41	46	30	30	55	23	53	31	41	43	62	29	31	56	71	25					
6	Число погашенных избирательных бюллетеней	21503	1028	728	1028	974	741	925	826	1144	708	870	888	991	1061	937	1055	1082	1194	994	1098	1141	1002	1088					
7	Число избирательных бюллетеней в переносных ящиках	968	56	97	56	34	30	28	41	46	30	30	55	23	53	31	41	43	62	29	31	56	71	25					
8	Число бюллетеней в стационарных ящиках для голосования	29640	1516	1172	1416	1492	1429	1543	1329	1306	1327	1100	1057	1186	1379	1032	1403	1374	1344	1574	1439	1399	1336	1487					
9	Число недействительных избирательных бюллетеней	229	7	12	8	5	10	14	12	11	12	12	6	0	7	12	13	8	10	11	13	16	6	24					
10	Число действительных избирательных бюллетеней	30379	1565	1257	1464	1521	1449	1557	1358	1341	1345	1118	1106	1209	1425	1051	1431	1409	1396	1592	1457	1439	1401	1488					
11	Число полученных открепительных  удостоверений	1170	50	50	50	50	50	70	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50					
12	Число выданных открепительных удостоверений	570	34	17	21	26	37	45	33	33	19	11	24	16	24	11	17	27	29	24	29	38	27	28					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	464	34	19	14	19	14	37	58	19	21	10	20	16	17	12	10	35	19	8	23	28	12	19					
14	Число неиспользованных открепительных удостоверений	600	16	33	29	24	13	25	67	17	31	39	26	34	26	39	33	23	21	26	21	12	23	22					
15	"Число открепительных удостоверений, выданных в ТИК"	8	0	0	0	0	1	0	0	0	1	0	0	0	0	3	1	0	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																													
18	. Глазьев Сергей Юрьевич	2013	132	101	88	99	80	111	83	87	113	65	88	84	76	79	95	73	106	88	96	106	74	89					
		6.58%	8.40%	7.96%	5.98%	6.49%	5.48%	7.07%	6.06%	6.43%	8.33%	5.75%	7.91%	6.95%	5.31%	7.43%	6.58%	5.15%	7.54%	5.49%	6.53%	7.29%	5.26%	5.89%					
19	. Малышкин Олег Александрович	402	16	18	24	26	14	23	18	19	21	10	13	13	17	15	22	16	18	30	16	15	18	20					
		1.31%	1.02%	1.42%	1.63%	1.70%	0.96%	1.46%	1.31%	1.41%	1.55%	0.88%	1.17%	1.08%	1.19%	1.41%	1.52%	1.13%	1.28%	1.87%	1.09%	1.03%	1.28%	1.32%					
20	. Миронов Сергей Михайлович	195	11	10	18	10	1	7	11	6	5	10	6	9	4	4	11	12	5	11	12	11	13	8					
		0.64%	0.70%	0.79%	1.22%	0.66%	0.07%	0.45%	0.80%	0.44%	0.37%	0.88%	0.54%	0.74%	0.28%	0.38%	0.76%	0.85%	0.36%	0.69%	0.82%	0.76%	0.92%	0.53%					
21	. Путин Владимир Владимирович	21054	1123	849	1006	1059	1030	995	908	878	886	755	716	805	1044	709	1046	1027	992	1141	1018	1031	1004	1032					
		68.79%	71.44%	66.90%	68.34%	69.40%	70.60%	63.34%	66.28%	64.94%	65.29%	66.81%	64.39%	66.58%	72.91%	66.70%	72.44%	72.48%	70.55%	71.18%	69.25%	70.86%	71.36%	68.25%					
22	. Хакамада Ирина Муцуовна	2320	87	99	99	112	121	136	128	136	102	123	125	103	88	97	95	98	77	111	90	80	97	116					
		7.58%	5.53%	7.80%	6.73%	7.34%	8.29%	8.66%	9.34%	10.06%	7.52%	10.88%	11.24%	8.52%	6.15%	9.13%	6.58%	6.92%	5.48%	6.92%	6.12%	5.50%	6.89%	7.67%					
23	. Харитонов Николай Михайлович	2286	95	102	109	103	92	165	97	110	109	80	66	114	104	80	91	107	121	102	105	104	104	126					
		7.47%	6.04%	8.04%	7.40%	6.75%	6.31%	10.50%	7.08%	8.14%	8.03%	7.08%	5.94%	9.43%	7.26%	7.53%	6.30%	7.55%	8.61%	6.36%	7.14%	7.15%	7.39%	8.33%					
																													
24	Против всех	2109	101	78	120	112	111	120	113	105	109	75	92	81	92	67	71	76	77	109	120	92	91	97					
		6.89%	6.42%	6.15%	8.15%	7.34%	7.61%	7.64%	8.25%	7.77%	8.03%	6.64%	8.27%	6.70%	6.42%	6.30%	4.92%	5.36%	5.48%	6.80%	8.16%	6.32%	6.47%	6.42%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
