Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Пушкинская № 20																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574					
1	"Число избирателей, внесенных в списки"	81901	2977	2953	2750	2401	1974	2143	2749	2954	2920	3172	3056	2723	2397	1876	2073	2229	2584	2133	2600	1484	1781	2219	2465	2030	795	2078	2428	2229	1756	144	1732	1837	2439	2681	1170	2772	1197					
2	"Число бюллетеней, полученных участковыми комиссиями"	80000	3000	3000	2500	2500	2000	2000	2500	3000	3000	3000	3000	3000	2500	2000	2000	2000	2500	2000	2500	1500	2000	2000	2500	2000	850	2000	2500	2000	1500	150	1500	2000	2500	2500	1000	2500	1000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	41293	1456	1468	1341	1228	996	1128	1408	1605	1484	1549	1474	1584	1190	959	941	1092	1383	1056	1182	1181	1335	1138	1254	1018	567	1034	1087	1137	809	106	689	796	1271	1230	485	1156	476					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1536	27	40	42	24	56	37	56	36	27	41	67	44	64	43	31	52	93	32	72	42	15	53	26	64	5	32	43	35	62	12	20	21	63	31	29	27	72					
6	Число погашенных бюллетеней	37171	1517	1492	1117	1248	948	835	1036	1359	1489	1410	1459	1372	1246	998	1028	856	1024	912	1246	277	650	809	1220	918	278	934	1370	828	629	32	791	1183	1166	1239	486	1317	452					
7	Число бюллетеней в переносных ящиках для голосования	1536	27	40	42	24	56	37	56	36	27	41	67	44	64	43	31	52	93	32	72	42	15	53	26	64	5	32	43	35	62	12	20	21	63	31	29	27	72					
8	Число бюллетеней в стационарных ящиках для голосования	41199	1454	1468	1341	1223	994	1124	1406	1605	1484	1546	1470	1581	1190	959	941	1092	1381	1056	1182	1179	1333	1138	1254	1018	567	1034	1087	1137	809	106	689	796	1271	1168	485	1156	475					
9	Число недействительных бюллетеней	329	15	10	23	7	10	7	8	9	4	12	8	10	3	5	11	8	13	8	7	5	13	13	4	5	2	4	9	12	2	13	14	12	3	4	11	10	15					
10	Число действительных бюллетеней	42406	1466	1498	1360	1240	1040	1154	1454	1632	1507	1575	1529	1615	1251	997	961	1136	1461	1080	1247	1216	1335	1178	1276	1077	570	1062	1121	1160	869	105	695	805	1331	1195	503	1173	532					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1996	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	16	55	55	55	55	55	55	55					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	580	11	10	5	13	14	12	15	15	17	11	12	8	14	6	30	28	14	7	11	55	52	21	13	30	31	6	41	12	9	2	6	7	8	7	13	9	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	405	15	3	13	14	8	9	11	13	9	10	10	11	20	13	8	20	8	25	12	4	5	11	18	19	14	19	7	19	6	4	10	3	14	3	0	3	14					
14	Число погашенных открепительных удостоверений	1416	44	45	50	42	41	43	40	40	38	44	43	47	41	49	25	27	41	48	44	0	3	34	42	25	24	49	14	43	46	14	49	48	47	48	42	46	50					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	366	11	16	18	7	11	4	7	3	16	15	13	8	11	6	8	8	17	7	10	10	16	10	9	6	7	10	7	12	10	3	7	14	11	8	9	14	7					
		0.85%	0.74%	1.06%	1.30%	0.56%	1.04%	0.34%	0.47%	0.18%	1.05%	0.94%	0.84%	0.49%	0.87%	0.59%	0.82%	0.69%	1.15%	0.64%	0.79%	0.81%	1.18%	0.83%	0.70%	0.55%	1.22%	0.93%	0.61%	1.02%	1.14%	2.54%	0.98%	1.71%	0.82%	0.66%	1.75%	1.18%	1.27%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2623	84	114	77	84	62	81	94	140	88	103	109	117	81	82	80	74	77	71	100	34	62	93	128	115	22	89	51	64	18	3	21	24	45	51	20	28	37					
