Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Славская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №490	УИК №491					
1	"Число избирателей, внесенных в список избирателей"	15122	2055	1620	2060	339	199	498	313	221	810	595	346	693	706	485	1345	716	1474	406	241					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13500	2000	1500	2000	300	200	400	300	200	800	500	300	600	500	700	1000	600	1000	400	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5904	988	683	726	208	94	212	114	80	313	192	146	230	240	157	478	217	613	119	94					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	386	40	25	37	9	12	8	21	0	12	47	8	20	0	8	22	49	28	29	11					
6	Число погашенных избирательных бюллетеней	7210	972	792	1237	83	94	180	165	120	475	261	146	350	260	535	500	334	359	252	95					
7	Число избирательных бюллетеней в переносных ящиках для голосования	386	40	25	37	9	12	8	21	0	12	47	8	20	0	8	22	49	28	29	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5904	988	683	726	208	94	212	114	80	313	192	146	230	240	157	478	217	613	119	94					
9	Число недействительных избирательных бюллетеней	114	16	19	9	7	1	5	1	1	2	3	2	3	11	1	10	3	16	3	1					
10	Число действительных избирательных бюллетеней	6176	1012	689	754	210	105	215	134	79	323	236	152	247	229	164	490	263	625	145	104					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	175	15	15	20	5	5	5	5	5	5	5	10	5	5	5	10	5	40	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	118	11	15	13	3	3	0	4	1	5	3	6	3	2	3	7	3	36	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	61	11	5	7	1	1	2	3	0	0	0	4	2	3	7	1	3	10	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	57	4	0	7	2	2	5	1	4	0	2	4	2	3	2	3	2	4	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1046	219	135	128	48	15	26	22	15	43	37	33	39	23	31	85	31	80	24	12					
		16.63%	21.30%	19.07%	16.78%	22.12%	14.15%	11.82%	16.30%	18.75%	13.23%	15.48%	21.43%	15.60%	9.58%	18.79%	17.00%	11.65%	12.48%	16.22%	11.43%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	962	136	108	160	35	18	43	31	11	39	46	7	31	42	30	66	44	84	14	17					
		15.29%	13.23%	15.25%	20.97%	16.13%	16.98%	19.55%	22.96%	13.75%	12.00%	19.25%	4.55%	12.40%	17.50%	18.18%	13.20%	16.54%	13.10%	9.46%	16.19%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	135	23	21	10	1	3	8	3	2	10	4	4	8	1	4	11	5	9	4	4					
		2.15%	2.24%	2.97%	1.31%	0.46%	2.83%	3.64%	2.22%	2.50%	3.08%	1.67%	2.60%	3.20%	0.42%	2.42%	2.20%	1.88%	1.40%	2.70%	3.81%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1055	247	122	137	26	6	26	11	1	56	47	9	42	33	22	67	45	112	17	29					
		16.77%	24.03%	17.23%	17.96%	11.98%	5.66%	11.82%	8.15%	1.25%	17.23%	19.67%	5.84%	16.80%	13.75%	13.33%	13.40%	16.92%	17.47%	11.49%	27.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	123	28	15	12	2	4	1	0	5	2	2	1	4	2	2	11	5	15	3	9					
		1.96%	2.72%	2.12%	1.57%	0.92%	3.77%	0.45%	0.00%	6.25%	0.62%	0.84%	0.65%	1.60%	0.83%	1.21%	2.20%	1.88%	2.34%	2.03%	8.57%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2825	353	284	301	98	58	110	67	45	172	100	97	120	126	73	249	133	324	82	33					
		44.91%	34.34%	40.11%	39.45%	45.16%	54.72%	50.00%	49.63%	56.25%	52.92%	41.84%	62.99%	48.00%	52.50%	44.24%	49.80%	50.00%	50.55%	55.41%	31.43%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	30	6	4	6	0	1	1	0	0	1	0	1	3	2	2	1	0	1	1	0					
		0.48%	0.58%	0.56%	0.79%	0.00%	0.94%	0.45%	0.00%	0.00%	0.31%	0.00%	0.65%	1.20%	0.83%	1.21%	0.20%	0.00%	0.16%	0.68%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
