Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Талдомская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №2890	УИК №2891	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921					
1	"Число избирателей, внесенных в списки избирателей"	39083	2169	1989	2001	1530	829	1736	1371	280	897	1925	2065	833	1181	1213	2221	1960	1892	1959	206	1441	1931	518	979	598	878	952	981	843	702	384	350	269					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31250	1750	1600	1650	1250	650	1400	1000	200	700	1550	1600	650	900	1000	1600	1600	1550	1550	200	1200	1500	400	800	500	750	800	800	700	600	300	300	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18407	1129	1046	1024	674	326	853	530	150	370	890	937	390	488	535	1025	987	869	879	111	711	945	300	480	229	396	431	449	470	341	170	179	93					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2093	45	64	56	72	53	40	143	45	89	29	32	10	59	43	39	27	17	40	7	54	56	13	111	168	120	155	163	78	98	53	50	64					
6	Число погашенных избирательных бюллетеней	10750	576	490	570	504	271	507	327	5	241	631	631	250	353	422	536	586	664	631	82	435	499	87	209	103	234	214	188	152	161	77	71	43					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2093	45	64	56	72	53	40	143	45	89	29	32	10	59	43	39	27	17	40	7	54	56	13	111	168	120	155	163	78	98	53	50	64					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18402	1129	1046	1024	674	326	852	530	150	370	890	937	390	488	535	1022	987	869	879	111	711	945	300	480	229	396	431	449	470	341	170	178	93					
9	Число недействительных избирательных бюллетеней	225	11	15	19	9	3	8	4	1	6	9	9	4	8	7	22	9	8	12	0	8	9	2	3	2	2	6	6	9	3	8	1	2					
10	Число действительных избирательных бюллетеней	20270	1163	1095	1061	737	376	884	669	194	453	910	960	396	539	571	1039	1005	878	907	118	757	992	311	588	395	514	580	606	539	436	215	227	155					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1067	50	50	40	20	20	35	20	20	20	40	30	20	20	20	50	27	40	40	20	20	30	20	40	50	70	50	60	40	45	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	864	36	47	38	19	13	33	18	0	8	40	24	11	3	20	49	25	35	40	7	15	27	9	34	35	61	50	51	40	40	10	18	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	357	7	9	12	13	17	7	31	7	21	9	65	13	10	3	18	6	9	6	8	4	9	2	3	8	9	6	6	5	6	4	11	13					
14	Число погашенных неиспользованных открепительных удостоверений	203	14	3	2	1	7	2	2	20	12	0	6	9	17	0	1	2	5	0	13	5	3	11	6	15	9	0	9	0	5	10	2	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	755	37	36	38	29	13	41	30	7	13	25	35	8	27	20	49	32	44	20	8	30	35	11	37	10	14	26	22	26	11	11	7	3					
		3.68%	3.15%	3.24%	3.52%	3.89%	3.43%	4.60%	4.46%	3.59%	2.83%	2.72%	3.61%	2.00%	4.94%	3.46%	4.62%	3.16%	4.97%	2.18%	6.78%	3.92%	3.50%	3.51%	6.26%	2.52%	2.71%	4.44%	3.59%	4.74%	2.51%	4.93%	3.07%	1.91%					
19	2.Всероссийская политическая партия «Гражданская Сила»	246	17	8	16	8	2	8	6	0	3	11	10	3	9	9	19	20	11	17	1	13	7	1	2	2	3	1	2	33	0	0	3	1					
		1.20%	1.45%	0.72%	1.48%	1.07%	0.53%	0.90%	0.89%	0.00%	0.65%	1.20%	1.03%	0.75%	1.65%	1.56%	1.79%	1.97%	1.24%	1.85%	0.85%	1.70%	0.70%	0.32%	0.34%	0.50%	0.58%	0.17%	0.33%	6.02%	0.00%	0.00%	1.32%	0.64%					
20	3.Политическая партия «Демократическая партия России»	18	0	0	0	1	0	1	1	0	0	0	0	0	1	0	3	0	0	4	0	1	1	0	0	0	0	1	0	1	0	0	2	1					
