Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Новозыбковская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145					
1	"Число избирателей, внесенных в списки избирателей"	9908	968	987	252	208	236	199	424	404	130	547	85	378	368	224	429	312	713	860	554	371	507	620	132					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9940	958	1004	247	205	238	197	427	411	126	544	83	379	374	221	431	317	725	856	557	365	508	636	131					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6032	534	583	157	125	138	121	249	314	100	309	62	270	201	115	220	222	391	451	349	259	332	427	103					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	899	51	70	21	27	37	30	31	34	17	62	6	22	47	20	48	29	67	125	49	26	51	25	4					
6	Число погашенных избирательных бюллетеней	3009	373	351	69	53	63	46	147	63	9	173	15	87	126	86	163	66	267	280	159	80	125	184	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	899	51	70	21	27	37	30	31	34	17	62	6	22	47	20	48	29	67	125	49	26	51	25	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6031	534	583	157	125	138	121	249	314	100	309	62	270	201	115	220	222	391	451	349	259	332	426	103					
9	Число недействительных избирательных бюллетеней	46	4	5	2	1	1	3	3	2	2	3	1	1	0	3	1	5	2	2	0	1	2	2	0					
10	Число действительных избирательных бюллетеней	6884	581	648	176	151	174	148	277	346	115	368	67	291	248	132	267	246	456	574	398	284	381	449	107					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	135	9	8	4	4	4	4	6	6	3	8	3	6	6	4	7	6	8	9	6	5	8	8	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	63	7	3	2	1	0	1	2	6	0	2	0	2	4	2	5	6	7	3	3	0	6	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	55	3	5	4	2	1	2	3	2	2	4	1	2	6	1	1	3	2	4	0	2	1	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	72	2	5	2	3	4	3	4	0	3	6	3	4	2	2	2	0	1	6	3	5	2	7	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0					
