Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Балахнинская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	64554	2208	1967	2042	2018	1994	2050	1992	2176	2168	1940	2299	2352	2348	2315	2104	2304	2298	2282	2316	2178	1597	998	2362	1964	509	1171	1646	1795	1454	1731	1006	546	1006	1111	555	1151	601									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	63372	2260	2016	2100	2100	2000	1999	2000	2150	2171	2050	2350	2055	2450	2300	2149	2350	2300	2183	2300	2000	1600	1000	2350	1979	450	1102	1500	1729	1200	1500	1000	494	1000	996	550	1054	585									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	27326	1201	1028	843	713	650	1148	1030	1498	630	751	880	939	1009	953	871	926	796	982	1073	776	765	510	609	748	105	347	537	722	532	719	714	216	763	347	136	406	453									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2235	11	22	101	9	65	61	110	43	66	56	2	7	14	39	51	38	34	32	99	49	43	8	124	92	116	46	40	60	6	11	0	200	183	60	105	156	76									
6	Число погашенных избирательных бюллетеней	33804	1048	966	1158	1378	1285	790	860	609	1466	1243	1468	1109	1427	1308	1227	1386	1470	1169	1128	1175	792	482	1617	1139	229	709	923	947	662	770	286	78	54	589	309	492	56									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2235	11	22	101	9	65	61	110	43	66	56	2	7	14	39	51	38	34	32	99	49	43	8	124	92	116	46	40	60	6	11	0	200	183	60	105	156	76									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	27152	1201	913	843	712	650	1148	1030	1498	630	695	878	939	1009	953	871	926	796	982	1073	776	765	510	609	748	105	347	537	722	532	719	714	216	763	347	136	406	453									
9	Число недействительных избирательных бюллетеней	659	23	19	11	23	27	37	44	5	19	17	37	37	18	26	16	21	20	31	21	16	13	2	11	36	3	5	4	19	20	9	5	2	5	27	15	15	0									
10	Число действительных избирательных бюллетеней	28728	1189	916	933	698	688	1172	1096	1536	677	734	843	909	1005	966	906	943	810	983	1151	809	795	516	722	804	218	388	573	763	518	721	709	414	941	380	226	547	529									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1123	40	35	35	35	35	35	35	40	40	35	40	40	40	40	40	40	40	40	40	40	27	17	40	33	10	20	27	28	25	27	20	10	17	17	10	20	10									
