Выборы Президента Российской Федерации																											
																											
Наименование Избирательной комиссии:    Хвойнинская																											
																											
Итоги голосования 																											
																											
		Сумма	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512					
1	"Число избирателей, внесенных в список"	13217	2017	1555	1692	760	196	88	111	192	139	195	1063	534	247	241	352	491	297	1385	249	1413					
2	Число полученных избирательных бюллетеней	12835	2000	1600	1600	738	187	84	95	185	135	187	1000	528	246	220	323	476	291	1300	240	1400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7036	1082	788	827	321	114	61	51	120	94	155	522	241	153	132	210	274	170	776	167	778					
5	"Число избирательных бюллетеней, выданных вне помещения"	1020	67	82	75	101	42	5	35	37	5	6	102	89	47	36	57	80	57	68	21	8					
6	Число погашенных избирательных бюллетеней	4779	851	730	698	316	31	18	9	28	36	26	376	198	46	52	56	122	64	456	52	614					
7	Число избирательных бюллетеней в переносных ящиках	1020	67	82	75	101	42	5	35	37	5	6	102	89	47	36	57	80	57	68	21	8					
8	Число бюллетеней в стационарных ящиках для голосования	7035	1082	788	826	321	114	61	51	120	94	155	522	241	153	132	210	274	170	776	167	778					
9	Число недействительных избирательных бюллетеней	40	3	2	7	4	3	0	1	1	0	0	0	2	1	2	0	1	2	3	0	8					
10	Число действительных избирательных бюллетеней	8015	1146	868	894	418	153	66	85	156	99	161	624	328	199	166	267	353	225	841	188	778					
11	Число полученных открепительных  удостоверений	174	18	17	12	10	5	3	3	5	5	5	12	10	6	6	8	8	6	17	6	12					
12	Число выданных открепительных удостоверений	82	17	14	9	2	0	0	0	0	1	4	1	7	1	0	1	6	3	10	0	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	56	8	3	3	0	1	2	2	0	0	0	2	3	0	4	7	1	3	9	1	7					
14	Число неиспользованных открепительных удостоверений	92	1	3	3	8	5	3	3	5	4	1	11	3	5	6	7	2	3	7	6	6					
15	"Число открепительных удостоверений, выданных в ТИК"	9	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																											
18	. Глазьев Сергей Юрьевич	143	28	15	19	6	1	3	2	1	1	2	15	3	6	3	5	6	0	8	1	18					
		1.78%	2.44%	1.72%	2.11%	1.42%	0.64%	4.55%	2.33%	0.64%	1.01%	1.24%	2.40%	0.91%	3.00%	1.79%	1.87%	1.69%	0.00%	0.95%	0.53%	2.29%					
19	. Малышкин Олег Александрович	192	26	21	24	4	5	1	1	4	0	0	15	5	8	4	10	6	7	22	6	23					
		2.38%	2.26%	2.41%	2.66%	0.95%	3.21%	1.52%	1.16%	2.55%	0.00%	0.00%	2.40%	1.52%	4.00%	2.38%	3.75%	1.69%	3.08%	2.61%	3.19%	2.93%					
20	. Миронов Сергей Михайлович	79	10	6	9	8	0	2	0	2	1	2	0	3	3	0	3	4	3	6	4	13					
		0.98%	0.87%	0.69%	1.00%	1.90%	0.00%	3.03%	0.00%	1.27%	1.01%	1.24%	0.00%	0.91%	1.50%	0.00%	1.12%	1.13%	1.32%	0.71%	2.13%	1.65%					
21	. Путин Владимир Владимирович	6250	864	685	692	336	118	50	72	135	94	124	484	256	138	135	211	278	180	645	145	608					
		77.59%	75.20%	78.74%	76.80%	79.62%	75.64%	75.76%	83.72%	85.99%	94.95%	77.02%	77.56%	77.58%	69.00%	80.36%	79.03%	78.53%	79.30%	76.42%	77.13%	77.35%					
22	. Хакамада Ирина Муцуовна	165	30	16	18	6	5	2	4	2	0	6	6	4	4	6	5	8	11	16	7	9					
		2.05%	2.61%	1.84%	2.00%	1.42%	3.21%	3.03%	4.65%	1.27%	0.00%	3.73%	0.96%	1.21%	2.00%	3.57%	1.87%	2.26%	4.85%	1.90%	3.72%	1.15%					
23	. Харитонов Николай Михайлович	1084	166	116	121	55	24	5	6	11	3	20	98	56	39	18	27	48	23	129	24	95					
		13.46%	14.45%	13.33%	13.43%	13.03%	15.38%	7.58%	6.98%	7.01%	3.03%	12.42%	15.71%	16.97%	19.50%	10.71%	10.11%	13.56%	10.13%	15.28%	12.77%	12.09%					
																											
24	Против всех	102	22	9	11	3	0	3	0	1	0	7	6	1	1	0	6	3	1	15	1	12					
		1.27%	1.91%	1.03%	1.22%	0.71%	0.00%	4.55%	0.00%	0.64%	0.00%	4.35%	0.96%	0.30%	0.50%	0.00%	2.25%	0.85%	0.44%	1.78%	0.53%	1.53%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
