Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
"Наименование Избирательной комиссии:    Владикавказ, Левобережная"																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317					
1	"Число избирателей, внесенных в списки"	114498	744	1262	1152	2877	1995	2978	1908	2132	1100	2932	2700	3050	2932	82	523	26	2031	89	1587	1070	2512	897	2221	1464	370	2560	2155	2722	908	1825	1711	1591	2079	2219	1600	1848	2121	2457	2635	2754	1307	3177	2842	2728	2763	2783	3008	2946	2800	2238	1457	2326	3110	2560	1602	2129	2903					
2	"Число бюллетеней, полученных участковыми комиссиями"	106074	650	1151	1050	2400	1678	2497	2099	1997	1000	2551	2500	2555	2398	94	550	150	1750	90	1390	2154	2200	2100	2000	1050	400	2252	2003	2300	1836	1616	1548	1400	1643	2008	1350	1649	2000	2247	2309	2420	2472	2614	2446	2453	2600	2398	2650	2564	2404	2036	1301	2603	2547	2050	1402	2050	2449					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	54873	337	661	588	2148	28	1028	792	746	480	1511	2171	1243	1308	82	418	0	918	89	651	1033	1247	871	1014	816	347	1538	1379	1103	867	821	822	799	1001	924	802	903	938	1356	1273	1460	1266	1418	1247	1241	1042	974	1086	1026	1001	840	609	1299	1386	1250	614	969	1092					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2355	37	32	2	19	812	52	51	39	15	25	22	23	21	0	0	26	35	0	36	37	53	26	31	12	0	36	45	36	41	16	38	21	27	45	23	26	45	34	44	52	41	35	26	33	27	13	32	7	23	16	31	26	44	27	13	12	14					
6	Число погашенных бюллетеней	48846	276	458	460	233	838	1417	1256	1212	505	1015	307	1289	1069	12	132	124	797	1	703	1084	900	1203	955	222	53	678	579	1161	928	779	688	580	615	1039	525	720	1017	857	992	908	1165	1161	1173	1179	1531	1411	1532	1531	1380	1180	661	1278	1117	773	775	1069	1343					
7	Число бюллетеней в переносных ящиках для голосования	1540	37	32	2	19	28	52	51	39	15	25	22	23	21	0	0	26	35	0	36	37	53	26	31	12	0	36	45	36	41	16	38	21	27	45	23	26	45	34	13	52	41	35	26	33	27	13	32	7	23	16	31	26	44	27	13	12	14					
8	Число бюллетеней в стационарных ящиках для голосования	55448	337	661	587	2148	812	1028	792	746	480	1511	2110	1243	1286	82	418	0	918	89	651	1033	1143	871	1008	790	346	1538	1383	1103	867	821	822	799	1001	922	802	903	938	1356	1305	1460	1266	1383	1247	1239	1042	974	1086	1026	1016	840	609	1299	1386	1249	601	969	1106					
9	Число недействительных бюллетеней	1020	20	28	18	33	13	29	130	13	12	0	0	31	28	0	0	2	15	5	10	9	35	10	17	17	9	0	4	19	29	21	17	0	0	29	23	2	10	11	40	4	44	0	23	16	12	17	25	8	11	12	20	36	44	17	17	11	14					
10	Число действительных бюллетеней	55968	354	665	571	2134	827	1051	713	772	483	1536	2132	1235	1279	82	418	24	938	84	677	1061	1161	887	1022	785	337	1574	1424	1120	879	816	843	820	1028	938	802	927	973	1379	1278	1508	1263	1418	1250	1256	1057	970	1093	1025	1028	844	620	1289	1386	1259	597	970	1106					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	3390	10	10	10	50	60	110	40	70	40	80	100	40	70	0	0	0	50	0	50	75	75	75	40	50	0	50	60	80	70	80	80	70	50	60	30	70	80	50	90	40	50	100	90	70	65	80	80	90	70	70	70	90	110	70	60	80	80					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	2545	2	1	10	40	37	67	21	46	20	50	70	15	60	0	0	0	39	0	37	57	69	49	32	32	0	48	60	66	55	51	48	43	42	45	29	49	54	50	73	40	38	70	70	51	59	42	71	90	57	55	50	86	98	42	32	69	58					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2716	2	10	3	68	19	14	23	3	1	87	70	53	130	2	79	2	57	73	55	20	47	13	55	220	126	152	137	2	38	30	48	43	100	12	47	28	14	30	14	8	33	176	91	20	16	26	18	13	45	8	12	46	31	143	52	12	39					
14	Число погашенных открепительных удостоверений	845	8	9	0	10	23	43	19	24	20	30	30	25	10	0	0	0	11	0	13	18	6	26	8	18	0	2	0	14	15	29	32	27	8	15	1	21	26	0	17	0	12	30	20	19	6	38	9	0	13	15	20	4	12	28	28	11	22					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	949	20	67	26	46	0	20	4	25	10	0	15	31	33	4	13	0	24	2	0	5	13	9	12	13	4	3	19	24	11	20	19	2	19	14	18	4	10	35	28	22	16	7	21	11	26	30	17	15	17	9	13	20	22	29	9	32	11					
		1.66%	5.34%	9.66%	4.41%	2.12%	0.0%	1.85%	0.47%	3.18%	2.02%	0.0%	0.70%	2.44%	2.52%	4.87%	3.11%	0.0%	2.51%	2.24%	0.0%	0.46%	1.08%	1.00%	1.15%	1.62%	1.15%	0.19%	1.33%	2.10%	1.21%	2.38%	2.20%	0.24%	1.84%	1.44%	2.18%	0.43%	1.01%	2.51%	2.12%	1.45%	1.22%	0.49%	1.64%	0.86%	2.43%	3.03%	1.52%	1.45%	1.63%	1.05%	2.03%	1.50%	1.53%	2.27%	1.46%	3.26%	0.98%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3471	9	11	37	108	30	77	73	77	47	26	51	87	134	11	4	2	66	0	50	62	101	56	53	34	140	79	68	72	48	36	59	31	17	46	43	53	52	69	92	224	59	68	81	93	71	79	68	73	36	50	25	72	106	106	50	63	36					
		6.09%	2.40%	1.58%	6.28%	4.98%	3.57%	7.12%	8.65%	9.80%	9.49%	1.69%	2.39%	6.87%	10.25%	13.41%	0.95%	7.69%	6.92%	0.0%	7.27%	5.79%	8.44%	6.24%	5.10%	4.23%	40.46%	5.01%	4.76%	6.32%	5.28%	4.30%	6.86%	3.78%	1.65%	4.75%	5.21%	5.70%	5.28%	4.96%	6.98%	14.81%	4.51%	4.79%	6.36%	7.31%	6.64%	8.00%	6.08%	7.06%	3.46%	5.84%	3.90%	5.43%	7.41%	8.30%	8.14%	6.42%	3.21%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1751	3	8	14	48	23	50	23	34	25	43	34	56	51	2	7	1	34	0	0	28	43	41	42	14	3	33	50	36	29	33	43	20	36	52	41	20	23	75	12	50	35	5	62	36	21	27	39	31	33	10	24	73	63	10	38	37	27					
		3.07%	0.80%	1.15%	2.37%	2.21%	2.73%	4.62%	2.72%	4.33%	5.05%	2.79%	1.59%	4.42%	3.90%	2.43%	1.67%	3.84%	3.56%	0.0%	0.0%	2.61%	3.59%	4.57%	4.04%	1.74%	0.86%	2.09%	3.50%	3.16%	3.19%	3.94%	5.0%	2.43%	3.50%	5.37%	4.96%	2.15%	2.33%	5.39%	0.91%	3.30%	2.67%	0.35%	4.87%	2.83%	1.96%	2.73%	3.48%	3.00%	3.17%	1.16%	3.75%	5.50%	4.40%	0.78%	6.18%	3.77%	2.41%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	801	4	3	15	34	0	22	5	17	6	7	10	27	43	2	4	2	16	0	0	12	20	26	13	7	0	17	19	18	20	8	19	2	8	11	11	6	21	23	16	33	17	4	23	15	0	21	25	25	18	22	9	18	27	11	15	20	4					
		1.40%	1.06%	0.43%	2.54%	1.56%	0.0%	2.03%	0.59%	2.16%	1.21%	0.45%	0.46%	2.13%	3.28%	2.43%	0.95%	7.69%	1.67%	0.0%	0.0%	1.12%	1.67%	2.89%	1.25%	0.87%	0.0%	1.08%	1.33%	1.58%	2.20%	0.95%	2.20%	0.24%	0.77%	1.13%	1.33%	0.64%	2.13%	1.65%	1.21%	2.18%	1.30%	0.28%	1.80%	1.17%	0.0%	2.12%	2.23%	2.42%	1.73%	2.57%	1.40%	1.35%	1.88%	0.86%	2.44%	2.03%	0.35%					
22	"5. ""За Русь Святую"""	210	2	1	1	9	4	1	1	5	3	0	3	9	0	0	3	0	5	0	5	6	6	1	2	7	1	1	6	5	2	8	2	0	0	9	9	2	4	9	7	9	7	3	5	5	0	12	3	2	2	0	1	5	9	3	1	3	1					
		0.36%	0.53%	0.14%	0.16%	0.41%	0.47%	0.09%	0.11%	0.63%	0.60%	0.0%	0.14%	0.71%	0.0%	0.0%	0.71%	0.0%	0.52%	0.0%	0.72%	0.56%	0.50%	0.11%	0.19%	0.87%	0.28%	0.06%	0.42%	0.43%	0.22%	0.95%	0.23%	0.0%	0.0%	0.93%	1.09%	0.21%	0.40%	0.64%	0.53%	0.59%	0.53%	0.21%	0.39%	0.39%	0.0%	1.21%	0.26%	0.19%	0.19%	0.0%	0.15%	0.37%	0.62%	0.23%	0.16%	0.30%	0.08%					
23	"6. ""Объединенная Российская партия ""Русь"""	109	2	8	4	12	1	4	4	4	1	8	0	3	3	0	1	0	2	0	1	2	1	0	4	0	0	0	0	0	1	1	1	1	0	3	1	0	1	3	2	3	0	0	1	4	0	4	7	0	1	3	2	1	0	0	1	2	1					
		0.19%	0.53%	1.15%	0.67%	0.55%	0.11%	0.37%	0.47%	0.50%	0.20%	0.52%	0.0%	0.23%	0.22%	0.0%	0.23%	0.0%	0.20%	0.0%	0.14%	0.18%	0.08%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.11%	0.11%	0.12%	0.0%	0.31%	0.12%	0.0%	0.10%	0.21%	0.15%	0.19%	0.0%	0.0%	0.07%	0.31%	0.0%	0.40%	0.62%	0.0%	0.09%	0.35%	0.31%	0.07%	0.0%	0.0%	0.16%	0.20%	0.08%					
24	"7. ""Новый курс - Автомобильная Россия"""	309	2	2	5	17	11	8	0	11	2	0	0	9	10	1	4	0	3	0	0	4	5	5	7	2	2	4	5	3	12	18	5	0	7	7	6	2	0	8	9	4	2	2	12	6	9	9	7	7	2	3	3	13	12	3	2	6	11					
		0.54%	0.53%	0.28%	0.84%	0.78%	1.30%	0.74%	0.0%	1.40%	0.40%	0.0%	0.0%	0.71%	0.76%	1.21%	0.95%	0.0%	0.31%	0.0%	0.0%	0.37%	0.41%	0.55%	0.67%	0.24%	0.57%	0.25%	0.35%	0.26%	1.32%	2.15%	0.58%	0.0%	0.68%	0.72%	0.72%	0.21%	0.0%	0.57%	0.68%	0.26%	0.15%	0.14%	0.94%	0.47%	0.84%	0.91%	0.62%	0.67%	0.19%	0.35%	0.46%	0.98%	0.83%	0.23%	0.32%	0.61%	0.98%					
25	"8. ""Народно-республиканская партия России"""	164	3	3	4	6	0	3	1	4	2	0	5	8	5	0	2	0	0	0	0	0	0	0	2	4	0	4	3	3	4	4	1	3	0	10	1	0	1	1	4	2	0	0	5	2	0	5	2	4	5	2	3	8	4	27	2	2	0					
