Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Гурьевская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106					
1	"Число избирателей, внесенных в список"	35006	2278	2627	2456	1247	602	411	521	1008	710	211	831	360	497	435	549	831	504	2076	2632	2029	722	615	1287	669	2435	1265	764	917	1300	1671	546					
2	Число полученных избирательных бюллетеней	35134	2220	2583	2377	1188	596	452	525	1070	732	210	800	368	499	452	551	844	491	2038	2626	2013	719	659	1335	721	2446	1281	777	932	1412	1653	564					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18792	1397	1464	1339	613	317	272	288	496	390	133	489	228	289	231	337	435	264	999	1295	1112	322	259	642	353	1408	637	371	486	640	887	399					
5	"Число избирательных бюллетеней, выданных вне помещения"	770	15	37	29	39	12	11	17	53	32	5	39	15	21	10	12	35	14	10	11	20	52	36	13	42	16	45	29	15	55	6	24					
6	Число погашенных избирательных бюллетеней	15573	808	1082	1009	536	267	169	220	521	310	72	272	125	189	211	202	374	213	1029	1320	881	345	364	680	326	1022	599	377	431	717	760	142					
7	Число избирательных бюллетеней в переносных ящиках	770	15	37	29	39	12	11	17	53	32	5	39	15	21	10	12	35	14	10	11	20	52	36	13	42	16	45	29	15	55	6	24					
8	Число бюллетеней в стационарных ящиках для голосования	18781	1397	1464	1338	613	307	272	288	496	390	133	489	228	289	231	337	435	264	999	1295	1112	322	259	642	353	1408	637	371	486	640	887	399					
9	Число недействительных избирательных бюллетеней	238	10	21	16	4	5	9	8	13	4	0	9	4	2	5	5	3	2	7	11	9	15	0	10	4	24	10	4	5	14	3	2					
10	Число действительных избирательных бюллетеней	19313	1402	1480	1351	648	314	274	297	536	418	138	519	239	308	236	344	467	276	1002	1295	1123	359	295	645	391	1400	672	396	496	681	890	421					
11	Число полученных открепительных  удостоверений	356	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	36					
12	Число выданных открепительных удостоверений	136	6	9	8	5	4	1	4	2	3	1	0	0	3	3	1	1	0	6	6	0	0	1	5	10	3	2	1	2	2	18	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	99	2	4	7	4	0	2	2	8	2	3	2	4	1	2	1	0	4	4	4	3	1	1	5	0	8	5	3	1	2	12	2					
14	Число неиспользованных открепительных удостоверений	220	4	1	2	5	6	9	6	8	7	9	10	10	7	7	9	9	10	4	4	10	10	9	5	0	7	8	9	8	8	12	7					
15	"Число открепительных удостоверений, выданных в ТИК"	4	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	687	63	78	68	26	4	8	4	8	10	3	5	7	10	2	20	15	6	38	50	43	16	9	28	11	44	27	9	14	24	26	11					
		3.51%	4.46%	5.20%	4.97%	3.99%	1.25%	2.83%	1.31%	1.46%	2.37%	2.17%	0.95%	2.88%	3.23%	0.83%	5.73%	3.19%	2.16%	3.77%	3.83%	3.80%	4.28%	3.05%	4.27%	2.78%	3.09%	3.96%	2.25%	2.79%	3.45%	2.91%	2.60%					
19	. Малышкин Олег Александрович	361	15	36	27	11	7	2	4	6	10	0	16	3	5	9	3	9	5	19	23	12	1	3	8	8	44	9	4	7	23	26	6					
		1.85%	1.06%	2.40%	1.98%	1.69%	2.19%	0.71%	1.31%	1.09%	2.37%	0.00%	3.03%	1.23%	1.61%	3.73%	0.86%	1.91%	1.80%	1.88%	1.76%	1.06%	0.27%	1.02%	1.22%	2.03%	3.09%	1.32%	1.00%	1.40%	3.31%	2.91%	1.42%					
20	. Миронов Сергей Михайлович	131	9	15	13	4	3	4	1	4	1	0	3	2	2	1	3	2	2	4	7	7	2	4	12	1	11	2	0	1	2	9	0					
		0.67%	0.64%	1.00%	0.95%	0.61%	0.94%	1.41%	0.33%	0.73%	0.24%	0.00%	0.57%	0.82%	0.65%	0.41%	0.86%	0.43%	0.72%	0.40%	0.54%	0.62%	0.53%	1.36%	1.83%	0.25%	0.77%	0.29%	0.00%	0.20%	0.29%	1.01%	0.00%					
21	. Путин Владимир Владимирович	15054	1078	1116	1046	508	262	227	241	448	354	121	413	198	244	201	259	384	219	756	987	829	291	233	478	310	1062	527	338	401	551	634	338					
		77.00%	76.35%	74.35%	76.52%	77.91%	82.13%	80.21%	79.02%	81.60%	83.89%	87.68%	78.22%	81.48%	78.71%	83.40%	74.21%	81.70%	78.78%	74.93%	75.57%	73.23%	77.81%	78.98%	72.98%	78.48%	74.58%	77.27%	84.50%	80.04%	79.28%	71.00%	79.91%					
