Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Тавдинская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926					
1	"Число избирателей, внесенных в список"	37467	734	622	611	829	584	766	653	1911	2173	904	1761	1545	1407	1304	2164	1900	2045	2054	302	1766	749	2158	841	1503	183	77	202	852	395	453	215	304	823	497	330	1850					
2	Число полученных избирательных бюллетеней	37123	709	609	527	832	573	761	651	1897	2156	895	1742	1515	1384	1299	2128	1864	2097	2011	287	1738	805	2074	901	1502	200	90	200	847	382	446	215	301	818	503	326	1838					
3	"Число избирательных бюллетеней, выданных  досрочно"	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17204	330	269	266	389	248	361	215	840	955	430	915	704	628	616	1089	957	1005	923	123	713	370	989	286	799	122	46	109	377	127	153	113	142	259	214	197	925					
5	"Число избирательных бюллетеней, выданных вне помещения"	1786	83	76	40	27	27	26	39	33	34	13	33	0	20	26	49	81	46	74	39	46	11	44	203	107	7	2	11	38	107	139	2	26	170	58	11	38					
6	Число погашенных избирательных бюллетеней	18117	296	264	221	416	298	374	397	1024	1167	452	794	811	736	657	990	826	1046	1014	125	979	424	1041	412	596	71	42	80	432	148	143	100	128	389	231	118	875					
7	Число избирательных бюллетеней в переносных ящиках	1802	83	76	40	27	27	26	39	33	34	13	33	0	20	26	49	81	46	74	39	46	11	44	203	107	7	2	11	38	107	150	2	31	170	58	11	38					
8	Число бюллетеней в стационарных ящиках для голосования	17203	330	269	266	389	248	361	215	840	955	430	915	704	628	616	1089	957	1005	923	123	712	370	989	286	799	122	46	109	377	127	153	113	142	259	214	197	925					
9	Число недействительных избирательных бюллетеней	233	2	5	0	8	7	0	3	13	12	9	10	1	11	7	10	5	6	7	1	13	11	15	17	14	5	0	1	7	3	1	0	9	5	2	3	10					
10	Число действительных избирательных бюллетеней	18772	411	340	306	408	268	387	251	860	977	434	938	703	637	635	1128	1033	1045	990	161	745	370	1018	472	892	124	48	119	408	231	302	115	164	424	270	205	953					
11	Число полученных открепительных  удостоверений	735	20	20	20	20	20	20	20	30	30	30	30	30	30	30	40	30	30	25	20	20	20	20	10	10	10	10	10	20	10	10	10	10	10	20	10	30					
12	Число выданных открепительных удостоверений	318	13	8	2	11	3	0	4	7	22	12	18	8	12	9	25	20	15	22	1	8	7	17	3	9	8	9	0	3	0	0	1	2	9	14	0	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	241	36	9	2	1	4	1	0	3	11	9	12	4	2	5	18	21	15	17	3	12	4	5	4	12	3	0	3	1	8	0	0	0	4	5	0	7					
14	Число неиспользованных открепительных удостоверений	417	7	12	18	9	17	20	16	23	8	18	12	22	18	21	15	10	15	3	19	12	13	3	7	1	2	1	10	17	10	10	9	8	1	6	10	14					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	. Глазьев Сергей Юрьевич	612	12	6	7	22	2	9	2	31	24	19	38	30	22	25	35	43	50	43	1	23	13	39	27	10	1	0	3	12	3	7	1	1	5	9	2	35					
		3.22%	2.91%	1.74%	2.29%	5.29%	0.73%	2.33%	0.79%	3.55%	2.43%	4.29%	4.01%	4.26%	3.40%	3.89%	3.08%	4.14%	4.76%	4.31%	0.62%	3.03%	3.41%	3.78%	5.52%	1.10%	0.78%	0.00%	2.50%	2.89%	1.28%	2.31%	0.87%	0.58%	1.17%	3.31%	0.96%	3.63%					
19	. Малышкин Олег Александрович	473	24	9	5	2	9	3	6	23	20	13	20	23	11	20	29	17	29	13	8	23	11	33	15	10	0	1	4	10	4	5	3	6	14	11	4	35					
		2.49%	5.81%	2.61%	1.63%	0.48%	3.27%	0.78%	2.36%	2.63%	2.02%	2.93%	2.11%	3.27%	1.70%	3.12%	2.55%	1.64%	2.76%	1.30%	4.94%	3.03%	2.89%	3.19%	3.07%	1.10%	0.00%	2.08%	3.33%	2.41%	1.71%	1.65%	2.61%	3.47%	3.26%	4.04%	1.92%	3.63%					
20	. Миронов Сергей Михайлович	127	7	3	2	4	3	0	2	9	6	5	12	3	4	5	4	3	4	3	1	4	3	11	10	6	1	1	0	2	0	1	1	1	0	2	0	4					
		0.67%	1.69%	0.87%	0.65%	0.96%	1.09%	0.00%	0.79%	1.03%	0.61%	1.13%	1.27%	0.43%	0.62%	0.78%	0.35%	0.29%	0.38%	0.30%	0.62%	0.53%	0.79%	1.06%	2.04%	0.66%	0.78%	2.08%	0.00%	0.48%	0.00%	0.33%	0.87%	0.58%	0.00%	0.74%	0.00%	0.42%					
21	. Путин Владимир Владимирович	14190	300	262	242	292	200	326	201	633	728	333	641	505	490	459	859	751	778	730	132	527	274	714	361	758	115	42	98	334	190	263	100	141	332	214	176	689					
		74.66%	72.64%	75.94%	79.08%	70.19%	72.73%	84.24%	79.13%	72.51%	73.61%	75.17%	67.62%	71.73%	75.62%	71.50%	75.48%	72.35%	74.02%	73.22%	81.48%	69.53%	71.92%	69.12%	73.82%	83.66%	89.15%	87.50%	81.67%	80.48%	81.20%	86.80%	86.96%	81.50%	77.39%	78.68%	84.62%	71.55%					
