Выборы Президента Российской Федерации																																															
Дата голосования: 04.03.2012																																															
																																															
Наименование Избирательной комиссии:    Тавдинская																																															
																																															
Сводная таблица итогов голосования																																															
																																															
	Число участковых избирательных комиссий	36																																													
	Число участковых избирательных комиссий, приступивших к передаче сведений	36																																													
																																															
		Сумма	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926									
1	Число избирателей, включенных в список избирателей	34784	644	582	507	708	500	798	552	1953	1803	858	1593	1560	1382	1202	1934	1591	2169	1945	276	1683	726	1890	812	1363	180	48	155	682	362	435	210	277	822	482	299	1801									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	34030	550	550	450	700	450	750	550	1950	1900	850	1600	1500	1250	1200	1900	1550	2100	1850	250	1650	700	1850	750	1330	200	55	150	705	375	450	205	290	810	495	315	1800									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	1	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	18404	281	261	255	390	260	417	263	1024	934	465	916	845	771	626	1169	959	1236	1092	130	857	414	1023	364	673	99	26	86	293	154	180	96	126	280	261	180	998									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1784	118	58	25	35	10	36	26	57	57	21	39	47	30	31	39	91	51	102	25	48	15	97	82	132	5	0	4	80	70	103	14	16	114	30	37	39									
6	Число погашенных избирательных бюллетеней	13834	151	231	170	275	180	297	261	869	909	364	645	608	449	543	692	500	813	656	95	745	271	730	304	525	96	29	60	329	151	164	94	147	416	204	98	763									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1792	118	58	25	35	10	36	26	57	57	21	39	47	30	31	39	91	51	102	25	48	15	97	82	132	5	0	4	83	70	106	15	17	114	30	37	39									
8	Число бюллетеней в стационарных ящиках для голосования	18402	281	261	255	390	260	416	263	1024	934	464	916	845	771	626	1169	959	1236	1092	130	857	414	1023	364	673	99	26	86	293	154	180	96	126	280	261	180	998									
9	Число недействительных избирательных бюллетеней	173	0	0	8	5	4	5	3	7	17	4	5	8	3	4	14	6	8	10	0	12	2	9	5	6	1	0	0	1	3	2	0	3	3	7	0	8									
10	Число действительных избирательных бюллетеней	20021	399	319	272	420	266	447	286	1074	974	481	950	884	798	653	1194	1044	1279	1184	155	893	427	1111	441	799	103	26	90	375	221	284	111	140	391	284	217	1029									
11	Число полученных открепительных  удостоверений	950	20	10	10	30	20	15	15	40	50	35	45	35	35	30	40	55	55	45	10	25	15	40	20	40	10	10	10	20	15	15	5	15	15	30	20	50									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	753	15	8	8	25	10	9	12	30	46	32	33	27	28	29	39	49	43	43	5	22	10	32	12	35	6	6	2	12	14	11	1	10	8	25	18	38									
13	Число избирателей, проголосовавших по открепительным удостоверениям	506	64	9	8	3	13	10	7	15	18	11	16	15	28	16	38	35	22	25	6	11	12	27	25	18	3	2	5	2	6	3	3	1	3	5	3	18									
14	Число неиспользованных открепительных удостоверений	197	5	2	2	5	10	6	3	10	4	3	12	8	7	1	1	6	12	2	5	3	5	8	8	5	4	4	8	8	1	4	4	5	7	5	2	12									
15	Число открепительных удостоверений, выданных избирателям ТИК	46	3	0	1	1	1	1	1	0	5	1	2	3	1	0	4	2	2	4	1	4	0	2	0	2	0	0	0	1	0	1	0	0	1	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	Жириновский Владимир Вольфович	1580	38	36	26	29	29	40	26	99	92	26	67	75	43	45	84	61	93	89	12	69	29	81	43	55	4	0	12	43	24	30	7	18	57	27	8	63									
		7.82%	9.52%	11.29%	9.29%	6.82%	10.74%	8.85%	8.99%	9.16%	9.28%	5.36%	7.02%	8.41%	5.37%	6.85%	6.95%	5.81%	7.23%	7.45%	7.74%	7.62%	6.76%	7.23%	9.64%	6.83%	3.85%	0.00%	13.33%	11.44%	10.71%	10.49%	6.31%	12.59%	14.47%	9.28%	3.69%	6.08%									
20	Зюганов Геннадий Андреевич	2863	58	48	38	63	35	57	37	171	131	60	121	150	103	95	202	171	197	167	17	142	67	172	57	90	8	5	13	41	26	29	10	12	43	25	18	184									
		14.18%	14.54%	15.05%	13.57%	14.82%	12.96%	12.61%	12.80%	15.82%	13.22%	12.37%	12.67%	16.82%	12.86%	14.46%	16.72%	16.29%	15.31%	13.99%	10.97%	15.69%	15.62%	15.36%	12.78%	11.18%	7.69%	19.23%	14.44%	10.90%	11.61%	10.14%	9.01%	8.39%	10.91%	8.59%	8.29%	17.74%									
21	Миронов Сергей Михайлович	1430	27	16	15	22	26	27	18	73	72	55	97	64	65	51	105	91	127	95	4	39	37	65	38	27	4	2	5	22	7	7	4	7	18	7	6	85									
		7.08%	6.77%	5.02%	5.36%	5.18%	9.63%	5.97%	6.23%	6.75%	7.27%	11.34%	10.16%	7.17%	8.11%	7.76%	8.69%	8.67%	9.87%	7.96%	2.58%	4.31%	8.62%	5.80%	8.52%	3.35%	3.85%	7.69%	5.56%	5.85%	3.13%	2.45%	3.60%	4.90%	4.57%	2.41%	2.76%	8.20%									
22	Прохоров Михаил Дмитриевич	1429	20	18	9	21	22	19	18	60	61	34	83	69	51	53	107	88	98	107	10	57	48	74	31	44	8	0	1	15	12	19	2	15	7	24	8	116									
