Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Ровенская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506					
1	"Число избирателей, внесенных в списки"	12318	1491	1276	1087	117	337	231	1104	138	558	436	482	213	297	1154	244	857	1095	473	112	510	106					
2	"Число бюллетеней, полученных участковыми комиссиями"	12400	1500	1254	1065	123	351	245	1118	127	543	517	472	211	309	1151	259	872	1107	460	106	506	104					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7775	770	667	557	77	160	196	693	127	427	415	398	171	225	664	139	515	606	356	92	430	90					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	767	43	51	54	2	38	12	29	0	32	21	37	10	21	121	12	27	215	13	4	22	3					
6	Число погашенных бюллетеней	3858	687	536	454	44	153	37	396	0	84	81	37	30	63	366	108	330	286	91	10	54	11					
7	Число бюллетеней в переносных ящиках для голосования	767	43	51	54	2	38	12	29	0	32	21	37	10	21	121	12	27	215	13	4	22	3					
8	Число бюллетеней в стационарных ящиках для голосования	7773	770	667	557	77	160	196	691	127	427	415	398	171	225	664	139	515	606	356	92	430	90					
9	Число недействительных бюллетеней	248	22	29	18	7	13	2	12	2	19	0	3	2	1	23	11	38	12	3	3	28	0					
10	Число действительных бюллетеней	8292	791	689	593	72	185	206	708	125	440	436	432	179	245	762	140	504	809	366	93	424	93					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	203	15	11	15	5	5	5	10	5	10	10	10	5	5	15	10	15	22	10	5	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	108	13	10	8	0	5	3	6	0	3	5	0	5	2	8	7	14	15	1	1	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	63	5	7	13	1	1	0	7	0	0	2	4	0	3	2	2	2	1	2	5	3	3					
14	Число погашенных открепительных удостоверений	95	2	1	7	5	0	2	4	5	7	5	10	0	3	7	3	1	7	9	4	8	5					
15	Число открепительных удостоверений выданных ТИК	4	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	211	18	16	13	7	7	3	15	3	14	5	9	10	1	10	6	24	16	5	6	15	8					
		2.47%	2.21%	2.22%	2.12%	8.86%	3.53%	1.44%	2.08%	2.36%	3.05%	1.14%	2.06%	5.52%	0.40%	1.27%	3.97%	4.42%	1.94%	1.35%	6.25%	3.31%	8.60%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	115	19	7	6	2	11	5	8	0	9	2	7	1	4	13	3	7	6	1	0	4	0					
		1.34%	2.33%	0.97%	0.98%	2.53%	5.55%	2.40%	1.11%	0.0%	1.96%	0.45%	1.60%	0.55%	1.62%	1.65%	1.98%	1.29%	0.73%	0.27%	0.0%	0.88%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	123	19	21	6	1	2	2	13	1	3	7	5	3	4	10	2	8	6	6	0	2	2					
		1.44%	2.33%	2.92%	0.98%	1.26%	1.01%	0.96%	1.80%	0.78%	0.65%	1.60%	1.14%	1.65%	1.62%	1.27%	1.32%	1.47%	0.73%	1.62%	0.0%	0.44%	2.15%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	96	10	12	4	0	7	2	2	1	7	1	9	7	1	6	7	12	1	3	0	3	1					
		1.12%	1.23%	1.67%	0.65%	0.0%	3.53%	0.96%	0.27%	0.78%	1.52%	0.22%	2.06%	3.86%	0.40%	0.76%	4.63%	2.21%	0.12%	0.81%	0.0%	0.66%	1.07%					
22	"5. ""За Русь Святую"""	31	1	5	3	0	0	1	2	0	2	0	1	2	0	5	0	3	4	2	0	0	0					
		0.36%	0.12%	0.69%	0.49%	0.0%	0.0%	0.48%	0.27%	0.0%	0.43%	0.0%	0.22%	1.10%	0.0%	0.63%	0.0%	0.55%	0.48%	0.54%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	36	1	8	0	0	0	2	5	0	2	3	1	0	6	0	1	1	3	1	0	2	0					
		0.42%	0.12%	1.11%	0.0%	0.0%	0.0%	0.96%	0.69%	0.0%	0.43%	0.68%	0.22%	0.0%	2.43%	0.0%	0.66%	0.18%	0.36%	0.27%	0.0%	0.44%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	6	2	1	0	0	1	3	0	3	1	1	0	0	4	0	0	4	5	0	3	1					
		0.40%	0.73%	0.27%	0.16%	0.0%	0.0%	0.48%	0.41%	0.0%	0.65%	0.22%	0.22%	0.0%	0.0%	0.50%	0.0%	0.0%	0.48%	1.35%	0.0%	0.66%	1.07%					
25	"8. ""Народно-республиканская партия России"""	11	0	0	0	0	1	0	2	0	0	0	0	0	0	2	1	1	1	0	1	2	0					
