Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Боровская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
1	"Число избирателей, внесенных в списки избирателей"	41918	418	806	2141	2206	1213	1284	274	545	1202	309	361	544	323	370	1436	435	97	917	138	1271	458	679	2852	2869	2193	2607	1690	2628	2749	2792	2774	1337					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41810	425	730	2100	2100	1230	1230	275	510	1270	330	340	545	320	395	1380	435	100	905	120	1340	490	680	2880	2930	2420	2580	1650	2550	2680	2880	2710	1280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21617	217	432	1039	1106	540	590	158	292	669	133	236	251	107	176	706	203	54	486	46	658	138	381	1546	1578	1323	1450	776	1688	1509	1312	1183	634					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2058	16	81	72	90	138	82	23	102	45	86	59	72	117	87	93	40	7	138	69	31	96	13	29	31	65	10	70	61	32	96	51	56					
6	Число погашенных избирательных бюллетеней	18135	192	217	989	904	552	558	94	116	556	111	45	222	96	132	581	192	39	281	5	651	256	286	1305	1321	1032	1120	804	801	1139	1472	1476	590					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2058	16	81	72	90	138	82	23	102	45	86	59	72	117	87	93	40	7	138	69	31	96	13	29	31	65	10	70	61	32	96	51	56					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21611	217	431	1038	1106	540	590	158	292	669	133	236	251	107	176	706	203	54	486	46	658	138	381	1546	1578	1323	1449	776	1688	1506	1312	1183	634					
9	Число недействительных избирательных бюллетеней	205	1	5	9	8	5	9	2	1	13	0	0	2	0	0	11	2	0	3	0	11	3	2	12	25	13	10	2	18	15	16	7	0					
10	Число действительных избирательных бюллетеней	23464	232	507	1101	1188	673	663	179	393	701	219	295	321	224	263	788	241	61	621	115	678	231	392	1563	1584	1375	1449	844	1731	1523	1392	1227	690					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	680	10	10	15	10	25	20	8	8	10	8	3	3	8	18	8	3	10	5	1	50	28	10	34	35	15	15	15	50	120	60	45	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	589	1	8	8	9	17	14	7	6	9	6	3	0	0	15	6	0	1	4	1	50	28	3	29	31	15	15	10	50	120	58	45	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	284	4	5	7	29	8	7	8	4	10	5	7	7	2	0	6	6	0	4	6	9	5	7	16	9	13	18	9	24	13	8	14	14					
14	Число погашенных неиспользованных открепительных удостоверений	91	9	2	7	1	8	6	1	2	1	2	0	3	8	3	2	3	9	1	0	0	0	7	5	4	0	0	5	0	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	2	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	740	3	29	42	35	21	22	7	21	23	10	35	20	4	13	31	5	1	14	1	16	0	12	67	55	39	50	16	43	28	42	23	12					
		3.13%	1.29%	5.66%	3.78%	2.93%	3.10%	3.27%	3.87%	5.33%	3.22%	4.57%	11.86%	6.19%	1.79%	4.94%	3.88%	2.06%	1.64%	2.24%	0.87%	2.32%	0.00%	3.05%	4.25%	3.42%	2.81%	3.43%	1.89%	2.46%	1.82%	2.98%	1.86%	1.74%					
