Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Боровская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72					
1	"Число избирателей, внесенных в список избирателей"	41057	1722	2213	1192	715	299	669	1156	507	569	234	270	367	1573	375	133	1130	443	1254	374	707	2529	2532	2137	2330	2236	2712	2815	2319	2276	1509	477	340	504	439					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	42800	1850	2250	1250	750	300	650	1200	450	600	250	300	400	1500	350	150	1250	500	1300	400	700	2600	2850	2350	2550	2300	2750	2900	2350	2350	1550	450	350	550	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23613	946	1186	561	360	173	415	692	259	267	120	136	190	790	272	52	691	242	884	208	368	1391	1575	1298	1580	1201	1816	1693	1181	1312	803	262	145	328	216					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2151	56	89	100	116	42	16	53	39	98	58	90	76	89	62	76	158	130	68	17	18	22	41	51	26	47	68	28	85	83	50	30	44	78	47					
6	Число погашенных избирательных бюллетеней	17036	848	975	589	274	85	219	455	152	235	72	74	134	621	16	22	401	128	348	175	314	1187	1234	1001	944	1052	866	1179	1084	955	697	158	161	144	237					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2151	56	89	100	116	42	16	53	39	98	58	90	76	89	62	76	158	130	68	17	18	22	41	51	26	47	68	28	85	83	50	30	44	78	47					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23606	945	1180	561	360	173	415	692	259	267	120	136	190	790	272	52	691	242	884	208	368	1391	1575	1298	1580	1201	1816	1693	1181	1312	803	262	145	328	216					
9	Число недействительных избирательных бюллетеней	479	24	26	13	10	4	8	28	3	4	0	0	0	23	3	1	16	4	17	4	9	44	22	22	29	16	35	30	35	26	11	2	2	5	3					
10	Число действительных избирательных бюллетеней	25278	977	1243	648	466	211	423	717	295	361	178	226	266	856	331	127	833	368	935	221	377	1369	1594	1327	1577	1232	1849	1691	1231	1369	842	290	187	401	260					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1184	35	54	30	25	15	25	45	25	40	25	35	20	30	20	15	60	35	40	10	20	25	45	35	35	35	80	125	45	35	30	20	10	20	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1141	35	49	27	25	15	19	45	25	40	25	35	15	30	20	15	60	35	38	10	20	19	45	33	35	35	80	117	41	35	30	18	10	20	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	596	24	74	25	20	25	8	19	24	17	4	6	4	17	3	11	13	13	44	5	5	43	23	17	15	10	27	19	15	15	13	4	10	10	14					
14	Число погашенных неиспользованных открепительных удостоверений	43	0	5	3	0	0	6	0	0	0	0	0	5	0	0	0	0	0	2	0	0	6	0	2	0	0	0	8	4	0	0	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	2	0	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3946	166	183	89	67	48	81	124	37	36	34	34	60	113	49	15	113	33	98	32	71	250	240	233	285	206	210	226	253	227	162	45	29	61	36					
		15.32%	16.58%	14.42%	13.46%	14.08%	22.33%	18.79%	16.64%	12.42%	9.86%	19.10%	15.04%	22.56%	12.86%	14.67%	11.72%	13.31%	8.87%	10.29%	14.22%	18.39%	17.69%	14.85%	17.27%	17.75%	16.51%	11.15%	13.13%	19.98%	16.27%	18.99%	15.41%	15.34%	15.02%	13.69%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4503	158	198	125	57	41	69	110	38	60	25	32	38	175	71	18	130	76	158	46	58	230	289	207	270	272	499	346	194	186	147	50	20	65	45					
		17.48%	15.78%	15.60%	18.91%	11.97%	19.07%	16.01%	14.77%	12.75%	16.44%	14.04%	14.16%	14.29%	19.91%	21.26%	14.06%	15.31%	20.43%	16.60%	20.44%	15.03%	16.28%	17.88%	15.34%	16.81%	21.79%	26.49%	20.10%	15.32%	13.33%	17.23%	17.12%	10.58%	16.01%	17.11%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	382	17	14	5	10	3	9	15	3	5	2	3	8	9	12	0	14	4	8	2	6	23	28	29	25	19	30	27	13	10	12	2	4	9	2					
		1.48%	1.70%	1.10%	0.76%	2.10%	1.40%	2.09%	2.01%	1.01%	1.37%	1.12%	1.33%	3.01%	1.02%	3.59%	0.00%	1.65%	1.08%	0.84%	0.89%	1.55%	1.63%	1.73%	2.15%	1.56%	1.52%	1.59%	1.57%	1.03%	0.72%	1.41%	0.68%	2.12%	2.22%	0.76%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5132	203	244	139	88	29	96	143	69	41	48	26	33	169	48	7	121	58	137	61	86	352	380	348	428	288	331	400	237	170	160	44	42	50	56					
		19.92%	20.28%	19.23%	21.03%	18.49%	13.49%	22.27%	19.19%	23.15%	11.23%	26.97%	11.50%	12.41%	19.23%	14.37%	5.47%	14.25%	15.59%	14.39%	27.11%	22.28%	24.91%	23.51%	25.80%	26.65%	23.08%	17.57%	23.24%	18.72%	12.19%	18.76%	15.07%	22.22%	12.32%	21.29%					
