Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Трехгорная городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928					
1	"Число избирателей, внесенных в списки избирателей"	28095	1572	1538	1540	1665	1737	1489	2464	1820	1950	1776	1955	2193	2720	1942	1734					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26400	1500	1500	1500	1600	1600	1400	2300	1700	1800	1700	1900	2100	2400	1800	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21461	1127	1152	1154	1260	1376	1125	1912	1438	1477	1383	1473	1668	1956	1503	1457					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1050	102	50	76	42	26	56	32	9	43	35	15	150	215	56	143					
6	Число погашенных избирательных бюллетеней	3889	271	298	270	298	198	219	356	253	280	282	412	282	229	241	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1050	102	50	76	42	26	56	32	9	43	35	15	150	215	56	143					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21444	1127	1151	1153	1250	1375	1124	1909	1438	1477	1383	1473	1668	1956	1503	1457					
9	Число недействительных избирательных бюллетеней	379	25	17	24	19	20	18	22	17	35	24	20	30	69	27	12					
10	Число действительных избирательных бюллетеней	22115	1204	1184	1205	1273	1381	1162	1919	1430	1485	1394	1468	1788	2102	1532	1588					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	477	30	36	30	30	30	30	30	30	37	30	37	37	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	474	30	35	30	29	30	30	29	30	37	30	37	37	30	30	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	127	3	2	4	3	4	0	6	3	8	3	8	4	7	2	70					
14	Число погашенных неиспользованных открепительных удостоверений	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	2	1	2	1	1	0	2	2	0	0	1	1	1	1	8					
