Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Трехгорная городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928					
1	"Число избирателей, внесенных в список избирателей"	28215	1566	1470	1824	1594	1741	1420	2502	1849	1885	1730	1962	2147	2808	1967	1750					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25685	1400	1350	1650	1450	1600	1300	2250	1650	1885	1550	1800	1850	2500	1800	1650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19550	961	987	1120	999	1147	940	1717	1222	1587	1171	1273	1418	2171	1337	1500					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	856	93	40	74	41	52	63	134	22	40	40	22	55	24	47	109					
6	Число погашенных избирательных бюллетеней	5279	346	323	456	410	401	297	399	406	258	339	505	377	305	416	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	856	93	40	74	41	52	63	134	22	40	40	22	55	24	47	109					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19542	961	987	1119	998	1147	939	1715	1222	1586	1171	1273	1418	2169	1337	1500					
9	Число недействительных избирательных бюллетеней	279	20	8	22	13	9	15	15	26	17	14	19	16	31	16	38					
10	Число действительных избирательных бюллетеней	20119	1034	1019	1171	1026	1190	987	1834	1218	1609	1197	1276	1457	2162	1368	1571					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	460	25	20	105	15	30	20	30	20	25	20	25	30	40	30	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	406	20	17	101	15	29	10	25	20	25	17	21	24	36	24	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	90	7	5	34	1	1	2	3	0	1	9	4	4	6	4	9					
14	Число погашенных неиспользованных открепительных удостоверений	54	5	3	4	0	1	10	5	0	0	3	4	6	4	6	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	1	2	0	1	2	1	3	1	1	0	2	2	3	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4037	207	231	225	241	309	218	410	275	281	257	271	262	424	317	109					
		19.79%	19.64%	22.49%	18.86%	23.20%	25.77%	21.76%	22.17%	22.11%	17.28%	21.22%	20.93%	17.79%	19.33%	22.90%	6.77%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2156	130	105	135	122	131	74	169	152	165	130	152	171	224	152	144					
		10.57%	12.33%	10.22%	11.32%	11.74%	10.93%	7.39%	9.14%	12.22%	10.15%	10.73%	11.74%	11.61%	10.21%	10.98%	8.95%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	167	13	10	9	11	14	10	17	7	10	8	8	7	18	14	11					
		0.82%	1.23%	0.97%	0.75%	1.06%	1.17%	0.99%	0.92%	0.56%	0.62%	0.66%	0.62%	0.48%	0.82%	1.01%	0.68%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2013	110	119	120	108	135	93	232	100	115	129	153	170	185	138	106					
		9.87%	10.44%	11.59%	10.06%	10.39%	11.26%	9.28%	12.55%	8.04%	7.07%	10.65%	11.81%	11.54%	8.44%	9.97%	6.59%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	524	26	24	34	35	35	20	67	34	25	34	41	26	68	40	15					
		2.57%	2.47%	2.34%	2.85%	3.37%	2.92%	1.99%	3.62%	2.73%	1.54%	2.81%	3.17%	1.77%	3.10%	2.89%	0.93%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11105	542	520	640	496	562	570	930	645	1008	626	643	809	1228	704	1182					
		54.44%	51.42%	50.63%	53.65%	47.74%	46.87%	56.89%	50.30%	51.85%	61.99%	51.69%	49.65%	54.92%	55.99%	50.87%	73.46%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	117	6	10	8	13	4	2	9	5	5	13	8	12	15	3	4					
		0.57%	0.57%	0.97%	0.67%	1.25%	0.33%	0.20%	0.49%	0.40%	0.31%	1.07%	0.62%	0.81%	0.68%	0.22%	0.25%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
