Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																					
Дата голосования: 04.12.2011																					
																					
Наименование Избирательной комиссии:    Немецкая																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133					
1	"Число избирателей, внесенных в список избирателей"	13662	1381	1058	1082	1327	179	457	863	1323	1012	909	1755	1023	983	310					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12170	1100	1000	1000	1100	170	400	800	1100	1000	800	1500	1000	900	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7704	868	625	574	778	115	304	497	649	489	427	998	615	605	160					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	347	30	21	33	56	3	10	22	30	22	12	44	32	23	9					
6	Число погашенных избирательных бюллетеней	4119	202	354	393	266	52	86	281	421	489	361	458	353	272	131					
7	Число избирательных бюллетеней в переносных ящиках для голосования	347	30	21	33	56	3	10	22	30	22	12	44	32	23	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7702	868	624	574	778	115	304	497	649	489	426	998	615	605	160					
9	Число недействительных избирательных бюллетеней	135	16	8	5	12	6	3	12	18	13	4	13	14	9	2					
10	Число действительных избирательных бюллетеней	7914	882	637	602	822	112	311	507	661	498	434	1029	633	619	167					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	96	11	7	10	7	1	4	9	12	6	6	5	7	8	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	92	11	7	10	7	1	2	9	12	6	6	4	7	8	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	29	2	3	3	0	1	2	2	5	1	2	2	3	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	0	2	0	0	0	0	1	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1360	139	108	84	154	10	77	148	103	100	53	176	90	100	18					
		16.90%	15.48%	16.74%	13.84%	18.47%	8.47%	24.52%	28.52%	15.17%	19.57%	12.10%	16.89%	13.91%	15.92%	10.65%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1346	132	72	110	185	26	33	83	126	73	50	150	128	142	36					
		16.72%	14.70%	11.16%	18.12%	22.18%	22.03%	10.51%	15.99%	18.56%	14.29%	11.42%	14.40%	19.78%	22.61%	21.30%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	52	7	4	2	4	0	2	8	7	5	1	4	2	5	1					
		0.65%	0.78%	0.62%	0.33%	0.48%	0.00%	0.64%	1.54%	1.03%	0.98%	0.23%	0.38%	0.31%	0.80%	0.59%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1038	146	78	83	129	8	20	52	79	97	74	103	89	60	20					
		12.90%	16.26%	12.09%	13.67%	15.47%	6.78%	6.37%	10.02%	11.63%	18.98%	16.89%	9.88%	13.76%	9.55%	11.83%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	116	25	19	9	20	0	6	6	10	0	3	1	8	6	3					
		1.44%	2.78%	2.95%	1.48%	2.40%	0.00%	1.91%	1.16%	1.47%	0.00%	0.68%	0.10%	1.24%	0.96%	1.78%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3982	430	354	313	328	68	172	208	335	221	253	592	314	305	89					
		49.47%	47.88%	54.88%	51.57%	39.33%	57.63%	54.78%	40.08%	49.34%	43.25%	57.76%	56.81%	48.53%	48.57%	52.66%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	20	3	2	1	2	0	1	2	1	2	0	3	2	1	0					
		0.25%	0.33%	0.31%	0.16%	0.24%	0.00%	0.32%	0.39%	0.15%	0.39%	0.00%	0.29%	0.31%	0.16%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
