Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Москаленская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515					
1	"Число избирателей, внесенных в списки"	21817	1347	1011	878	1294	873	674	1353	519	862	102	90	724	178	49	145	51	495	371	245	90	239	343	232	226	160	732	180	515	211	123	514	168	1018	189	115	151	216	200	529	311	112	280	336	151	708	541	69	334	187	148	1228					
2	"Число бюллетеней, полученных участковыми комиссиями"	21036	1300	1000	800	1300	800	610	1300	450	780	106	115	700	174	56	152	61	450	350	260	98	240	300	230	250	149	710	198	500	230	126	500	176	1000	199	127	141	220	192	500	300	106	280	340	153	700	500	87	300	178	142	1100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14425	728	480	510	848	453	357	706	274	676	100	89	460	111	36	103	39	388	230	194	86	188	281	163	190	124	505	144	418	166	113	320	133	613	187	110	139	180	129	349	284	102	235	113	126	577	381	59	230	123	99	776					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	658	18	21	14	41	36	16	39	38	0	0	0	4	22	2	4	5	18	14	12	0	3	2	4	0	5	50	14	18	0	0	9	0	80	0	0	0	0	24	27	0	0	0	31	0	15	8	0	22	0	11	31					
6	Число погашенных бюллетеней	5953	554	499	276	411	311	237	555	138	104	6	26	236	41	18	45	17	44	106	54	12	49	17	63	60	20	155	40	64	64	13	171	43	307	12	17	2	40	39	124	16	4	45	196	27	108	111	28	48	55	32	293					
7	Число бюллетеней в переносных ящиках для голосования	658	18	21	14	41	36	16	39	38	0	0	0	4	22	2	4	5	18	14	12	0	3	2	4	0	5	50	14	18	0	0	9	0	80	0	0	0	0	24	27	0	0	0	31	0	15	8	0	22	0	11	31					
8	Число бюллетеней в стационарных ящиках для голосования	14425	728	480	510	848	453	357	706	274	676	100	89	460	111	36	103	39	388	230	194	86	188	281	163	190	124	505	144	418	166	113	320	133	613	187	110	139	180	129	349	284	102	235	113	126	577	381	59	230	123	99	776					
9	Число недействительных бюллетеней	179	10	12	7	8	4	10	4	4	1	0	0	3	0	0	1	0	1	3	5	1	3	0	0	2	3	7	0	9	0	0	9	1	10	3	0	0	6	2	1	5	0	2	10	0	1	6	0	12	3	3	7					
10	Число действительных бюллетеней	14904	736	489	517	881	485	363	741	308	675	100	89	461	133	38	106	44	405	241	201	85	188	283	167	188	126	548	158	427	166	113	320	132	683	184	110	139	174	151	375	279	102	233	134	126	591	383	59	240	120	107	800					
