Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Котовская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059					
1	"Число избирателей, внесенных в списки"	30268	3234	2965	2927	3054	3149	2956	3145	670	144	488	174	398	340	89	476	818	839	233	578	130	219	182	820	728	207	842	272	191					
2	"Число бюллетеней, полученных участковыми комиссиями"	28179	2840	2635	2697	2705	2796	2602	2844	665	148	473	176	388	335	97	475	814	790	236	879	141	214	198	826	721	196	830	261	197					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16179	1422	1496	1549	1681	1688	1532	1439	407	106	294	122	267	207	49	356	418	524	161	552	84	143	101	435	364	98	451	132	101					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	853	54	73	48	130	55	26	59	33	8	38	16	15	21	0	7	35	38	13	26	5	11	5	21	34	22	25	25	10					
6	Число погашенных бюллетеней	11148	1364	1066	1100	894	1053	1044	1346	225	34	142	38	106	107	48	112	361	228	62	301	52	60	92	370	323	76	354	104	86					
7	Число бюллетеней в переносных ящиках для голосования	853	54	73	48	130	55	26	59	33	8	38	16	15	21	0	7	35	38	13	26	5	11	5	21	34	22	25	25	10					
8	Число бюллетеней в стационарных ящиках для голосования	16158	1422	1490	1549	1679	1688	1525	1434	407	105	294	122	267	207	49	356	418	524	161	552	84	143	101	435	364	98	451	132	101					
9	Число недействительных бюллетеней	430	17	27	40	65	23	18	21	4	7	28	18	12	8	2	14	19	14	6	17	5	3	5	17	9	7	8	9	7					
10	Число действительных бюллетеней	16581	1459	1536	1557	1744	1720	1533	1472	436	106	304	120	270	220	47	349	434	548	168	561	84	151	101	439	389	113	468	148	104					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	399	25	25	25	25	25	25	25	15	8	15	8	8	8	8	8	15	15	8	15	8	8	8	15	15	8	15	9	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	121	10	10	18	25	11	13	0	1	2	1	3	4	0	0	3	2	0	1	3	1	0	0	5	2	0	6	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	70	2	0	5	4	14	3	1	1	1	3	5	0	1	1	0	1	4	3	2	1	3	0	8	0	4	2	0	1					
14	Число погашенных открепительных удостоверений	278	15	15	7	0	14	12	25	14	6	14	5	4	8	8	5	13	15	7	12	7	8	8	10	13	8	9	9	7					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	187	13	14	14	10	12	11	22	5	1	3	2	4	3	1	5	9	9	2	9	3	5	2	11	6	1	4	4	2					
		1.09%	0.88%	0.89%	0.87%	0.55%	0.68%	0.70%	1.47%	1.13%	0.88%	0.90%	1.44%	1.41%	1.31%	2.04%	1.37%	1.98%	1.60%	1.14%	1.55%	3.37%	3.24%	1.88%	2.41%	1.50%	0.83%	0.84%	2.54%	1.80%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	562	59	44	51	79	78	82	50	8	1	7	7	3	4	4	9	7	2	3	16	2	8	1	17	7	5	2	3	3					
		3.30%	3.99%	2.81%	3.19%	4.36%	4.47%	5.28%	3.34%	1.81%	0.88%	2.10%	5.07%	1.06%	1.75%	8.16%	2.47%	1.54%	0.35%	1.72%	2.76%	2.24%	5.19%	0.94%	3.72%	1.75%	4.16%	0.42%	1.91%	2.70%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	444	25	35	38	68	60	31	48	8	4	5	6	5	5	3	5	9	13	4	15	2	7	1	14	8	6	8	10	1					
		2.61%	1.69%	2.23%	2.37%	3.75%	3.44%	1.99%	3.21%	1.81%	3.53%	1.50%	4.34%	1.77%	2.19%	6.12%	1.37%	1.98%	2.31%	2.29%	2.59%	2.24%	4.54%	0.94%	3.07%	2.01%	5.0%	1.68%	6.36%	0.90%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	365	31	37	34	58	52	57	38	4	0	4	2	2	6	0	1	7	6	3	5	0	0	0	4	6	1	3	4	0					
		2.14%	2.10%	2.36%	2.12%	3.20%	2.98%	3.67%	2.54%	0.90%	0.0%	1.20%	1.44%	0.70%	2.63%	0.0%	0.27%	1.54%	1.06%	1.72%	0.86%	0.0%	0.0%	0.0%	0.87%	1.50%	0.83%	0.63%	2.54%	0.0%					
22	"5. ""За Русь Святую"""	88	4	2	3	10	9	12	7	2	1	0	1	2	3	0	10	3	7	1	0	1	0	0	3	5	1	1	0	0					
		0.51%	0.27%	0.12%	0.18%	0.55%	0.51%	0.77%	0.46%	0.45%	0.88%	0.0%	0.72%	0.70%	1.31%	0.0%	2.75%	0.66%	1.24%	0.57%	0.0%	1.12%	0.0%	0.0%	0.65%	1.25%	0.83%	0.21%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	35	6	4	1	4	2	1	2	1	0	6	1	0	1	0	1	0	2	0	0	0	1	0	1	0	0	0	0	1					
		0.20%	0.40%	0.25%	0.06%	0.22%	0.11%	0.06%	0.13%	0.22%	0.0%	1.80%	0.72%	0.0%	0.43%	0.0%	0.27%	0.0%	0.35%	0.0%	0.0%	0.0%	0.64%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.90%					
24	"7. ""Новый курс - Автомобильная Россия"""	81	7	7	9	10	11	15	7	0	0	0	0	1	2	0	0	1	3	0	0	1	0	1	3	1	0	1	1	0					
