Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Упоровская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024					
1	"Число избирателей, внесенных в списки"	14957	1490	1364	905	387	133	98	443	140	103	236	525	652	210	76	142	151	167	696	99	130	219	100	460	123	125	499	230	142	278	378	657	953	206	823	214	143	379	61	559	107	154					
2	"Число бюллетеней, полученных участковыми комиссиями"	15157	1516	1388	914	385	131	104	455	142	104	237	537	663	209	79	143	160	169	696	100	135	212	94	457	124	130	503	231	142	284	380	662	961	200	825	214	169	389	63	582	111	157					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10697	987	906	653	303	121	65	391	126	92	189	322	524	169	72	126	105	128	480	85	96	179	70	396	118	113	319	156	90	197	259	442	546	158	531	156	111	280	55	396	82	103					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1541	84	82	54	55	4	33	23	14	5	21	62	31	12	4	4	37	23	52	7	20	14	9	35	0	7	61	47	19	65	54	65	141	10	141	48	32	62	3	56	17	28					
6	Число погашенных бюллетеней	2919	445	400	207	27	6	6	41	2	7	27	153	108	28	3	13	18	18	164	8	19	19	15	26	6	10	123	28	33	22	67	155	274	32	153	10	26	47	5	130	12	26					
7	Число бюллетеней в переносных ящиках для голосования	1541	84	82	54	55	4	33	23	14	5	21	62	31	12	4	4	37	23	52	7	20	14	9	35	0	7	61	47	19	65	54	65	141	10	141	48	32	62	3	56	17	28					
8	Число бюллетеней в стационарных ящиках для голосования	10697	987	906	653	303	121	65	391	126	92	189	322	524	169	72	126	105	128	480	85	96	179	70	396	118	113	319	156	90	197	259	442	546	158	531	156	111	280	55	396	82	103					
9	Число недействительных бюллетеней	135	10	7	1	6	1	0	1	3	6	5	7	3	0	0	2	10	0	7	0	0	3	0	1	0	2	0	6	2	1	6	11	2	1	7	2	0	5	0	15	1	1					
10	Число действительных бюллетеней	12103	1061	981	706	352	124	98	413	137	91	205	377	552	181	76	128	132	151	525	92	116	190	79	430	118	118	380	197	107	261	307	496	685	167	665	202	143	337	58	437	98	130					
