Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Лесосибирская городская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536					
1	"Число избирателей, внесенных в списки избирателей"	53692	82	1509	1184	1398	472	1852	1728	1455	2607	2181	2326	2554	1408	1498	1628	347	2713	2575	2940	872	2710	1968	2043	598	425	2541	2153	2370	2515	2513	527					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	52283	83	1400	1200	1400	400	1800	1600	1400	2600	2100	2300	2500	1300	1500	1600	300	2700	2600	2900	800	2700	1900	2000	600	400	2500	2100	2300	2400	2400	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	29610	60	727	650	764	253	965	944	907	1487	1275	1370	1538	812	817	936	172	1598	1563	1328	424	1423	1032	1073	285	245	1421	1179	1168	1515	1463	216					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1145	0	56	42	44	10	21	118	25	63	23	24	17	8	34	26	6	105	52	46	26	67	36	27	10	10	26	38	28	42	26	89					
6	Число погашенных избирательных бюллетеней	21528	23	617	508	592	137	814	538	468	1050	802	906	945	480	649	638	122	997	985	1526	350	1210	832	900	305	145	1053	883	1104	843	911	195					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1145	0	56	42	44	10	21	118	25	63	23	24	17	8	34	26	6	105	52	46	26	67	36	27	10	10	26	38	28	42	26	89					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29608	60	727	650	764	253	964	944	907	1487	1275	1369	1538	812	817	936	172	1598	1563	1328	424	1423	1032	1073	285	245	1421	1179	1168	1515	1463	216					
9	Число недействительных избирательных бюллетеней	336	0	3	6	7	1	5	10	7	18	19	11	16	9	7	6	4	20	11	21	8	28	9	17	6	3	19	4	13	8	15	25					
10	Число действительных избирательных бюллетеней	30417	60	780	686	801	262	980	1052	925	1532	1279	1382	1539	811	844	956	174	1683	1604	1353	442	1462	1059	1083	289	252	1428	1213	1183	1549	1474	280					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	553	5	10	10	10	5	10	23	100	25	20	10	15	10	15	15	15	25	20	15	15	15	15	15	5	5	30	20	20	30	20	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	474	5	3	10	10	5	9	23	100	25	20	10	15	10	6	11	1	25	20	15	7	15	15	15	2	1	24	20	13	17	20	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	214	0	6	3	2	8	7	10	26	7	5	6	7	12	9	8	1	7	8	6	1	6	21	7	1	1	3	13	5	7	5	6					
14	Число погашенных неиспользованных открепительных удостоверений	79	0	7	0	0	0	1	0	0	0	0	0	0	0	9	4	14	0	0	0	8	0	0	0	3	4	6	0	7	13	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	96	1	2	1	1	1	4	4	0	1	5	5	0	2	2	4	0	5	4	9	0	3	5	8	5	0	8	3	3	2	5	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	723	0	8	15	23	3	22	23	11	48	40	40	45	17	17	22	5	49	40	25	9	30	25	27	5	8	37	33	28	34	26	8					
		2.35%	0.00%	1.02%	2.17%	2.85%	1.14%	2.23%	2.17%	1.18%	3.10%	3.08%	2.87%	2.89%	2.07%	1.99%	2.29%	2.81%	2.88%	2.48%	1.82%	2.00%	2.01%	2.34%	2.45%	1.69%	3.14%	2.56%	2.71%	2.34%	2.18%	1.75%	2.62%					
19	2.Всероссийская политическая партия «Гражданская Сила»	238	0	5	3	0	1	10	4	4	13	17	12	12	3	15	11	0	21	5	9	2	11	10	8	0	2	9	6	4	12	24	5					
		0.77%	0.00%	0.64%	0.43%	0.00%	0.38%	1.02%	0.38%	0.43%	0.84%	1.31%	0.86%	0.77%	0.37%	1.76%	1.14%	0.00%	1.23%	0.31%	0.66%	0.44%	0.74%	0.94%	0.73%	0.00%	0.78%	0.62%	0.49%	0.33%	0.77%	1.61%	1.64%					
20	3.Политическая партия «Демократическая партия России»	35	0	0	0	4	0	1	0	1	2	1	1	1	1	0	1	1	1	2	1	3	1	2	0	0	0	3	0	0	1	3	4					
		0.11%	0.00%	0.00%	0.00%	0.50%	0.00%	0.10%	0.00%	0.11%	0.13%	0.08%	0.07%	0.06%	0.12%	0.00%	0.10%	0.56%	0.06%	0.12%	0.07%	0.67%	0.07%	0.19%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.06%	0.20%	1.31%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3949	5	95	91	134	26	94	151	97	256	174	239	219	78	108	139	18	280	220	156	61	202	163	144	42	28	169	117	106	160	151	26					
