Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Балахнинская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190					
1	"Число избирателей, внесенных в списки избирателей"	67244	2340	2521	2696	2615	1286	1517	2718	2819	1729	1120	2431	2832	2643	2697	1043	2782	2794	2777	2838	1663	1472	1619	1551	1154	1692	1794	629	1376	1090	2473	565	514	1242	877	358	1093	1884					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	65500	2300	2500	2700	2600	1200	1500	2700	2800	1700	1100	2400	2800	2600	2600	1000	2700	2700	2700	2800	1600	1400	1600	1500	1100	1700	1800	600	1300	1000	2400	500	500	1200	800	300	1000	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	31427	1182	1441	1275	1333	553	601	1269	1298	668	415	1189	1402	1256	1293	504	1185	1430	1430	1420	600	690	738	706	494	821	949	265	596	502	1082	251	181	589	358	125	570	766					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1954	42	19	36	29	20	49	62	27	21	26	24	40	41	62	13	65	43	51	64	127	19	9	60	92	66	28	49	81	48	58	142	88	88	22	96	114	33					
6	Число погашенных избирательных бюллетеней	32119	1076	1040	1389	1238	627	850	1369	1475	1011	659	1187	1358	1303	1245	483	1450	1227	1219	1316	873	691	853	734	514	813	823	286	623	450	1260	107	231	523	420	79	316	1001					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1954	42	19	36	29	20	49	62	27	21	26	24	40	41	62	13	65	43	51	64	127	19	9	60	92	66	28	49	81	48	58	142	88	88	22	96	114	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31420	1182	1441	1275	1333	553	601	1269	1298	668	415	1187	1402	1256	1293	504	1185	1430	1430	1418	600	690	738	706	494	821	947	265	595	502	1082	251	181	589	358	125	570	766					
9	Число недействительных избирательных бюллетеней	284	15	14	9	11	3	3	11	12	9	2	9	17	24	8	5	9	7	8	11	7	5	12	2	5	10	4	4	3	6	10	6	3	1	1	4	4	10					
10	Число действительных избирательных бюллетеней	33090	1209	1446	1302	1351	570	647	1320	1313	680	439	1202	1425	1273	1347	512	1241	1466	1473	1471	720	704	735	764	581	877	971	310	673	544	1130	387	266	676	379	217	680	789					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	980	40	40	40	40	20	20	40	40	20	20	40	40	40	40	20	40	40	40	40	20	20	20	20	20	20	20	10	20	20	20	10	10	20	20	10	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	301	10	13	18	14	11	8	6	14	6	1	18	18	10	9	3	9	8	10	16	2	1	5	3	4	7	11	4	9	4	13	0	3	0	15	7	3	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	254	16	13	8	8	6	5	3	6	7	5	7	8	9	10	6	8	11	7	8	5	0	4	7	9	1	4	7	5	4	11	3	6	6	9	3	13	6					
14	Число погашенных неиспользованных открепительных удостоверений	679	30	27	22	26	9	12	34	26	14	19	22	22	30	31	17	31	32	30	24	18	19	15	17	16	13	9	6	11	16	7	10	7	20	5	3	17	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	859	39	36	34	31	13	13	31	37	15	14	25	48	34	25	8	32	33	48	39	17	12	19	11	15	19	50	5	26	16	20	11	8	33	5	8	15	14					
		2.57%	3.19%	2.47%	2.59%	2.28%	2.27%	2.00%	2.33%	2.79%	2.18%	3.17%	2.06%	3.33%	2.62%	1.85%	1.55%	2.56%	2.24%	3.24%	2.63%	2.34%	1.69%	2.54%	1.44%	2.56%	2.14%	5.13%	1.59%	3.85%	2.91%	1.75%	2.80%	2.97%	4.87%	1.32%	3.62%	2.19%	1.75%					
19	2.Всероссийская политическая партия «Гражданская Сила»	313	14	16	12	12	8	6	12	13	3	4	11	9	28	8	6	8	18	11	25	1	6	5	8	2	13	5	1	3	4	6	3	4	5	7	3	4	9					
		0.94%	1.14%	1.10%	0.92%	0.88%	1.40%	0.92%	0.90%	0.98%	0.44%	0.91%	0.91%	0.62%	2.16%	0.59%	1.16%	0.64%	1.22%	0.74%	1.69%	0.14%	0.85%	0.67%	1.04%	0.34%	1.47%	0.51%	0.32%	0.44%	0.73%	0.53%	0.76%	1.49%	0.74%	1.84%	1.36%	0.58%	1.13%					
20	3.Политическая партия «Демократическая партия России»	36	4	4	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	2	6	0	0	2	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1					
		0.11%	0.33%	0.27%	0.00%	0.07%	0.17%	0.15%	0.00%	0.00%	0.15%	0.23%	0.00%	0.07%	0.00%	0.07%	0.19%	0.08%	0.07%	0.14%	0.40%	0.00%	0.00%	0.27%	0.13%	0.17%	0.11%	0.00%	0.00%	0.15%	0.18%	0.09%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4756	198	268	208	224	102	76	198	224	103	55	180	179	220	258	75	187	223	294	207	75	96	117	105	86	86	121	25	78	60	113	42	24	43	49	25	52	80					
		14.25%	16.18%	18.36%	15.87%	16.45%	17.80%	11.69%	14.88%	16.91%	14.95%	12.47%	14.86%	12.41%	16.96%	19.04%	14.51%	14.96%	15.14%	19.85%	13.97%	10.32%	13.54%	15.66%	13.71%	14.68%	9.70%	12.41%	7.96%	11.54%	10.91%	9.91%	10.69%	8.92%	6.35%	12.89%	11.31%	7.60%	10.01%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	237	22	13	10	11	3	2	15	14	7	3	8	6	13	12	3	6	11	14	14	1	0	3	0	2	7	6	5	2	1	9	1	0	2	3	0	4	4					
		0.71%	1.80%	0.89%	0.76%	0.81%	0.52%	0.31%	1.13%	1.06%	1.02%	0.68%	0.66%	0.42%	1.00%	0.89%	0.58%	0.48%	0.75%	0.95%	0.94%	0.14%	0.00%	0.40%	0.00%	0.34%	0.79%	0.62%	1.59%	0.30%	0.18%	0.79%	0.25%	0.00%	0.30%	0.79%	0.00%	0.58%	0.50%					
23	6.Политическая партия «Партия социальной справедливости»	107	5	5	2	8	3	3	9	4	2	1	5	4	1	4	1	5	6	3	2	4	2	4	1	0	3	8	0	1	0	1	1	0	3	1	0	1	4					
		0.32%	0.41%	0.34%	0.15%	0.59%	0.52%	0.46%	0.68%	0.30%	0.29%	0.23%	0.41%	0.28%	0.08%	0.30%	0.19%	0.40%	0.41%	0.20%	0.13%	0.55%	0.28%	0.54%	0.13%	0.00%	0.34%	0.82%	0.00%	0.15%	0.00%	0.09%	0.25%	0.00%	0.44%	0.26%	0.00%	0.15%	0.50%					
24	7.Политическая партия «Либерально-демократическая партия России»	3579	126	164	131	158	75	67	166	161	78	49	168	178	144	145	70	164	139	134	172	65	72	79	89	52	70	111	28	62	41	100	23	21	51	44	22	50	110					
		10.72%	10.29%	11.23%	9.99%	11.60%	13.09%	10.31%	12.47%	12.15%	11.32%	11.11%	13.87%	12.34%	11.10%	10.70%	13.54%	13.12%	9.44%	9.05%	11.61%	8.94%	10.16%	10.58%	11.62%	8.87%	7.89%	11.38%	8.92%	9.17%	7.45%	8.77%	5.85%	7.81%	7.53%	11.58%	9.95%	7.31%	13.77%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3463	91	125	138	136	52	73	108	137	43	32	142	192	152	174	68	140	180	214	175	55	64	70	81	52	129	86	24	61	44	108	33	34	46	26	14	61	103					
		10.38%	7.43%	8.56%	10.53%	9.99%	9.08%	11.23%	8.11%	10.34%	6.24%	7.26%	11.73%	13.31%	11.72%	12.84%	13.15%	11.20%	12.22%	14.45%	11.81%	7.57%	9.03%	9.37%	10.57%	8.87%	14.54%	8.82%	7.64%	9.02%	8.00%	9.47%	8.40%	12.64%	6.79%	6.84%	6.33%	8.92%	12.89%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	232	12	16	9	11	2	3	5	15	3	1	9	10	10	8	3	12	6	9	18	7	5	4	5	1	5	5	3	5	7	6	2	1	3	2	3	2	4					
		0.70%	0.98%	1.10%	0.69%	0.81%	0.35%	0.46%	0.38%	1.13%	0.44%	0.23%	0.74%	0.69%	0.77%	0.59%	0.58%	0.96%	0.41%	0.61%	1.21%	0.96%	0.71%	0.54%	0.65%	0.17%	0.56%	0.51%	0.96%	0.74%	1.27%	0.53%	0.51%	0.37%	0.44%	0.53%	1.36%	0.29%	0.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19132	673	773	748	739	303	395	763	698	418	277	643	772	651	698	265	666	828	718	795	491	439	428	457	369	543	576	219	428	363	755	266	174	486	241	141	486	447					
		57.33%	54.98%	52.95%	57.06%	54.26%	52.88%	60.77%	57.33%	52.68%	60.67%	62.81%	53.10%	53.54%	50.19%	51.51%	51.26%	53.28%	56.21%	48.48%	53.64%	67.54%	61.92%	57.30%	59.66%	62.97%	61.22%	59.08%	69.75%	63.31%	66.00%	66.23%	67.68%	64.68%	71.79%	63.42%	63.80%	71.05%	55.94%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	376	25	26	10	20	8	8	13	10	7	2	11	26	20	14	12	20	21	26	18	4	8	4	6	1	1	3	0	6	7	11	4	0	4	1	1	5	13					
		1.13%	2.04%	1.78%	0.76%	1.47%	1.40%	1.23%	0.98%	0.75%	1.02%	0.45%	0.91%	1.80%	1.54%	1.03%	2.32%	1.60%	1.43%	1.76%	1.21%	0.55%	1.13%	0.54%	0.78%	0.17%	0.11%	0.31%	0.00%	0.89%	1.27%	0.96%	1.02%	0.00%	0.59%	0.26%	0.45%	0.73%	1.63%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
