Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Ибресинская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230					
1	"Число избирателей, внесенных в список избирателей"	17953	886	761	964	1108	902	751	980	1006	1106	445	245	349	727	288	448	749	454	741	201	263	1021	54	681	241	190	332	675	297	216	386	233	253					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19560	950	850	1000	1000	980	850	950	1000	1200	500	260	380	770	320	500	800	520	830	230	300	1200	60	880	350	200	350	760	330	260	440	250	290					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12594	594	539	604	664	566	508	532	530	1003	350	198	213	434	233	355	538	322	589	151	158	798	42	606	214	146	244	472	212	174	271	156	178					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1206	49	46	23	68	70	37	80	58	59	41	17	31	43	33	38	27	21	72	12	32	49	0	50	27	4	18	82	20	21	33	17	28					
6	Число погашенных избирательных бюллетеней	5760	307	265	373	268	344	305	338	412	138	109	45	136	293	54	107	235	177	169	67	110	353	18	224	109	50	88	206	98	65	136	77	84					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1206	49	46	23	68	70	37	80	58	59	41	17	31	43	33	38	27	21	72	12	32	49	0	50	27	4	18	82	20	21	33	17	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12591	594	539	604	664	566	508	532	530	1003	350	198	213	434	230	355	538	322	589	151	158	798	42	606	214	146	244	472	212	174	271	156	178					
9	Число недействительных избирательных бюллетеней	427	16	18	18	22	18	10	14	32	13	45	6	10	28	0	11	14	17	21	8	4	28	1	15	3	4	5	13	12	1	10	5	5					
10	Число действительных избирательных бюллетеней	13370	627	567	609	710	618	535	598	556	1049	346	209	234	449	263	382	551	326	640	155	186	819	41	641	238	146	257	541	220	194	294	168	201					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2329	95	110	85	122	95	110	95	50	100	60	30	36	60	40	55	90	70	86	30	40	215	10	210	65	30	40	90	40	42	60	30	38					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2311	95	110	85	122	95	110	95	50	100	60	30	36	60	40	55	90	70	86	30	40	215	10	210	65	21	31	90	40	42	60	30	38					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	242	14	6	9	21	13	6	8	13	3	4	6	7	5	3	4	22	10	11	3	3	8	3	13	4	4	5	10	3	2	9	6	4					
14	Число погашенных неиспользованных открепительных удостоверений	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	7	2	4	3	5	2	5	1	11	0	0	2	0	1	5	3	1	6	0	0	3	0	0	0	1	1	0	0	1	4	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1398	63	82	79	86	77	75	61	67	81	20	18	57	50	16	14	79	33	62	15	13	93	2	60	17	11	18	61	17	11	19	16	25					
		10.13%	9.80%	14.02%	12.60%	11.75%	12.11%	13.76%	9.97%	11.39%	7.63%	5.12%	8.37%	23.36%	10.48%	6.08%	3.56%	13.98%	9.62%	9.38%	9.20%	6.84%	10.98%	4.76%	9.15%	7.05%	7.33%	6.87%	11.01%	7.33%	5.64%	6.25%	9.25%	12.14%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1091	52	47	55	61	62	46	58	40	57	18	19	18	36	15	22	61	39	35	5	15	100	2	36	12	7	27	46	18	18	29	13	22					
		7.91%	8.09%	8.03%	8.77%	8.33%	9.75%	8.44%	9.48%	6.80%	5.37%	4.60%	8.84%	7.38%	7.55%	5.70%	5.60%	10.80%	11.37%	5.30%	3.07%	7.89%	11.81%	4.76%	5.49%	4.98%	4.67%	10.31%	8.30%	7.76%	9.23%	9.54%	7.51%	10.68%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	122	3	8	5	6	5	5	4	4	10	1	4	1	5	2	3	4	4	5	3	0	9	1	8	2	3	3	3	2	1	4	0	4					
		0.88%	0.47%	1.37%	0.80%	0.82%	0.79%	0.92%	0.65%	0.68%	0.94%	0.26%	1.86%	0.41%	1.05%	0.76%	0.76%	0.71%	1.17%	0.76%	1.84%	0.00%	1.06%	2.38%	1.22%	0.83%	2.00%	1.15%	0.54%	0.86%	0.51%	1.32%	0.00%	1.94%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2644	167	158	143	165	151	127	176	105	149	23	42	20	117	36	75	91	57	105	44	46	188	4	75	38	32	44	76	28	21	65	28	48					
		19.16%	25.97%	27.01%	22.81%	22.54%	23.74%	23.30%	28.76%	17.86%	14.03%	5.88%	19.53%	8.20%	24.53%	13.69%	19.08%	16.11%	16.62%	15.89%	26.99%	24.21%	22.20%	9.52%	11.43%	15.77%	21.33%	16.79%	13.72%	12.07%	10.77%	21.38%	16.18%	23.30%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	87	7	5	11	9	7	4	5	7	2	3	1	1	3	0	1	1	0	3	1	3	4	0	3	3	1	0	0	0	0	0	1	1					
		0.63%	1.09%	0.85%	1.75%	1.23%	1.10%	0.73%	0.82%	1.19%	0.19%	0.77%	0.47%	0.41%	0.63%	0.00%	0.25%	0.18%	0.00%	0.45%	0.61%	1.58%	0.47%	0.00%	0.46%	1.24%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.49%					
