Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Холмогорская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988					
1	"Число избирателей, внесенных в списки"	22784	467	242	227	384	1512	2074	164	317	248	201	2235	162	570	1406	189	176	1306	732	901	176	228	215	378	317	162	155	842	137	62	2562	142	137	73	421	248	125	111	284	522	266	1016	497	75	120					
2	"Число бюллетеней, полученных участковыми комиссиями"	23470	476	240	240	410	1500	2100	163	330	240	210	2250	166	590	1420	193	178	1380	790	980	171	240	220	390	360	174	179	850	139	88	2570	146	148	75	420	250	120	119	300	560	280	1090	520	78	127					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	85	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	9	0	0	0	0	0	0	18	0	0	14	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12406	289	136	112	217	907	1244	103	157	174	97	1234	55	316	849	113	82	588	507	503	92	116	138	162	130	86	85	439	104	53	1166	69	86	48	227	140	82	68	127	256	128	515	306	39	61					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1112	30	21	18	14	44	34	4	57	8	12	43	13	22	35	20	28	25	5	12	43	19	19	50	29	3	12	46	3	9	161	22	2	0	29	17	14	8	18	62	20	24	39	18	0					
6	Число погашенных бюллетеней	9867	157	83	110	179	549	822	56	116	58	101	973	81	252	536	60	68	758	278	465	36	105	63	178	183	85	82	351	32	26	1219	55	60	27	164	93	24	43	155	242	132	551	175	18	66					
7	Число бюллетеней в переносных ящиках для голосования	1197	30	21	18	14	44	34	4	57	8	12	43	30	22	35	20	28	34	5	12	43	19	19	50	47	3	12	60	3	9	185	22	2	0	29	17	14	8	18	62	20	24	39	21	0					
8	Число бюллетеней в стационарных ящиках для голосования	12401	289	136	112	217	902	1245	103	157	174	97	1234	55	315	849	113	82	588	507	503	92	116	138	162	130	86	85	439	104	53	1166	69	86	48	227	140	82	68	127	256	128	515	306	39	61					
9	Число недействительных бюллетеней	149	7	2	3	8	8	5	3	6	1	3	11	0	7	11	4	0	4	5	2	1	1	0	1	2	5	1	2	2	4	14	2	1	0	2	4	0	2	0	7	4	2	1	1	0					
10	Число действительных бюллетеней	13449	312	155	127	223	938	1274	104	208	181	106	1266	85	330	873	129	110	618	507	513	134	134	157	211	175	84	96	497	105	58	1337	89	87	48	254	153	96	74	145	311	144	537	344	59	61					
