Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
"Наименование Избирательной комиссии:    Пенза, Первомайская"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131					
1	"Число избирателей, внесенных в списки избирателей"	105810	2391	2007	1708	1919	2319	2343	473	165	105	70	2569	2436	2717	2658	670	2544	2524	2599	2504	2838	1610	2701	2876	295	1568	2188	2427	1068	1387	1922	2818	2109	2081	1790	1698	184	2919	2708	893	1284	2562	2058	2384	2496	1313	2630	2806	2536	2582	2570	2567	2555	1875	791					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	88090	2000	1700	1400	1600	2000	2000	450	165	105	80	2000	2000	2200	2200	600	2100	2100	2100	2100	2300	1400	2200	2300	300	1300	1800	2000	900	1200	1600	2300	1800	1800	1500	1400	190	2400	2300	800	1100	2100	1800	2000	2100	1000	2200	2300	2100	2200	2100	2100	2100	1600	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	61380	1615	1180	1041	1172	1473	1551	355	4	99	38	1629	1589	1814	1751	386	1411	1520	1606	1489	1670	830	1488	1805	243	871	1292	1444	550	791	1029	1456	1185	983	960	905	144	1657	1541	475	692	1333	1009	1275	1243	702	1417	1722	1470	1465	1557	1559	1452	1068	374					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2983	43	83	70	35	35	45	77	161	6	32	44	30	85	95	22	48	57	56	62	47	133	57	82	22	66	72	31	36	12	67	160	44	69	36	29	27	62	41	40	23	108	30	124	90	46	43	31	26	31	40	26	49	81	16					
6	Число погашенных избирательных бюллетеней	23727	342	437	289	393	492	404	18	0	0	10	327	381	301	354	192	641	523	438	549	583	437	655	413	35	363	436	525	314	397	504	684	571	748	504	466	19	681	718	285	385	659	761	601	767	252	740	547	604	704	503	515	599	451	210					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2981	43	83	70	35	35	45	77	161	6	32	44	30	85	95	22	48	57	56	62	47	131	57	82	22	66	72	31	36	12	67	160	44	69	36	29	27	62	41	40	23	108	30	124	90	46	43	31	26	31	40	26	49	81	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	61333	1611	1180	1041	1171	1473	1551	353	4	99	38	1624	1586	1809	1750	386	1411	1520	1606	1487	1670	830	1488	1793	243	869	1292	1442	550	791	1029	1454	1185	982	960	904	144	1657	1541	475	692	1333	1009	1275	1243	702	1417	1721	1470	1464	1557	1558	1451	1068	374					
9	Число недействительных избирательных бюллетеней	1011	25	15	24	20	17	23	11	4	2	4	23	24	34	37	4	28	20	24	33	28	12	29	23	7	10	24	23	8	22	21	21	14	10	16	8	1	19	22	9	20	23	10	30	13	23	17	24	17	26	37	25	14	27	6					
10	Число действительных избирательных бюллетеней	63303	1629	1248	1087	1186	1491	1573	419	161	103	66	1645	1592	1860	1808	404	1431	1557	1638	1516	1689	949	1516	1852	258	925	1340	1450	578	781	1075	1593	1215	1041	980	925	170	1700	1560	506	695	1418	1029	1369	1320	725	1443	1728	1479	1469	1560	1559	1486	1122	384					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1490	25	40	30	20	40	50	0	0	0	0	40	55	45	35	10	35	50	30	45	45	25	35	30	0	35	25	35	15	15	15	30	35	20	20	20	0	40	30	10	10	40	20	20	25	20	30	30	40	30	65	40	40	40	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1269	25	32	26	17	36	43	0	0	0	0	35	55	43	29	10	28	44	29	39	38	19	32	26	0	23	23	33	14	13	10	29	26	14	12	20	0	39	30	8	9	25	18	20	19	13	26	30	33	30	38	35	33	35	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1249	17	41	62	15	18	17	90	3	24	35	97	28	41	15	4	2	23	32	36	15	13	21	49	76	10	22	21	7	6	47	15	17	7	7	13	67	17	16	8	7	16	7	15	10	14	9	22	6	13	8	22	21	6	19					
14	Число погашенных неиспользованных открепительных удостоверений	221	0	8	4	3	4	7	0	0	0	0	5	0	2	6	0	7	6	1	6	7	6	3	4	0	12	2	2	1	2	5	1	9	6	8	0	0	1	0	2	1	15	2	0	6	7	4	0	7	0	27	5	7	5	5					
