Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Октябрьская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392					
1	"Число избирателей, внесенных в список избирателей"	23736	764	740	598	846	814	800	842	811	766	797	481	611	192	322	710	792	279	594	174	357	138	125	284	760	757	828	770	40	176	495	534	675	396	320	375	203	440	565	613	574	547	606	581	644					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24493	760	730	620	825	840	770	870	840	790	830	490	630	200	300	760	820	290	610	180	350	135	125	280	780	750	850	800	53	200	775	560	690	420	330	370	200	440	580	630	580	580	610	590	660					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	23	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13799	428	454	307	441	427	465	396	470	426	376	477	313	156	180	337	398	176	331	98	283	78	111	155	316	521	623	559	33	145	395	394	594	248	226	188	101	201	211	250	328	280	308	299	296					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	985	30	14	10	14	24	29	32	20	21	38	4	27	5	12	41	65	7	35	10	6	20	7	13	76	16	5	2	5	6	19	22	13	0	12	32	14	24	39	40	32	29	57	30	28					
6	Число погашенных избирательных бюллетеней	9641	302	262	303	370	389	276	442	350	343	416	9	290	39	108	382	357	107	244	72	61	37	7	112	388	213	222	239	15	49	316	121	83	172	92	150	85	215	330	340	220	271	245	261	336					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1053	30	14	10	14	24	29	32	20	21	38	4	27	5	12	41	65	7	35	10	6	20	7	13	76	16	5	2	5	6	64	45	13	0	12	32	14	24	39	40	32	29	57	30	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13797	428	454	307	441	427	465	396	470	426	376	476	313	156	180	337	398	176	331	98	283	78	111	155	316	521	622	559	33	145	395	394	594	248	226	188	101	201	211	250	328	280	308	299	296					
9	Число недействительных избирательных бюллетеней	426	15	12	1	11	13	18	18	20	9	9	16	21	8	4	17	1	6	16	2	14	3	0	7	8	7	15	11	2	6	11	10	8	6	6	8	0	3	6	13	17	10	19	10	9					
10	Число действительных избирательных бюллетеней	14424	443	456	316	444	438	476	410	470	438	405	464	319	153	188	361	462	177	350	106	275	95	118	161	384	530	612	550	36	145	448	429	599	242	232	212	115	222	244	277	343	299	346	319	315					
