Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Тюхтетская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1978	УИК №1979	УИК №1980	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №2000	УИК №2001	УИК №2002					
1	"Число избирателей, внесенных в список избирателей"	6911	1350	1453	906	92	56	49	240	246	136	123	271	47	154	231	434	72	153	219	160	285	24	99	111					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6930	1355	1462	909	91	52	62	233	243	134	117	272	47	149	230	455	67	150	221	162	285	24	100	110					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3990	732	758	477	63	40	47	189	205	89	84	163	38	84	132	227	37	96	113	78	161	20	71	86					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	456	80	54	11	15	5	2	18	19	7	11	19	7	16	19	62	24	17	11	12	32	1	9	5					
6	Число погашенных избирательных бюллетеней	2484	543	650	421	13	7	13	26	19	38	22	90	2	49	79	166	6	37	97	72	92	3	20	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	456	80	54	11	15	5	2	18	19	7	11	19	7	16	19	62	24	17	11	12	32	1	9	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3990	732	758	477	63	40	47	189	205	89	84	163	38	84	132	227	37	96	113	78	161	20	71	86					
9	Число недействительных избирательных бюллетеней	67	14	11	12	2	0	1	2	7	0	3	4	0	1	2	0	2	2	1	0	1	0	1	1					
10	Число действительных избирательных бюллетеней	4379	798	801	476	76	45	48	205	217	96	92	178	45	99	149	289	59	111	123	90	192	21	79	90					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	248	53	57	36	4	2	2	9	9	5	5	11	2	6	9	19	1	5	3	2	4	1	1	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	79	13	17	11	0	1	0	2	0	1	0	3	1	4	0	19	0	5	0	0	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	48	5	4	2	1	2	3	2	1	1	3	4	2	3	1	3	4	2	0	1	1	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	169	40	40	25	4	1	2	7	9	4	5	8	1	2	9	0	1	0	3	2	2	1	1	2					
