Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Уйская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445					
1	"Число избирателей, внесенных в списки избирателей"	20308	636	186	527	128	687	869	206	176	628	808	554	227	213	293	238	706	531	147	157	720	958	392	383	210	212	269	186	291	237	284	286	1793	1237	2031	896	224	303	273	141	384	261	420					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19600	600	200	500	130	700	800	200	170	600	750	500	220	200	270	250	700	510	140	150	700	850	400	350	200	200	250	170	280	230	290	300	1750	1200	2000	850	200	300	250	140	400	250	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12622	344	154	330	76	424	536	137	109	448	481	288	168	146	193	147	441	377	112	115	413	637	334	294	149	144	205	147	194	193	186	236	1011	767	888	486	175	193	182	80	215	224	243					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1048	51	24	51	17	63	24	10	19	55	52	60	15	22	0	47	51	30	0	10	44	26	11	0	5	3	8	0	10	6	7	11	61	14	110	35	0	15	15	11	35	0	20					
6	Число погашенных избирательных бюллетеней	5930	205	22	119	37	213	240	53	42	97	217	152	37	32	77	56	208	103	28	25	243	187	55	56	46	53	37	23	76	31	97	53	678	419	1002	329	25	92	53	49	150	26	187					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1047	51	24	51	17	63	24	10	19	55	52	60	15	22	0	47	50	30	0	10	44	26	11	0	5	3	8	0	10	6	7	11	61	14	110	35	0	15	15	11	35	0	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12612	344	154	330	76	424	536	137	109	448	479	288	168	146	193	147	441	370	112	115	413	637	334	294	149	144	205	147	194	193	186	236	1011	766	888	486	175	193	182	80	215	224	243					
9	Число недействительных избирательных бюллетеней	139	2	5	4	3	0	4	1	2	2	2	5	0	1	7	1	3	9	3	0	6	8	5	2	2	2	2	0	4	2	4	2	7	8	8	12	2	0	3	1	1	3	1					
10	Число действительных избирательных бюллетеней	13520	393	173	377	90	487	556	146	126	501	529	343	183	167	186	193	488	391	109	125	451	655	340	292	152	145	211	147	200	197	189	245	1065	772	990	509	173	208	194	90	249	221	262					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	475	40	13	10	11	8	5	3	3	5	35	10	3	23	3	13	30	75	3	8	0	5	5	13	3	3	3	8	7	3	3	8	10	15	10	5	3	3	3	27	21	3	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	451	40	13	10	11	8	5	3	3	5	35	7	3	23	3	13	30	75	3	8	0	5	5	1	3	3	2	6	7	0	2	8	10	15	10	5	3	3	1	27	21	3	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	101	3	0	2	0	0	7	0	3	1	6	1	1	6	2	2	5	0	0	0	3	11	1	0	1	1	1	0	0	0	1	0	16	9	8	3	0	0	1	2	3	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	24	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	2	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	10	0	6	1	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	634	16	7	16	1	48	30	4	10	38	22	11	3	16	3	11	14	16	0	16	15	22	10	9	16	13	7	4	6	39	10	8	28	34	35	11	6	23	2	2	15	28	9					
		4.64%	4.05%	3.93%	4.20%	1.08%	9.86%	5.36%	2.72%	7.81%	7.55%	4.14%	3.16%	1.64%	9.52%	1.55%	5.67%	2.85%	4.00%	0.00%	12.80%	3.28%	3.32%	2.90%	3.06%	10.39%	8.84%	3.29%	2.72%	2.94%	19.60%	5.18%	3.24%	2.61%	4.36%	3.51%	2.11%	3.43%	11.06%	1.02%	2.20%	6.00%	12.50%	3.42%					
19	2.Всероссийская политическая партия «Гражданская Сила»	37	0	0	0	3	0	3	2	1	1	1	0	0	0	0	2	2	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	5	0	3	1	0	1	0	1	0	2	1					
		0.27%	0.00%	0.00%	0.00%	3.23%	0.00%	0.54%	1.36%	0.78%	0.20%	0.19%	0.00%	0.00%	0.00%	0.00%	1.03%	0.41%	0.00%	0.89%	0.80%	0.22%	0.00%	0.00%	0.34%	0.00%	0.68%	0.00%	0.68%	0.00%	0.50%	0.00%	0.40%	0.47%	0.00%	0.30%	0.19%	0.00%	0.48%	0.00%	1.10%	0.00%	0.89%	0.38%					
20	3.Политическая партия «Демократическая партия России»	15	0	1	1	0	6	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0					
		0.11%	0.00%	0.56%	0.26%	0.00%	1.23%	0.00%	0.00%	0.78%	0.00%	0.00%	0.57%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1679	103	27	82	23	48	104	20	9	51	88	43	16	8	35	28	40	33	17	13	61	140	77	18	26	5	6	6	13	15	15	24	100	95	111	50	14	15	17	2	54	7	20					
		12.29%	26.08%	15.17%	21.52%	24.73%	9.86%	18.57%	13.61%	7.03%	10.14%	16.57%	12.36%	8.74%	4.76%	18.13%	14.43%	8.15%	8.25%	15.18%	10.40%	13.35%	21.12%	22.32%	6.12%	16.88%	3.40%	2.82%	4.08%	6.37%	7.54%	7.77%	9.72%	9.33%	12.18%	11.12%	9.60%	8.00%	7.21%	8.63%	2.20%	21.60%	3.13%	7.60%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	32	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	6	2	0	0	1	1	1	0	0	2	0	0	0	0	0	0	5	3	3	2	0	0	1	0	0	1	0					
