Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Уйская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445					
1	"Число избирателей, внесенных в список избирателей"	20611	699	192	553	122	708	901	219	173	602	1360	241	186	299	256	704	562	138	163	720	855	500	393	205	228	279	164	304	255	311	322	1538	1351	1872	1270	195	307	248	135	371	271	439					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20930	680	200	570	110	740	880	210	180	620	1420	240	190	290	260	740	570	140	160	750	880	510	410	210	230	290	170	300	260	310	330	1580	1380	1900	1240	200	310	250	130	380	260	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10617	335	105	297	50	295	429	115	91	281	815	128	103	180	104	367	418	86	114	362	519	279	173	118	105	137	84	155	181	148	194	820	768	742	584	107	144	100	63	140	175	206					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	742	20	13	15	5	63	44	12	14	24	62	23	6	2	33	56	14	5	0	37	16	15	17	0	4	8	8	12	11	6	12	36	11	19	48	0	26	0	7	23	0	15					
6	Число погашенных избирательных бюллетеней	9571	325	82	258	55	382	407	83	75	315	543	89	81	108	123	317	138	49	46	351	345	216	220	92	121	145	78	133	68	156	124	724	601	1139	608	93	140	150	60	217	85	229					
7	Число избирательных бюллетеней в переносных ящиках для голосования	742	20	13	15	5	63	44	12	14	24	62	23	6	2	33	56	14	5	0	37	16	15	17	0	4	8	8	12	11	6	12	36	11	19	48	0	26	0	7	23	0	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10614	335	105	297	50	295	428	115	91	281	814	128	103	180	104	367	418	86	114	362	519	279	173	118	105	137	84	155	181	148	194	820	767	742	584	107	144	100	63	140	175	206					
9	Число недействительных избирательных бюллетеней	216	8	1	9	1	10	3	0	0	8	9	0	3	4	5	7	7	2	1	4	10	3	2	0	3	2	2	3	2	5	1	18	16	27	22	1	2	3	0	2	6	4					
10	Число действительных избирательных бюллетеней	11140	347	117	303	54	348	469	127	105	297	867	151	106	178	132	416	425	89	113	395	525	291	188	118	106	143	90	164	190	149	205	838	762	734	610	106	168	97	70	161	169	217					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	355	8	5	11	4	5	35	2	7	5	35	4	2	2	2	22	8	2	2	4	16	10	10	5	4	4	4	4	4	4	6	30	25	25	10	4	4	4	4	5	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	270	8	0	10	4	5	27	0	5	5	26	0	1	1	2	22	7	0	1	4	16	5	8	1	4	2	3	1	1	2	1	27	24	22	6	3	4	4	2	1	1	4					
