Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Почепская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834					
1	"Число избирателей, внесенных в списки избирателей"	32914	2140	1371	1717	926	1415	1804	1383	1711	410	840	267	444	355	507	202	618	145	1011	738	182	299	275	240	578	216	200	359	557	614	398	626	425	701	417	147	343	188	514	178	1747	378	136	414	363	891	273	432	277	245	346	172	464	234	1081					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32580	2000	1310	1600	900	1300	1700	1400	1600	400	840	270	430	360	500	200	600	150	1010	760	180	300	280	250	600	220	200	370	1060	560	410	630	420	680	420	140	340	190	510	180	1700	380	130	430	360	870	270	430	270	240	350	170	470	240	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16386	1059	624	770	440	677	821	620	716	259	446	120	230	165	301	107	278	70	429	338	55	144	181	109	232	144	123	143	456	316	217	362	175	358	202	60	160	96	238	79	816	217	69	232	162	484	136	190	118	119	153	74	281	84	931					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2909	37	22	90	24	53	37	66	35	26	61	34	37	56	40	20	57	33	195	131	64	59	17	57	79	44	13	77	101	48	36	68	39	85	42	57	77	39	60	30	62	34	39	32	37	76	27	93	57	81	67	40	59	59	0					
6	Число погашенных избирательных бюллетеней	13285	904	664	740	436	570	842	714	849	115	333	116	163	139	159	73	265	47	386	291	61	97	82	84	289	32	64	150	503	196	157	200	206	237	176	23	103	55	212	71	822	129	22	166	161	310	107	147	95	40	130	56	130	97	69					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2909	37	22	90	24	53	37	66	35	26	61	34	37	56	40	20	57	33	195	131	64	59	17	57	79	44	13	77	101	48	36	68	39	85	42	57	77	39	60	30	62	34	39	32	37	76	27	93	57	81	67	40	59	59	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16385	1059	624	769	440	677	821	620	716	259	446	120	230	165	301	107	278	70	429	338	55	144	181	109	232	144	123	143	456	316	217	362	175	358	202	60	160	96	238	79	816	217	69	232	162	484	136	190	118	119	153	74	281	84	931					
9	Число недействительных избирательных бюллетеней	200	11	8	5	3	8	15	13	11	1	16	6	0	3	11	2	3	1	6	1	0	0	3	1	3	0	1	1	2	3	0	7	4	1	2	0	3	0	3	0	10	0	4	0	6	1	1	0	1	4	6	0	5	0	4					
10	Число действительных избирательных бюллетеней	19094	1085	638	854	461	722	843	673	740	284	491	148	267	218	330	125	332	102	618	468	119	203	195	165	308	188	135	219	555	361	253	423	210	442	242	117	234	135	295	109	868	251	104	264	193	559	162	283	174	196	214	114	335	143	927					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	445	35	7	12	5	16	13	10	10	5	8	5	5	5	8	5	8	5	15	8	5	5	5	5	10	5	5	8	10	8	5	16	5	8	8	5	5	5	8	5	20	5	5	10	5	10	5	8	5	0	5	0	9	0	37					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	237	22	6	10	4	16	13	8	8	0	1	0	2	1	1	0	2	0	14	4	1	0	2	0	4	3	0	2	3	1	2	13	0	4	8	4	1	0	1	0	14	1	0	9	1	1	1	0	1	0	2	0	9	0	37					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	167	8	8	3	4	14	4	3	12	2	3	0	0	1	4	2	1	1	2	4	2	2	2	2	2	1	0	1	7	2	2	1	0	1	5	7	4	2	5	2	3	3	3	1	5	4	1	6	4	2	2	2	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	208	13	1	2	1	0	0	2	2	5	7	5	3	4	7	5	6	5	1	4	4	5	3	5	6	2	5	6	7	7	3	3	5	4	0	1	4	5	7	5	6	4	5	1	4	9	4	8	4	0	3	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	3	0	1	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	5					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	442	24	20	19	2	16	9	12	13	3	15	0	12	7	5	3	11	2	7	21	1	7	2	4	5	7	8	5	59	13	2	14	15	5	10	3	2	4	6	1	14	9	2	5	1	6	3	7	2	3	2	3	7	0	4					
		2.29%	2.19%	3.10%	2.21%	0.43%	2.19%	1.05%	1.75%	1.73%	1.05%	2.96%	0.00%	4.49%	3.17%	1.47%	2.36%	3.28%	1.94%	1.12%	4.48%	0.84%	3.45%	1.01%	2.41%	1.61%	3.72%	5.88%	2.27%	10.59%	3.57%	0.79%	3.26%	7.01%	1.13%	4.10%	2.56%	0.84%	2.96%	2.01%	0.92%	1.59%	3.59%	1.85%	1.89%	0.50%	1.07%	1.84%	2.47%	1.14%	1.50%	0.91%	2.63%	2.06%	0.00%	0.43%					
19	2.Всероссийская политическая партия «Гражданская Сила»	76	10	3	5	2	3	5	2	1	0	1	1	2	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	4	1	1	1	0	0	2	0	3	1	2	5	0	0	1	0	2	0	2	0	1	1	1	0	1	7					
		0.39%	0.91%	0.46%	0.58%	0.43%	0.41%	0.58%	0.29%	0.13%	0.00%	0.20%	0.65%	0.75%	0.45%	0.00%	0.00%	0.60%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	1.10%	0.40%	0.23%	0.47%	0.00%	0.00%	1.71%	0.00%	2.22%	0.34%	1.83%	0.57%	0.00%	0.00%	0.38%	0.00%	0.36%	0.00%	0.71%	0.00%	0.50%	0.45%	0.88%	0.00%	0.70%	0.75%					
20	3.Политическая партия «Демократическая партия России»	20	0	1	2	1	0	0	0	0	2	2	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0					
		0.10%	0.00%	0.15%	0.23%	0.22%	0.00%	0.00%	0.00%	0.00%	0.70%	0.39%	0.65%	0.00%	0.00%	0.00%	0.79%	0.30%	0.00%	0.00%	0.00%	0.00%	0.49%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.47%	0.23%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3027	185	102	157	82	119	153	122	121	40	125	25	46	20	62	17	33	6	56	57	12	13	24	31	62	21	19	27	67	35	49	49	33	64	30	31	78	37	54	6	139	42	25	58	47	82	48	50	33	51	39	24	60	27	32					
		15.69%	16.88%	15.79%	18.28%	17.67%	16.30%	17.83%	17.78%	16.11%	14.04%	24.65%	16.23%	17.23%	9.05%	18.18%	13.39%	9.85%	5.83%	8.97%	12.15%	10.08%	6.40%	12.12%	18.67%	19.94%	11.17%	13.97%	12.27%	12.03%	9.62%	19.37%	11.40%	15.42%	14.45%	12.30%	26.50%	32.91%	27.41%	18.12%	5.50%	15.83%	16.73%	23.15%	21.97%	23.62%	14.64%	29.45%	17.67%	18.86%	25.50%	17.73%	21.05%	17.65%	18.88%	3.44%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	2	0	1	0	0	2	2	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0					
		0.11%	0.18%	0.00%	0.12%	0.00%	0.00%	0.23%	0.29%	0.67%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.27%	0.00%	0.00%	0.00%	0.23%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.88%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	26	3	0	2	1	2	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	3	0	1	1	0	2	0	1	0	1	0	0	0	0	0					
		0.13%	0.27%	0.00%	0.23%	0.22%	0.27%	0.12%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.47%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.93%	0.38%	0.00%	0.36%	0.00%	0.35%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1144	52	48	62	31	45	64	56	39	17	26	5	20	19	22	9	22	3	31	23	7	10	17	4	20	5	9	9	21	34	21	27	16	31	12	2	9	8	19	7	45	11	4	11	8	37	6	21	8	6	12	6	13	4	70					
		5.93%	4.74%	7.43%	7.22%	6.68%	6.16%	7.46%	8.16%	5.19%	5.96%	5.13%	3.25%	7.49%	8.60%	6.45%	7.09%	6.57%	2.91%	4.97%	4.90%	5.88%	4.93%	8.59%	2.41%	6.43%	2.66%	6.62%	4.09%	3.77%	9.34%	8.30%	6.28%	7.48%	6.99%	4.92%	1.71%	3.80%	5.93%	6.38%	6.42%	5.13%	4.38%	3.70%	4.17%	4.02%	6.61%	3.68%	7.42%	4.57%	3.00%	5.45%	5.26%	3.82%	2.80%	7.52%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1321	101	48	53	41	59	83	50	54	10	34	12	14	19	15	7	43	2	28	21	4	12	14	11	15	7	9	18	45	25	16	48	19	16	32	5	3	10	24	6	60	29	5	11	4	36	16	15	23	22	12	8	21	7	19					
		6.85%	9.22%	7.43%	6.17%	8.84%	8.08%	9.67%	7.29%	7.19%	3.51%	6.71%	7.79%	5.24%	8.60%	4.40%	5.51%	12.84%	1.94%	4.49%	4.48%	3.36%	5.91%	7.07%	6.63%	4.82%	3.72%	6.62%	8.18%	8.08%	6.87%	6.32%	11.16%	8.88%	3.61%	13.11%	4.27%	1.27%	7.41%	8.05%	5.50%	6.83%	11.55%	4.63%	4.17%	2.01%	6.43%	9.82%	5.30%	13.14%	11.00%	5.45%	7.02%	6.18%	4.90%	2.04%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	134	7	5	4	2	13	1	4	9	1	4	3	2	2	4	0	2	1	7	6	0	0	1	0	4	1	0	0	6	1	2	1	1	4	7	1	1	1	5	1	5	1	0	0	1	4	0	1	1	0	1	0	2	0	4					
		0.69%	0.64%	0.77%	0.47%	0.43%	1.78%	0.12%	0.58%	1.20%	0.35%	0.79%	1.95%	0.75%	0.90%	1.17%	0.00%	0.60%	0.97%	1.12%	1.28%	0.00%	0.00%	0.51%	0.00%	1.29%	0.53%	0.00%	0.00%	1.08%	0.27%	0.79%	0.23%	0.47%	0.90%	2.87%	0.85%	0.42%	0.74%	1.68%	0.92%	0.57%	0.40%	0.00%	0.00%	0.50%	0.71%	0.00%	0.35%	0.57%	0.00%	0.45%	0.00%	0.59%	0.00%	0.43%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12797	694	408	544	296	453	518	421	496	207	283	101	169	150	222	87	217	88	485	338	95	160	135	115	200	147	88	160	352	243	161	281	123	319	150	73	140	72	185	83	590	159	66	176	131	387	88	185	106	111	145	71	230	104	789					
		66.33%	63.32%	63.16%	63.33%	63.79%	62.05%	60.37%	61.37%	66.05%	72.63%	55.82%	65.58%	63.30%	67.87%	65.10%	68.50%	64.78%	85.44%	77.72%	72.07%	79.83%	78.82%	68.18%	69.28%	64.31%	78.19%	64.71%	72.73%	63.20%	66.76%	63.64%	65.35%	57.48%	72.01%	61.48%	62.39%	59.07%	53.33%	62.08%	76.15%	67.20%	63.35%	61.11%	66.67%	65.83%	69.11%	53.99%	65.37%	60.57%	55.50%	65.91%	62.28%	67.65%	72.73%	84.75%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	86	7	3	5	3	12	7	4	1	3	1	0	2	0	0	0	0	0	2	2	0	0	1	0	2	0	1	0	4	3	0	0	1	0	0	0	1	0	0	3	6	0	0	1	1	2	1	0	1	1	1	0	2	0	2					
		0.45%	0.64%	0.46%	0.58%	0.65%	1.64%	0.82%	0.58%	0.13%	1.05%	0.20%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.43%	0.00%	0.00%	0.51%	0.00%	0.64%	0.00%	0.74%	0.00%	0.72%	0.82%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	2.75%	0.68%	0.00%	0.00%	0.38%	0.50%	0.36%	0.61%	0.00%	0.57%	0.50%	0.45%	0.00%	0.59%	0.00%	0.21%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
