Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Почепская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816					
1	"Число избирателей, внесенных в список избирателей"	33518	2092	1422	1854	988	1414	1830	1500	1767	381	801	216	394	342	452	175	589	112	990	693	127	275	255	213	548	217	195	336	1183	612	427	711	432	708	416	98	292	142	488	157	1859	957	466	378	314	844	902	390	227	189	297	137	493	221					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33248	2158	1400	1800	1000	1500	1800	1500	1700	380	800	200	400	340	460	180	600	100	1000	700	100	280	270	200	550	200	200	350	1000	600	400	700	400	700	420	100	300	160	450	150	1800	1000	450	400	300	850	900	390	230	200	300	140	500	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15528	983	593	784	453	647	804	680	846	240	343	76	105	114	230	103	237	63	472	277	40	123	155	93	238	136	98	141	416	298	177	322	158	324	141	39	111	71	210	65	841	763	212	197	116	394	650	172	83	104	133	57	257	143					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2734	25	78	88	35	33	30	47	45	30	29	46	95	41	24	29	79	26	128	99	50	32	13	37	81	43	32	70	92	36	46	47	72	74	42	40	63	27	72	27	98	46	74	29	23	66	35	57	47	68	41	23	80	44					
6	Число погашенных избирательных бюллетеней	14986	1150	729	928	512	820	966	773	809	110	428	78	200	185	206	48	284	11	400	324	10	125	102	70	231	21	70	139	492	266	177	331	170	302	237	21	126	62	168	58	861	191	164	174	161	390	215	161	100	28	126	60	163	53					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2734	25	78	88	35	33	30	47	45	30	29	46	95	41	24	29	79	26	128	99	50	32	13	37	81	43	32	70	92	36	46	47	72	74	42	40	63	27	72	27	98	46	74	29	23	66	35	57	47	68	41	23	80	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15517	983	593	784	453	647	793	680	846	240	343	76	105	114	230	103	237	63	472	277	40	123	155	93	238	136	98	141	416	298	177	322	158	324	141	39	111	71	210	65	841	763	212	197	116	394	650	172	83	104	133	57	257	143					
9	Число недействительных избирательных бюллетеней	303	20	12	19	3	12	19	64	13	2	13	4	1	1	0	0	5	0	10	6	0	1	4	3	3	2	1	0	6	8	1	4	1	5	0	0	2	4	3	1	10	4	2	2	1	3	13	5	1	0	2	2	3	2					
10	Число действительных избирательных бюллетеней	17948	988	659	853	485	668	804	663	878	268	359	118	199	154	254	132	311	89	590	370	90	154	164	127	316	177	129	211	502	326	222	365	229	393	183	79	172	94	279	91	929	805	284	224	138	457	672	224	129	172	172	78	334	185					
