Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Вачская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472					
1	"Число избирателей, внесенных в списки избирателей"	16960	654	182	218	796	847	194	169	1693	1425	1069	720	370	187	147	202	160	194	274	967	458	114	445	951	289	571	245	1086	760	155	130	551	141	137	378	81					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16051	680	175	220	750	850	190	165	1600	1350	900	650	350	185	145	200	160	185	255	900	450	109	440	900	280	550	245	900	700	155	128	550	139	140	365	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9334	432	59	123	437	470	129	99	1076	844	616	363	160	118	103	114	123	151	190	498	241	55	167	445	137	211	114	586	460	79	45	324	34	69	220	42					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3073	105	97	62	193	155	35	37	100	119	148	129	100	51	35	60	15	13	33	153	76	42	156	191	81	203	75	138	60	47	72	57	68	43	97	27					
6	Число погашенных избирательных бюллетеней	3644	143	19	35	120	225	26	29	424	387	136	158	90	16	7	26	22	21	32	249	133	12	117	264	62	136	56	176	180	29	11	169	37	28	48	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3072	105	97	62	193	155	35	37	100	119	148	129	100	51	35	60	15	13	33	153	76	42	155	191	81	203	75	138	60	47	72	57	68	43	97	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9326	432	59	123	437	470	129	99	1076	837	615	363	160	118	103	114	123	151	190	498	241	55	167	445	137	211	114	586	460	79	45	324	34	69	220	42					
9	Число недействительных избирательных бюллетеней	76	6	0	1	6	2	0	2	9	6	3	3	2	1	0	0	0	1	2	3	2	1	7	2	1	1	0	8	4	0	0	3	0	0	0	0					
10	Число действительных избирательных бюллетеней	12322	531	156	184	624	623	164	134	1167	950	760	489	258	168	138	174	138	163	221	648	315	96	315	634	217	413	189	716	516	126	117	378	102	112	317	69					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	650	26	5	6	14	35	10	1	27	15	20	5	3	25	25	10	10	5	10	25	21	5	50	44	5	22	10	49	35	1	4	70	10	10	30	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	606	26	5	6	14	35	10	0	24	7	12	3	3	25	25	10	10	5	8	24	21	5	50	43	2	22	10	49	35	1	4	65	6	4	30	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	105	3	1	0	1	5	1	1	11	5	3	1	3	4	6	2	2	3	4	6	1	3	2	2	2	1	0	1	5	2	0	12	0	2	8	2					
14	Число погашенных неиспользованных открепительных удостоверений	44	0	0	0	0	0	0	1	3	8	8	2	0	0	0	0	0	0	2	1	0	0	0	1	3	0	0	0	0	0	0	5	4	6	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	507	18	1	0	33	48	9	3	48	16	26	16	11	9	7	8	5	9	7	25	23	8	17	27	11	3	7	24	35	2	3	8	5	2	33	0					
		4.09%	3.35%	0.64%	0.00%	5.24%	7.68%	5.49%	2.21%	4.08%	1.67%	3.41%	3.25%	4.23%	5.33%	5.07%	4.60%	3.62%	5.49%	3.14%	3.84%	7.26%	8.25%	5.28%	4.25%	5.05%	0.72%	3.70%	3.31%	6.73%	1.59%	2.56%	2.10%	4.90%	1.79%	10.41%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	59	3	0	1	2	0	0	3	10	8	3	2	2	1	0	0	3	0	0	3	0	0	2	2	0	0	0	7	1	0	0	2	1	0	2	1					
		0.48%	0.56%	0.00%	0.54%	0.32%	0.00%	0.00%	2.21%	0.85%	0.84%	0.39%	0.41%	0.77%	0.59%	0.00%	0.00%	2.17%	0.00%	0.00%	0.46%	0.00%	0.00%	0.62%	0.31%	0.00%	0.00%	0.00%	0.97%	0.19%	0.00%	0.00%	0.52%	0.98%	0.00%	0.63%	1.45%					
20	3.Политическая партия «Демократическая партия России»	12	1	0	0	1	0	0	0	0	3	2	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0					
		0.10%	0.19%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.31%	0.26%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1054	43	9	10	55	45	10	24	121	76	85	46	9	18	13	7	3	11	13	46	17	2	31	65	16	60	11	55	49	6	5	38	9	12	25	9					
		8.50%	8.01%	5.77%	5.41%	8.73%	7.20%	6.10%	17.65%	10.29%	7.95%	11.14%	9.35%	3.46%	10.65%	9.42%	4.02%	2.17%	6.71%	5.83%	7.07%	5.36%	2.06%	9.63%	10.22%	7.34%	14.49%	5.82%	7.60%	9.42%	4.76%	4.27%	9.97%	8.82%	10.71%	7.89%	13.04%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	19	1	0	0	3	0	0	1	0	6	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0					
		0.15%	0.19%	0.00%	0.00%	0.48%	0.00%	0.00%	0.74%	0.00%	0.63%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.24%	0.00%	0.14%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	1	0	0	0	1	0	1	3	0	1	0	0	0	1	1	0	0	0	4	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0					
		0.15%	0.19%	0.00%	0.00%	0.00%	0.16%	0.00%	0.74%	0.26%	0.00%	0.13%	0.00%	0.00%	0.00%	0.72%	0.57%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.62%	0.16%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1149	58	13	16	47	51	13	13	124	106	70	47	17	10	10	17	6	9	9	89	33	5	21	59	23	42	16	75	50	15	3	29	8	10	27	8					
		9.27%	10.80%	8.33%	8.65%	7.46%	8.16%	7.93%	9.56%	10.54%	11.09%	9.17%	9.55%	6.54%	5.92%	7.25%	9.77%	4.35%	5.49%	4.04%	13.67%	10.41%	5.15%	6.52%	9.28%	10.55%	10.14%	8.47%	10.36%	9.62%	11.90%	2.56%	7.61%	7.84%	8.93%	8.52%	11.59%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	811	30	7	10	32	32	4	6	108	87	48	26	15	14	6	8	3	5	4	53	17	5	11	38	10	31	5	87	56	10	2	14	3	4	18	2					
		6.54%	5.59%	4.49%	5.41%	5.08%	5.12%	2.44%	4.41%	9.18%	9.10%	6.29%	5.28%	5.77%	8.28%	4.35%	4.60%	2.17%	3.05%	1.79%	8.14%	5.36%	5.15%	3.42%	5.97%	4.59%	7.49%	2.65%	12.02%	10.77%	7.94%	1.71%	3.67%	2.94%	3.57%	5.68%	2.90%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	65	4	2	1	2	1	2	1	5	9	3	1	4	1	0	2	3	0	2	1	2	0	2	3	1	1	1	2	3	2	0	3	0	0	1	0					
		0.52%	0.74%	1.28%	0.54%	0.32%	0.16%	1.22%	0.74%	0.43%	0.94%	0.39%	0.20%	1.54%	0.59%	0.00%	1.15%	2.17%	0.00%	0.90%	0.15%	0.63%	0.00%	0.62%	0.47%	0.46%	0.24%	0.53%	0.28%	0.58%	1.59%	0.00%	0.79%	0.00%	0.00%	0.32%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8587	371	124	146	448	440	126	81	743	634	518	349	199	115	101	130	115	128	186	424	221	76	225	435	156	273	148	460	321	91	104	282	76	83	209	49					
		69.26%	69.09%	79.49%	78.92%	71.11%	70.40%	76.83%	59.56%	63.18%	66.32%	67.89%	70.93%	76.54%	68.05%	73.19%	74.71%	83.33%	78.05%	83.41%	65.13%	69.72%	78.35%	69.88%	68.40%	71.56%	65.94%	78.31%	63.54%	61.73%	72.22%	88.89%	74.02%	74.51%	74.11%	65.93%	71.01%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	41	1	0	0	1	5	0	1	5	5	2	2	1	0	0	0	0	0	0	1	2	0	4	2	0	2	0	4	0	0	0	1	0	1	1	0					
		0.33%	0.19%	0.00%	0.00%	0.16%	0.80%	0.00%	0.74%	0.43%	0.52%	0.26%	0.41%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.63%	0.00%	1.24%	0.31%	0.00%	0.48%	0.00%	0.55%	0.00%	0.00%	0.00%	0.26%	0.00%	0.89%	0.32%	0.00%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
