Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Шелеховская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828					
1	"Число избирателей, внесенных в список избирателей"	48162	1193	2014	1881	2360	1821	2096	1479	2109	1900	2580	2900	2347	2334	2173	2417	1684	1998	2020	2002	1499	1644	1099	1486	1167	638	967	354					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	45000	1100	1800	1800	2300	1700	1900	1400	1900	1800	2400	2700	2200	2200	2100	2300	1600	1900	1900	1800	1400	1500	900	1500	1100	600	900	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20182	367	757	798	874	812	1082	712	933	880	1069	1286	1152	1000	959	1107	771	861	739	570	527	640	393	833	412	194	333	121					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	666	5	28	29	32	13	25	25	51	20	11	25	15	12	4	15	6	11	33	34	35	18	48	13	84	40	21	13					
6	Число погашенных избирательных бюллетеней	24152	728	1015	973	1394	875	793	663	916	900	1320	1389	1033	1188	1137	1178	823	1028	1128	1196	838	842	459	654	604	366	546	166					
7	Число избирательных бюллетеней в переносных ящиках для голосования	666	5	28	29	32	13	25	25	51	20	11	25	15	12	4	15	6	11	33	34	35	18	48	13	84	40	21	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20179	367	757	797	874	811	1082	712	933	879	1069	1286	1152	1000	959	1107	771	861	739	570	527	640	393	833	412	194	333	121					
9	Число недействительных избирательных бюллетеней	359	4	8	14	20	15	16	7	14	18	16	21	11	22	9	16	12	17	33	11	13	7	9	15	15	4	11	1					
10	Число действительных избирательных бюллетеней	20486	368	777	812	886	809	1091	730	970	881	1064	1290	1156	990	954	1106	765	855	739	593	549	651	432	831	481	230	343	133					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2700	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	295	1	7	9	9	5	18	9	13	4	20	13	8	11	19	15	8	12	12	9	9	10	7	57	3	0	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	245	6	6	7	38	10	6	6	16	8	12	13	12	8	1	6	3	5	15	14	4	5	5	7	1	10	6	15					
14	Число погашенных неиспользованных открепительных удостоверений	2405	99	93	91	91	95	82	91	87	96	80	87	92	89	81	85	92	88	88	91	91	90	93	43	97	100	95	98					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3370	47	111	118	161	145	216	171	175	190	168	215	194	174	159	187	129	132	104	75	78	99	71	83	76	27	40	25					
		16.17%	12.63%	14.14%	14.29%	17.77%	17.60%	19.51%	23.20%	17.78%	21.13%	15.56%	16.40%	16.62%	17.19%	16.51%	16.67%	16.60%	15.14%	13.47%	12.42%	13.88%	15.05%	16.10%	9.81%	15.32%	11.54%	11.30%	18.66%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4140	78	154	207	175	168	180	103	190	171	242	276	214	172	208	194	158	170	155	117	122	162	92	172	106	68	55	31					
		19.86%	20.97%	19.62%	25.06%	19.32%	20.39%	16.26%	13.98%	19.31%	19.02%	22.41%	21.05%	18.34%	16.99%	21.60%	17.29%	20.33%	19.50%	20.08%	19.37%	21.71%	24.62%	20.86%	20.33%	21.37%	29.06%	15.54%	23.13%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	252	7	11	12	5	5	13	11	14	6	13	18	8	18	15	13	11	7	8	6	4	10	9	15	8	1	3	1					
		1.21%	1.88%	1.40%	1.45%	0.55%	0.61%	1.17%	1.49%	1.42%	0.67%	1.20%	1.37%	0.69%	1.78%	1.56%	1.16%	1.42%	0.80%	1.04%	0.99%	0.71%	1.52%	2.04%	1.77%	1.61%	0.43%	0.85%	0.75%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5916	122	264	242	236	228	322	219	291	239	331	375	356	298	275	327	210	270	232	152	143	159	119	193	103	50	120	40					
		28.38%	32.80%	33.63%	29.30%	26.05%	27.67%	29.09%	29.72%	29.57%	26.59%	30.65%	28.60%	30.51%	29.45%	28.56%	29.14%	27.03%	30.96%	30.05%	25.17%	25.44%	24.16%	26.98%	22.81%	20.77%	21.37%	33.90%	29.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	964	20	36	23	55	36	69	40	43	65	44	64	69	48	51	80	30	47	21	21	21	32	6	14	12	1	14	2					
		4.62%	5.38%	4.59%	2.78%	6.07%	4.37%	6.23%	5.43%	4.37%	7.23%	4.07%	4.88%	5.91%	4.74%	5.30%	7.13%	3.86%	5.39%	2.72%	3.48%	3.74%	4.86%	1.36%	1.65%	2.42%	0.43%	3.95%	1.49%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5704	93	199	206	251	217	283	181	253	202	259	330	308	274	242	297	222	219	215	214	177	187	134	347	173	81	109	31					
