Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Спировская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003					
1	"Число избирателей, внесенных в списки"	10819	764	771	717	756	840	732	859	391	110	542	380	120	550	223	301	256	100	546	222	320	522	353	297	147					
2	"Число бюллетеней, полученных участковыми комиссиями"	10851	786	789	723	764	825	745	869	388	106	543	385	120	514	219	310	257	99	544	216	329	517	357	295	151					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5558	387	439	407	401	424	410	513	145	51	269	178	79	294	92	140	124	75	320	123	112	227	144	112	92					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1121	45	32	23	23	32	18	12	39	11	30	67	6	86	65	48	66	11	36	16	118	102	115	90	30					
6	Число погашенных бюллетеней	4172	354	318	293	340	369	317	344	204	44	244	140	35	134	62	122	67	13	188	77	99	188	98	93	29					
7	Число бюллетеней в переносных ящиках для голосования	1121	45	32	23	23	32	18	12	39	11	30	67	6	86	65	48	66	11	36	16	118	102	115	90	30					
8	Число бюллетеней в стационарных ящиках для голосования	5556	387	439	407	401	424	410	512	145	51	269	178	78	294	92	140	124	75	320	123	112	227	144	112	92					
9	Число недействительных бюллетеней	155	5	5	17	3	14	17	9	5	0	9	3	1	13	1	5	3	4	5	6	2	7	9	6	6					
10	Число действительных бюллетеней	6522	427	466	413	421	442	411	515	179	62	290	242	83	367	156	183	187	82	351	133	228	322	250	196	116					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	284	20	20	20	20	21	20	21	10	3	14	10	3	14	4	10	4	3	14	5	10	14	10	10	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	52	3	8	5	2	8	0	1	0	0	1	2	0	5	0	3	0	0	2	0	2	3	3	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	91	3	0	5	4	3	5	2	3	7	2	1	2	19	3	1	3	2	5	2	0	5	4	8	2					
14	Число погашенных открепительных удостоверений	232	17	12	15	18	13	20	20	10	3	13	8	3	9	4	7	4	3	12	5	8	11	7	8	2					
15	Число открепительных удостоверений выданных ТИК	16	3	0	1	1	2	3	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	155	3	13	4	6	6	15	9	7	4	10	4	0	11	5	4	6	1	5	1	18	7	3	7	6					
		2.32%	0.69%	2.76%	0.93%	1.41%	1.31%	3.50%	1.71%	3.80%	6.45%	3.34%	1.63%	0.0%	2.89%	3.18%	2.12%	3.15%	1.16%	1.40%	0.71%	7.82%	2.12%	1.15%	3.46%	4.91%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	123	8	10	8	6	12	8	16	1	1	10	4	2	8	4	1	0	1	5	1	2	4	4	7	0					
		1.84%	1.85%	2.12%	1.86%	1.41%	2.63%	1.86%	3.05%	0.54%	1.61%	3.34%	1.63%	2.38%	2.10%	2.54%	0.53%	0.0%	1.16%	1.40%	0.71%	0.86%	1.21%	1.54%	3.46%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	212	10	15	17	18	16	15	18	7	4	3	9	7	8	3	5	8	1	11	9	7	7	2	3	9					
		3.17%	2.31%	3.18%	3.95%	4.24%	3.50%	3.50%	3.43%	3.80%	6.45%	1.00%	3.67%	8.33%	2.10%	1.91%	2.65%	4.21%	1.16%	3.08%	6.47%	3.04%	2.12%	0.77%	1.48%	7.37%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	131	9	9	7	12	14	10	19	4	0	6	5	0	6	2	4	3	2	4	3	5	4	0	3	0					
		1.96%	2.08%	1.91%	1.62%	2.83%	3.07%	2.33%	3.62%	2.17%	0.0%	2.00%	2.04%	0.0%	1.57%	1.27%	2.12%	1.57%	2.32%	1.12%	2.15%	2.17%	1.21%	0.0%	1.48%	0.0%					
22	"5. ""За Русь Святую"""	91	7	2	4	5	6	2	10	0	0	4	3	2	7	3	3	2	1	7	4	2	14	0	0	3					
		1.36%	1.62%	0.42%	0.93%	1.17%	1.31%	0.46%	1.90%	0.0%	0.0%	1.33%	1.22%	2.38%	1.84%	1.91%	1.59%	1.05%	1.16%	1.96%	2.87%	0.86%	4.25%	0.0%	0.0%	2.45%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	3	1	1	3	2	1	0	0	1	5	0	1	2	1	0	1	1	1	0	1	2	2	1	0					
