Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Кикнурская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273					
1	"Число избирателей, внесенных в списки"	9662	634	1550	817	1347	296	521	576	247	140	665	184	183	150	538	256	89	142	401	264	67	380	215					
2	"Число бюллетеней, полученных участковыми комиссиями"	9239	1055	1372	719	1231	230	485	520	228	127	605	170	170	133	485	233	89	133	376	263	68	345	202					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5019	621	834	419	665	161	184	164	123	91	205	92	102	99	262	141	50	95	215	113	44	200	139					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	987	13	47	66	26	19	95	179	43	20	115	24	28	15	87	17	6	15	57	58	9	25	23					
6	Число погашенных бюллетеней	3233	421	491	234	540	50	206	177	62	16	285	54	40	19	136	75	33	23	104	92	15	120	40					
7	Число бюллетеней в переносных ящиках для голосования	987	13	47	66	26	19	95	179	43	20	115	24	28	15	87	17	6	15	57	58	9	25	23					
8	Число бюллетеней в стационарных ящиках для голосования	5018	621	834	419	665	161	184	164	123	91	205	92	102	99	261	141	50	95	215	113	44	200	139					
9	Число недействительных бюллетеней	92	7	9	6	10	4	3	7	0	5	4	1	2	2	12	6	0	1	3	1	2	7	0					
10	Число действительных бюллетеней	5913	627	872	479	681	176	276	336	166	106	316	115	128	112	336	152	56	109	269	170	51	218	162					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	199	20	15	15	20	7	10	10	6	4	15	5	5	5	10	7	3	5	9	12	3	7	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	45	6	7	1	1	0	3	2	0	0	0	0	0	1	1	2	1	0	4	12	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	2	4	4	0	2	1	1	0	0	0	1	0	0	1	1	0	2	1	3	0	0	0					
14	Число погашенных открепительных удостоверений	154	14	8	14	19	7	7	8	6	4	15	5	5	4	9	5	2	5	5	0	0	6	6					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	41	2	5	6	3	1	2	3	0	1	7	1	1	0	1	2	0	0	2	1	0	1	2					
		0.68%	0.31%	0.56%	1.23%	0.43%	0.55%	0.71%	0.87%	0.0%	0.90%	2.18%	0.86%	0.76%	0.0%	0.28%	1.26%	0.0%	0.0%	0.73%	0.58%	0.0%	0.44%	1.23%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	35	6	5	0	2	0	2	6	1	2	0	0	1	0	4	0	0	0	1	4	0	0	1					
		0.58%	0.94%	0.56%	0.0%	0.28%	0.0%	0.71%	1.74%	0.60%	1.80%	0.0%	0.0%	0.76%	0.0%	1.14%	0.0%	0.0%	0.0%	0.36%	2.33%	0.0%	0.0%	0.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	182	13	11	24	17	3	4	13	4	3	27	1	2	4	22	3	4	0	4	7	4	8	4					
		3.03%	2.05%	1.24%	4.94%	2.46%	1.66%	1.43%	3.79%	2.40%	2.70%	8.43%	0.86%	1.53%	3.50%	6.32%	1.89%	7.14%	0.0%	1.47%	4.09%	7.54%	3.55%	2.46%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	75	9	4	2	7	1	3	2	4	2	6	0	5	6	4	1	0	5	6	1	1	1	5					
		1.24%	1.41%	0.45%	0.41%	1.01%	0.55%	1.07%	0.58%	2.40%	1.80%	1.87%	0.0%	3.84%	5.26%	1.14%	0.63%	0.0%	4.54%	2.20%	0.58%	1.88%	0.44%	3.08%					
22	"5. ""За Русь Святую"""	76	3	11	4	8	2	1	13	1	1	5	1	0	0	5	1	1	2	0	7	3	5	2					
