Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Собинская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249					
1	"Число избирателей, внесенных в список избирателей"	49395	650	658	439	377	1575	1596	894	372	587	616	542	217	2282	2381	1820	1265	259	629	182	796	313	379	1794	2044	1993	2041	2067	2031	2172	2082	2853	2817	2510	2787	2608	359	408					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46250	650	600	400	400	1500	1500	850	350	550	600	500	200	2000	2000	1700	1200	250	600	150	750	300	350	1700	2000	1900	2000	2000	2000	2000	2000	2700	2700	2400	2600	2300	300	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15390	171	310	128	85	382	477	334	87	192	200	164	74	816	934	726	343	86	286	80	304	122	221	460	540	549	543	622	586	629	506	846	860	774	906	623	174	250					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2900	196	37	82	122	240	45	34	55	29	49	84	8	85	37	16	265	55	46	21	77	37	33	34	60	136	216	71	49	67	39	82	49	58	100	160	126	0					
6	Число погашенных избирательных бюллетеней	27960	283	253	190	193	878	978	482	208	329	351	252	118	1099	1029	958	592	109	268	49	369	141	96	1206	1400	1215	1241	1307	1365	1304	1455	1772	1791	1568	1594	1517	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2900	196	37	82	122	240	45	34	55	29	49	84	8	85	37	16	265	55	46	21	77	37	33	34	60	136	216	71	49	67	39	82	49	58	100	160	126	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15386	171	310	128	85	382	477	334	87	192	200	164	74	816	934	726	343	86	286	80	304	122	221	460	540	549	543	622	586	628	505	846	860	774	906	621	174	250					
9	Число недействительных избирательных бюллетеней	345	3	7	1	1	9	6	6	0	3	3	3	1	11	17	15	9	1	7	2	3	2	2	7	18	9	6	11	9	19	13	15	19	11	20	21	11	44					
10	Число действительных избирательных бюллетеней	17941	364	340	209	206	613	516	362	142	218	246	245	81	890	954	727	599	140	325	99	378	157	252	487	582	676	753	682	626	676	531	913	890	821	986	760	289	206					
