Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Ахтынская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138					
1	"Число избирателей, внесенных в списки избирателей"	15913	556	1173	542	845	475	92	848	1104	558	195	155	357	348	941	856	605	209	422	938	601	76	433	328	131	572	76	200	772	45	591	668	201					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15433	540	1140	525	822	460	88	825	1103	550	185	150	340	340	910	820	585	200	410	912	570	75	405	310	125	540	75	195	771	45	572	650	195					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14601	449	1122	514	750	336	88	825	788	548	160	129	340	312	875	820	585	200	410	887	560	75	403	310	115	517	75	189	768	38	572	646	195					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	57	0	0	0	41	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0					
6	Число погашенных избирательных бюллетеней	775	91	18	11	31	124	0	0	315	2	25	21	0	23	35	0	0	0	0	25	10	0	2	0	10	23	0	0	3	2	0	4	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	57	0	0	0	41	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14601	449	1122	514	750	336	88	825	788	548	160	129	340	312	875	820	585	200	410	887	560	75	403	310	115	517	75	189	768	38	572	646	195					
9	Число недействительных избирательных бюллетеней	63	0	13	0	0	0	6	0	12	0	1	0	3	3	0	0	0	0	0	0	0	0	13	0	0	0	1	0	5	0	0	5	1					
10	Число действительных избирательных бюллетеней	14595	449	1109	514	791	336	82	825	776	548	159	129	337	314	875	820	585	200	410	887	560	75	390	310	115	517	74	195	763	43	572	641	194					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	300	10	20	10	20	10	6	10	10	7	5	5	5	10	20	10	10	10	10	20	10	5	10	7	5	10	2	5	10	2	10	10	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	42	4	9	2	0	0	0	4	6	5	0	0	0	0	0	0	1	0	1	2	5	0	0	0	0	0	0	1	1	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	258	6	11	8	20	10	6	6	4	2	5	5	5	10	20	10	9	10	9	18	5	5	10	7	5	10	2	4	9	2	10	9	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
