Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Ахтынская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137					
1	"Число избирателей, внесенных в список избирателей"	19173	1090	1188	616	1143	539	110	1075	1218	657	184	187	373	426	1207	1004	762	152	560	1132	712	73	592	362	172	71	567	233	892	132	708	811	225					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17000	962	1050	545	1052	475	100	970	1095	590	160	160	330	380	1060	890	670	131	490	1000	620	65	515	315	152	70	500	200	790	118	625	720	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16838	962	1047	545	960	473	100	966	1095	585	160	159	330	380	1056	890	667	131	490	998	615	65	511	315	152	70	500	200	755	118	625	718	200					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	76	0	3	0	6	2	0	4	0	5	0	1	0	0	4	0	3	0	0	2	5	0	4	0	0	0	0	0	35	0	0	2	0					
6	Число погашенных избирательных бюллетеней	86	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	76	0	3	0	6	2	0	4	0	5	0	1	0	0	4	0	3	0	0	2	5	0	4	0	0	0	0	0	35	0	0	2	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16838	962	1047	545	960	473	100	966	1095	585	160	159	330	380	1056	890	667	131	490	998	615	65	511	315	152	70	500	200	755	118	625	718	200					
9	Число недействительных избирательных бюллетеней	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	16906	962	1050	545	958	475	100	970	1095	590	160	160	330	380	1060	890	670	131	490	1000	620	65	515	315	152	70	500	200	790	118	625	720	200					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	101	5	5	3	5	3	1	5	5	5	2	2	2	2	5	4	3	2	3	5	3	2	3	2	2	2	3	2	4	2	4	3	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	4	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	97	5	5	2	5	3	1	5	3	5	2	2	2	2	5	4	3	2	3	5	3	2	3	2	2	2	3	2	4	2	3	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	63	3	2	2	16	1	0	2	2	2	1	1	1	0	4	0	3	0	3	1	1	0	3	0	2	2	3	1	1	1	1	2	2					
		0.37%	0.31%	0.19%	0.37%	1.66%	0.21%	0.00%	0.21%	0.18%	0.34%	0.63%	0.63%	0.30%	0.00%	0.38%	0.00%	0.45%	0.00%	0.61%	0.10%	0.16%	0.00%	0.58%	0.00%	1.32%	2.86%	0.60%	0.50%	0.13%	0.85%	0.16%	0.28%	1.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0					
		0.08%	0.00%	0.19%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.14%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1797	121	128	58	75	41	11	101	101	63	16	20	22	41	111	88	69	16	50	110	77	14	45	38	11	12	60	16	118	12	60	70	22					
		10.62%	12.58%	12.19%	10.64%	7.76%	8.63%	11.00%	10.41%	9.22%	10.68%	10.00%	12.50%	6.67%	10.79%	10.47%	9.89%	10.30%	12.21%	10.20%	11.00%	12.42%	21.54%	8.74%	12.06%	7.24%	17.14%	12.00%	8.00%	14.94%	10.17%	9.60%	9.72%	11.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.18%	0.10%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14983	838	916	483	846	432	89	863	989	522	142	139	305	339	943	802	596	115	436	887	541	51	464	277	138	54	435	182	668	104	564	647	176					
		88.58%	87.11%	87.24%	88.62%	87.58%	90.95%	89.00%	88.97%	90.32%	88.47%	88.75%	86.88%	92.42%	89.21%	88.96%	90.11%	88.96%	87.79%	88.98%	88.70%	87.26%	78.46%	90.10%	87.94%	90.79%	77.14%	87.00%	91.00%	84.56%	88.14%	90.24%	89.86%	88.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	46	0	2	1	14	1	0	4	2	3	1	0	2	0	2	0	2	0	1	2	0	0	1	0	1	2	2	1	1	1	0	0	0					
		0.27%	0.00%	0.19%	0.18%	1.45%	0.21%	0.00%	0.41%	0.18%	0.51%	0.63%	0.00%	0.61%	0.00%	0.19%	0.00%	0.30%	0.00%	0.20%	0.20%	0.00%	0.00%	0.19%	0.00%	0.66%	2.86%	0.40%	0.50%	0.13%	0.85%	0.00%	0.00%	0.00%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
