Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Солонешенская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	7902	473	144	744	112	77	765	1676	1186	121	151	372	251	76	93	441	149	244	768	59									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7403	444	140	700	104	77	715	1567	1102	114	140	353	231	70	86	416	139	227	722	56									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	2983	196	83	279	65	40	217	653	460	50	62	155	86	40	25	176	50	88	235	23									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	375	46	22	57	2	10	15	27	23	13	6	15	8	0	0	13	25	32	44	17									
6	Число погашенных избирательных бюллетеней	4045	202	35	364	37	27	483	887	619	51	72	183	137	30	61	227	64	107	443	16									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	375	46	22	57	2	10	15	27	23	13	6	15	8	0	0	13	25	32	44	17									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	2983	196	83	279	65	40	217	653	460	50	62	155	86	40	25	176	50	88	235	23									
9	Число недействительных избирательных бюллетеней	58	2	0	1	1	1	7	15	7	1	0	5	3	4	3	2	2	0	2	2									
10	Число действительных избирательных бюллетеней	3300	240	105	335	66	49	225	665	476	62	68	165	91	36	22	187	73	120	277	38									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	85	6	2	6	2	2	7	12	6	2	2	6	6	2	2	6	2	6	6	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	25	3	0	1	0	0	4	8	2	0	0	1	0	0	0	2	0	0	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	21	1	1	1	0	1	0	6	3	0	0	0	1	0	1	1	0	1	4	0									
14	Число погашенных неиспользованных открепительных удостоверений	60	3	2	5	2	2	3	4	4	2	2	5	6	2	2	4	2	6	2	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
