Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Токаревская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571					
1	"Число избирателей, внесенных в списки"	16435	1596	485	1990	1559	453	563	206	328	405	762	205	365	372	587	357	449	165	390	500	295	195	210	327	618	264	145	733	401	961	549					
2	"Число бюллетеней, полученных участковыми комиссиями"	16523	1552	475	1971	1544	451	576	211	346	405	811	204	371	373	628	362	458	164	402	508	298	192	205	329	599	269	147	736	399	971	566					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7933	650	287	865	731	182	222	109	191	197	321	103	188	257	291	224	208	102	144	390	178	78	104	141	295	127	86	345	184	469	264					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2235	32	16	41	44	52	153	41	26	110	160	29	131	63	109	50	79	46	170	69	42	50	66	76	70	58	22	127	61	119	123					
6	Число погашенных бюллетеней	6355	870	172	1065	769	217	201	61	129	98	330	72	52	53	228	88	171	16	88	49	78	64	35	112	234	84	39	264	154	383	179					
7	Число бюллетеней в переносных ящиках для голосования	2235	32	16	41	44	52	153	41	26	110	160	29	131	63	109	50	79	46	170	69	42	50	66	76	70	58	22	127	61	119	123					
8	Число бюллетеней в стационарных ящиках для голосования	7933	650	287	865	731	182	222	109	191	197	321	103	188	257	291	224	208	102	144	390	178	78	104	141	295	127	86	345	184	469	264					
9	Число недействительных бюллетеней	217	26	0	19	13	13	1	3	1	6	10	7	11	2	6	5	11	5	6	5	0	0	9	4	10	4	5	12	6	8	9					
10	Число действительных бюллетеней	9951	656	303	887	762	221	374	147	216	301	471	125	308	318	394	269	276	143	308	454	220	128	161	213	355	181	103	460	239	580	378					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	10	10	10	10	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	12	1	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1					
