Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Североуральская городская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №2447	УИК №2448	УИК №2449	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2615	УИК №2616	УИК №2617	УИК №2618					
1	"Число избирателей, внесенных в списки избирателей"	41115	2417	2166	2068	2127	2116	1953	2450	2389	2475	2431	1101	504	1614	1691	1705	1821	1610	244	175	1801	206	2266	1990	1795					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40100	2200	2050	2150	2050	2050	2050	2300	2200	2250	2300	1100	550	1550	1650	1650	1900	1600	300	200	1850	200	2200	2050	1700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24513	1165	1326	1196	1291	1233	1312	1531	1441	1467	1434	571	225	926	1142	1021	1122	938	139	106	1130	121	1401	1084	1191					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1402	305	28	99	173	94	44	39	21	23	30	77	56	24	53	28	29	59	36	22	48	6	42	52	14					
6	Число погашенных избирательных бюллетеней	14185	730	696	855	586	723	694	730	738	760	836	452	269	600	455	601	749	603	125	72	672	73	757	914	495					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1402	305	28	99	173	94	44	39	21	23	30	77	56	24	53	28	29	59	36	22	48	6	42	52	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24500	1165	1326	1193	1289	1233	1312	1531	1441	1464	1434	571	225	926	1142	1021	1120	938	139	106	1130	121	1398	1084	1191					
9	Число недействительных избирательных бюллетеней	281	16	8	24	16	20	14	18	16	13	23	6	0	15	10	9	13	10	0	2	8	1	10	16	13					
10	Число действительных избирательных бюллетеней	25621	1454	1346	1268	1446	1307	1342	1552	1446	1474	1441	642	281	935	1185	1040	1136	987	175	126	1170	126	1430	1120	1192					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	509	30	20	20	15	20	25	25	25	45	25	12	17	15	10	15	23	20	34	28	17	1	27	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	501	30	20	20	15	20	25	24	25	44	25	12	17	15	10	15	22	16	34	28	17	1	26	20	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	411	39	17	30	22	56	15	23	15	32	17	11	7	6	11	10	11	19	4	3	14	9	17	13	10					
14	Число погашенных неиспользованных открепительных удостоверений	8	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	141	12	10	9	9	3	9	5	13	11	11	2	2	4	5	3	4	1	2	3	6	1	9	5	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	482	34	14	26	29	35	28	28	34	14	24	7	4	19	25	18	20	21	3	3	22	2	34	24	14					
		1.86%	2.31%	1.03%	2.01%	1.98%	2.64%	2.06%	1.78%	2.33%	0.94%	1.64%	1.08%	1.42%	2.00%	2.09%	1.72%	1.74%	2.11%	1.71%	2.34%	1.87%	1.57%	2.36%	2.11%	1.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	647	43	53	23	51	28	38	43	56	25	33	25	9	7	29	18	12	10	1	3	29	2	61	20	28					
		2.50%	2.93%	3.91%	1.78%	3.49%	2.11%	2.80%	2.74%	3.83%	1.68%	2.25%	3.86%	3.20%	0.74%	2.43%	1.72%	1.04%	1.00%	0.57%	2.34%	2.46%	1.57%	4.24%	1.76%	2.32%					
20	3.Политическая партия «Демократическая партия России»	19	5	0	1	1	1	0	3	0	1	0	1	0	0	1	0	0	2	0	0	1	0	0	1	1					
		0.07%	0.34%	0.00%	0.08%	0.07%	0.08%	0.00%	0.19%	0.00%	0.07%	0.00%	0.15%	0.00%	0.00%	0.08%	0.00%	0.00%	0.20%	0.00%	0.00%	0.08%	0.00%	0.00%	0.09%	0.08%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1930	118	109	95	98	109	134	138	113	118	126	49	18	26	52	53	95	80	2	2	106	7	120	95	67					
		7.45%	8.03%	8.05%	7.35%	6.70%	8.21%	9.88%	8.79%	7.73%	7.94%	8.61%	7.56%	6.41%	2.74%	4.35%	5.05%	8.27%	8.02%	1.14%	1.56%	8.99%	5.51%	8.33%	8.36%	5.56%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	350	21	17	20	28	44	20	23	9	17	19	4	0	17	15	7	14	6	0	0	12	2	18	32	5					
		1.35%	1.43%	1.26%	1.55%	1.92%	3.32%	1.47%	1.46%	0.62%	1.14%	1.30%	0.62%	0.00%	1.79%	1.26%	0.67%	1.22%	0.60%	0.00%	0.00%	1.02%	1.57%	1.25%	2.82%	0.41%					
23	6.Политическая партия «Партия социальной справедливости»	70	4	2	2	3	3	4	2	3	4	6	3	1	4	3	5	2	0	0	0	3	2	4	5	5					
		0.27%	0.27%	0.15%	0.15%	0.21%	0.23%	0.29%	0.13%	0.21%	0.27%	0.41%	0.46%	0.36%	0.42%	0.25%	0.48%	0.17%	0.00%	0.00%	0.00%	0.25%	1.57%	0.28%	0.44%	0.41%					
24	7.Политическая партия «Либерально-демократическая партия России»	4014	212	204	160	201	201	186	239	225	270	207	67	29	145	219	202	215	207	18	24	198	20	186	157	222					
		15.50%	14.42%	15.07%	12.38%	13.75%	15.15%	13.72%	15.22%	15.39%	18.16%	14.14%	10.34%	10.32%	15.26%	18.33%	19.26%	18.71%	20.76%	10.29%	18.75%	16.81%	15.75%	12.92%	13.82%	18.42%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1718	104	55	105	121	73	87	105	106	120	119	35	15	57	84	51	89	68	12	5	90	11	80	71	55					
		6.63%	7.07%	4.06%	8.13%	8.28%	5.50%	6.42%	6.69%	7.25%	8.07%	8.13%	5.40%	5.34%	6.00%	7.03%	4.86%	7.75%	6.82%	6.86%	3.91%	7.64%	8.66%	5.56%	6.25%	4.56%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	157	6	12	12	13	7	10	6	8	9	8	6	1	5	4	4	6	5	0	2	12	0	9	6	6					
		0.61%	0.41%	0.89%	0.93%	0.89%	0.53%	0.74%	0.38%	0.55%	0.61%	0.55%	0.93%	0.36%	0.53%	0.33%	0.38%	0.52%	0.50%	0.00%	1.56%	1.02%	0.00%	0.63%	0.53%	0.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15997	889	872	819	888	797	820	947	878	884	879	442	203	653	737	674	676	579	138	87	688	78	897	699	773					
		61.76%	60.48%	64.40%	63.39%	60.74%	60.06%	60.47%	60.32%	60.05%	59.45%	60.04%	68.21%	72.24%	68.74%	61.67%	64.25%	58.83%	58.07%	78.86%	67.97%	58.40%	61.42%	62.29%	61.53%	64.15%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	237	18	8	5	13	9	15	18	14	12	20	3	1	2	16	8	7	9	1	0	9	2	21	10	16					
		0.91%	1.22%	0.59%	0.39%	0.89%	0.68%	1.11%	1.15%	0.96%	0.81%	1.37%	0.46%	0.36%	0.21%	1.34%	0.76%	0.61%	0.90%	0.57%	0.00%	0.76%	1.57%	1.46%	0.88%	1.33%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
