Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Североуральская городская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №2447	УИК №2448	УИК №2449	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2567	УИК №2568	УИК №2615	УИК №2616	УИК №2617	УИК №2618					
1	"Число избирателей, внесенных в список избирателей"	39572	1983	1992	2174	1916	2034	1840	1913	1901	1791	1747	1121	497	1630	2044	2266	1722	1558	279	192	1731	2088	282	246	2096	1853	676					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39000	1910	1970	2130	1850	1960	1810	1890	1860	1770	1750	1110	500	1580	2150	2150	1750	1560	280	200	1730	2040	360	210	2090	1810	580					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20951	1028	1137	1086	1062	1036	1049	1111	1043	942	947	506	185	769	1139	1274	945	788	111	83	915	1127	110	119	1144	899	396					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1070	11	26	92	98	97	46	25	19	13	30	39	28	16	43	63	21	39	23	13	44	22	132	17	65	33	15					
6	Число погашенных избирательных бюллетеней	16979	871	807	952	690	827	715	754	798	815	773	565	287	795	968	813	784	733	146	104	771	891	118	74	881	878	169					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1070	11	26	92	98	97	46	25	19	13	30	39	28	16	43	63	21	39	23	13	44	22	132	17	65	33	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20951	1028	1137	1086	1062	1036	1049	1111	1043	942	947	506	185	769	1139	1274	945	788	111	83	915	1127	110	119	1144	899	396					
9	Число недействительных избирательных бюллетеней	601	24	36	33	25	31	25	37	21	16	25	22	3	28	33	47	25	18	5	4	31	23	14	0	28	36	11					
10	Число действительных избирательных бюллетеней	21420	1015	1127	1145	1135	1102	1070	1099	1041	939	952	523	210	757	1149	1290	941	809	129	92	928	1126	228	136	1181	896	400					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	835	40	40	40	40	40	40	40	40	40	40	25	10	35	40	40	40	30	10	10	40	40	10	10	40	40	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	392	23	24	26	16	17	26	25	19	21	13	6	6	10	18	17	23	17	0	6	25	15	0	0	24	13	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	261	15	13	16	9	15	9	10	8	14	11	3	2	5	7	25	8	12	4	4	12	10	16	4	11	9	9					
14	Число погашенных неиспользованных открепительных удостоверений	443	17	16	14	24	23	14	15	21	19	27	19	4	25	22	23	17	13	10	4	15	25	10	10	16	27	13					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	1	2	1	1	2	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
