Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Читинская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367					
1	"Число избирателей, внесенных в списки избирателей"	45273	426	138	111	1026	1443	798	2825	345	79	81	94	155	1097	322	450	925	322	511	154	282	1081	612	1436	416	789	155	1644	2356	578	193	533	220	1467	324	488	236	1206	2711	3265	229	519	1212	2193	2213	991	1435	719	682	299	189	212	243	1236	1607					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41090	441	136	115	924	1168	648	2182	285	109	99	70	214	940	287	436	907	316	516	141	202	882	607	1441	404	751	244	1271	2101	556	173	544	207	1302	299	463	215	1046	2290	2967	193	528	1116	2166	2130	958	1316	706	667	263	190	224	242	1127	1365					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24869	278	87	89	565	801	499	1464	219	65	54	59	152	603	224	402	503	250	372	93	173	791	340	786	196	474	122	926	1348	368	117	311	111	888	180	292	163	531	1547	1371	92	332	598	924	865	363	797	392	409	180	160	136	184	631	992					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2010	22	0	4	60	234	32	94	24	14	0	8	3	46	14	0	50	18	63	17	23	54	30	100	42	36	33	87	42	52	0	27	15	42	26	28	8	20	76	42	101	28	81	25	35	57	8	28	24	10	0	13	12	52	50					
6	Число погашенных избирательных бюллетеней	14211	141	49	22	299	133	117	624	42	30	45	3	59	291	49	34	354	48	81	31	6	37	237	555	166	241	89	258	711	136	56	206	81	372	93	143	44	495	667	1554	0	168	437	1217	1230	538	511	286	234	73	30	75	46	444	323					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2010	22	0	4	60	234	32	94	24	14	0	8	3	46	14	0	50	18	63	17	23	54	30	100	42	36	33	87	42	52	0	27	15	42	26	28	8	20	76	42	101	28	81	25	35	57	8	28	24	10	0	13	12	52	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24863	278	87	89	565	801	499	1460	219	65	54	59	152	603	224	402	503	250	372	93	173	791	340	785	196	474	122	926	1348	368	117	311	111	888	180	292	163	531	1547	1371	92	332	598	924	865	363	797	392	409	180	160	136	184	631	991					
9	Число недействительных избирательных бюллетеней	334	4	0	1	4	18	9	16	2	1	1	1	1	10	4	4	6	0	4	0	2	11	3	7	4	10	2	11	15	12	2	5	1	7	1	0	0	6	25	13	2	15	12	6	11	11	6	6	6	2	1	3	4	10	16					
10	Число действительных избирательных бюллетеней	26539	296	87	92	621	1017	522	1538	241	78	53	66	154	639	234	398	547	268	431	110	194	834	367	878	234	500	153	1002	1375	408	115	333	125	923	205	320	171	545	1598	1400	191	345	667	943	889	409	799	414	427	188	159	146	192	673	1025					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	742	5	5	5	10	20	18	75	5	5	5	5	16	10	5	15	10	5	10	5	5	20	10	20	5	10	5	15	17	15	5	10	5	22	5	5	5	15	44	35	5	20	23	40	35	10	32	10	10	5	5	5	5	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	534	0	0	1	4	17	17	70	1	0	0	0	16	6	1	5	4	0	7	3	5	17	9	17	5	10	1	6	16	15	4	8	2	22	3	3	1	5	44	23	4	20	18	30	24	3	27	6	5	2	0	1	5	11	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	536	1	1	0	5	19	9	18	21	15	6	16	6	4	5	5	6	0	9	4	74	24	8	6	8	4	6	29	16	14	9	11	8	10	1	3	2	3	49	15	1	3	9	6	8	5	15	8	7	2	2	1	2	11	6					
14	Число погашенных неиспользованных открепительных удостоверений	208	5	5	4	6	3	1	5	4	5	5	5	0	4	4	10	6	5	3	2	0	3	1	3	0	0	4	9	1	0	1	2	3	0	2	2	4	10	0	12	1	0	5	10	11	7	5	4	5	3	5	4	0	4	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	644	14	10	1	18	24	13	33	6	1	2	3	4	24	4	4	5	4	17	2	5	12	10	33	9	24	1	19	23	12	11	9	5	27	7	6	2	12	28	23	5	1	22	12	23	12	16	8	22	2	3	4	6	16	25					
		2.40%	4.67%	11.49%	1.08%	2.88%	2.32%	2.45%	2.12%	2.47%	1.27%	3.70%	4.48%	2.58%	3.70%	1.68%	0.99%	0.90%	1.49%	3.91%	1.82%	2.55%	1.42%	2.70%	3.73%	3.78%	4.71%	0.65%	1.88%	1.65%	2.86%	9.40%	2.66%	3.97%	2.90%	3.40%	1.88%	1.17%	2.18%	1.73%	1.63%	2.59%	0.28%	3.24%	1.26%	2.56%	2.86%	1.99%	1.90%	5.08%	1.05%	1.88%	2.68%	3.06%	2.34%	2.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	96	1	0	0	2	3	1	9	4	0	1	0	1	1	0	3	1	0	4	0	0	0	1	1	1	1	1	4	12	1	0	3	1	4	0	0	1	3	15	7	1	0	0	0	2	0	0	1	0	1	0	1	0	2	1					
		0.36%	0.33%	0.00%	0.00%	0.32%	0.29%	0.19%	0.58%	1.65%	0.00%	1.85%	0.00%	0.65%	0.15%	0.00%	0.75%	0.18%	0.00%	0.92%	0.00%	0.00%	0.00%	0.27%	0.11%	0.42%	0.20%	0.65%	0.39%	0.86%	0.24%	0.00%	0.89%	0.79%	0.43%	0.00%	0.00%	0.58%	0.54%	0.92%	0.50%	0.52%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.24%	0.00%	0.53%	0.00%	0.67%	0.00%	0.29%	0.10%					
20	3.Политическая партия «Демократическая партия России»	36	1	0	0	0	1	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	4	1	0	0	2	0	2	0	0	0	0	0	0	0	0	3	2	2	0	1	1	1	0	1	3	1	0	1	1	0	0	2					
		0.13%	0.33%	0.00%	0.00%	0.00%	0.10%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.45%	0.42%	0.00%	0.00%	0.20%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.14%	1.04%	0.00%	0.15%	0.11%	0.11%	0.00%	0.12%	0.71%	0.23%	0.00%	0.63%	0.67%	0.00%	0.00%	0.19%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2321	28	4	9	97	77	17	115	21	5	10	14	29	147	41	13	38	11	23	12	21	39	45	58	16	35	6	80	83	28	3	0	18	89	9	25	26	44	108	126	11	37	44	88	89	40	71	45	61	16	16	12	40	50	131					
		8.64%	9.33%	4.60%	9.68%	15.52%	7.44%	3.20%	7.40%	8.64%	6.33%	18.52%	20.90%	18.71%	22.65%	17.23%	3.23%	6.87%	4.10%	5.29%	10.91%	10.71%	4.62%	12.16%	6.55%	6.72%	6.86%	3.87%	7.90%	5.97%	6.67%	2.56%	0.00%	14.29%	9.57%	4.37%	7.81%	15.20%	7.99%	6.65%	8.92%	5.70%	10.28%	6.48%	9.27%	9.89%	9.52%	8.82%	10.71%	14.09%	8.42%	10.00%	8.05%	20.41%	7.32%	12.58%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	137	1	0	0	4	4	3	5	1	1	0	3	0	1	0	1	2	0	0	1	0	1	2	4	0	1	2	4	4	1	0	49	1	1	0	1	0	0	3	4	4	0	1	3	5	3	3	1	0	0	0	0	0	2	10					
		0.51%	0.33%	0.00%	0.00%	0.64%	0.39%	0.56%	0.32%	0.41%	1.27%	0.00%	4.48%	0.00%	0.15%	0.00%	0.25%	0.36%	0.00%	0.00%	0.91%	0.00%	0.12%	0.54%	0.45%	0.00%	0.20%	1.29%	0.39%	0.29%	0.24%	0.00%	14.50%	0.79%	0.11%	0.00%	0.31%	0.00%	0.00%	0.18%	0.28%	2.07%	0.00%	0.15%	0.32%	0.56%	0.71%	0.37%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.96%					
23	6.Политическая партия «Партия социальной справедливости»	42	0	0	0	0	2	0	0	1	0	0	0	0	2	2	0	1	0	0	0	0	4	1	3	1	1	0	1	2	0	0	0	0	1	0	0	0	0	7	3	1	1	1	1	6	0	0	0	0	0	0	0	0	0	0					
		0.16%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.31%	0.84%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.47%	0.27%	0.34%	0.42%	0.20%	0.00%	0.10%	0.14%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.43%	0.21%	0.52%	0.28%	0.15%	0.11%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
